   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.78789892E+003   2.78677726E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.78931464E+003   0.00000000E+000   2.78749425E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.80985400E+003   2.80881735E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.81115092E+003   0.00000000E+000   2.80944370E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84217112E+003   2.84114875E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84337204E+003   0.00000000E+000   2.84168833E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84293270E+003   2.84188545E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84409595E+003   0.00000000E+000   2.84239557E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84367860E+003   2.84260621E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84480508E+003   0.00000000E+000   2.84308698E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84442476E+003   2.84332728E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84551511E+003   0.00000000E+000   2.84377858E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84516671E+003   2.84404433E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84622138E+003   0.00000000E+000   2.84446601E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84589494E+003   2.84474765E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84691496E+003   0.00000000E+000   2.84513974E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.84660531E+003   2.84543282E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84759137E+003   0.00000000E+000   2.84579548E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.84729985E+003   2.84610232E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84825298E+003   0.00000000E+000   2.84643549E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.84798808E+003   2.84676576E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84890877E+003   0.00000000E+000   2.84706967E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.84865994E+003   2.84741363E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84954861E+003   0.00000000E+000   2.84768754E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.84932376E+003   2.84805410E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85018076E+003   0.00000000E+000   2.84829758E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.84998225E+003   2.84868969E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85080811E+003   0.00000000E+000   2.84890273E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      15   0.00000000E+000   2.85063633E+003   2.84932116E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85143092E+003   0.00000000E+000   2.84950365E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      16   0.00000000E+000   2.85128425E+003   2.84994743E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85204825E+003   0.00000000E+000   2.85009881E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      17   0.00000000E+000   2.85192245E+003   2.85056492E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85265644E+003   0.00000000E+000   2.85068491E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      18   0.00000000E+000   2.85252471E+003   2.85114661E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85322894E+003   0.00000000E+000   2.85123603E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      19   0.00000000E+000   2.85310383E+003   2.85170158E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85377835E+003   0.00000000E+000   2.85176555E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      20   0.00000000E+000   2.85368670E+003   2.85225469E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85433073E+003   0.00000000E+000   2.85230083E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      21   0.00000000E+000   2.85427024E+003   2.85280459E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85488301E+003   0.00000000E+000   2.85283835E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      22   0.00000000E+000   2.85485005E+003   2.85334810E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85543105E+003   0.00000000E+000   2.85337323E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      23   0.00000000E+000   2.85542143E+003   2.85388150E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85597039E+003   0.00000000E+000   2.85390061E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      24   0.00000000E+000   2.85599202E+003   2.85441240E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85650815E+003   0.00000000E+000   2.85442784E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      25   0.00000000E+000   2.85656213E+003   2.85494228E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85704539E+003   0.00000000E+000   2.85495547E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      26   0.00000000E+000   2.85713470E+003   2.85547427E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85758463E+003   0.00000000E+000   2.85548595E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      27   0.00000000E+000   2.85770824E+003   2.85600759E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85812402E+003   0.00000000E+000   2.85601860E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      28   0.00000000E+000   2.85827919E+003   2.85653909E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85866027E+003   0.00000000E+000   2.85655033E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
