    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850214E+003   1.52433774E-020  -5.54120021E-021  -1.19999997E+001  -2.97522908E-021  -1.97967482E-020   7.67425085E-021  -6.98629604E+003  -6.98628858E+003  -1.41660948E+004  -2.04123980E+002  -4.24264131E-003   2.10964856E-003   4.31806205E-004   1.19996258E+001   0.00000000E+000   7.67569413E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828730E+003   1.69783319E-020  -6.55230443E-022  -1.19999997E+001   1.40906081E-020   8.77208496E-021  -5.14109294E-021  -6.98636957E+003  -6.98636213E+003  -1.41659477E+004  -2.04188920E+002  -4.24461338E-003   2.09990744E-003   8.70055382E-004   1.19992462E+001   0.00000000E+000   7.72939164E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806931E+003  -3.26311378E-021  -4.86826810E-021  -1.19999997E+001   2.21331818E-021  -2.04055531E-020  -2.41272041E-021  -6.98644418E+003  -6.98643678E+003  -1.41657984E+004  -2.04254815E+002  -4.24599983E-003   2.09073410E-003   1.31474911E-003   1.19988611E+001   0.00000000E+000   7.78308853E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784974E+003  -1.62494668E-020  -8.61504472E-021  -1.19999997E+001   1.03006087E-021   2.46433648E-021   9.58470719E-021  -6.98651933E+003  -6.98651196E+003  -1.41656481E+004  -2.04321186E+002  -4.24722136E-003   2.08171216E-003   1.76266190E-003   1.19984733E+001   0.00000000E+000   7.83680158E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762860E+003   1.04635116E-020   2.03415914E-020  -1.19999997E+001  -2.95195234E-021   1.64430271E-020   3.40679298E-020  -6.98659503E+003  -6.98658768E+003  -1.41654967E+004  -2.04388035E+002  -4.24827413E-003   2.07284017E-003   2.21379375E-003   1.19980826E+001   0.00000000E+000   7.89053048E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740588E+003   4.84308045E-021   6.25253417E-021  -1.19999997E+001  -2.28183459E-021  -7.41153829E-022   4.01625966E-020  -6.98667126E+003  -6.98666394E+003  -1.41653442E+004  -2.04455361E+002  -4.24915282E-003   2.06411840E-003   2.66814714E-003   1.19976891E+001   0.00000000E+000   7.94427520E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18718158E+003   9.10270388E-021   1.16176276E-020  -1.19999997E+001   7.22213461E-021  -1.17578761E-020   4.05861131E-020  -6.98674803E+003  -6.98674075E+003  -1.41651906E+004  -2.04523165E+002  -4.24985196E-003   2.05554837E-003   3.12572382E-003   1.19972929E+001   0.00000000E+000   7.99803562E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695571E+003   2.96616111E-021  -1.36170886E-020  -1.19999997E+001   7.59938325E-021   6.85567292E-021   2.75073950E-020  -6.98682534E+003  -6.98681809E+003  -1.41650359E+004  -2.04591446E+002  -4.25036710E-003   2.04712716E-003   3.58652402E-003   1.19968938E+001   0.00000000E+000   8.05181143E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672825E+003   9.19477942E-021  -1.02242832E-020  -1.19999997E+001   2.10531890E-020   2.64909554E-020  -8.38297920E-021  -6.98690320E+003  -6.98689598E+003  -1.41648802E+004  -2.04660205E+002  -4.25069502E-003   2.03885425E-003   4.05054718E-003   1.19964920E+001   0.00000000E+000   8.10560230E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18649922E+003  -4.07179657E-021   4.25694027E-021  -1.19999997E+001   1.67706837E-020  -1.33884145E-020  -2.69647645E-020  -6.98698159E+003  -6.98697441E+003  -1.41647234E+004  -2.04729441E+002  -4.25083056E-003   2.03072615E-003   4.51779304E-003   1.19960874E+001   0.00000000E+000   8.15940793E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18626861E+003  -8.22120335E-021   9.67828200E-021  -1.19999997E+001  -6.21804591E-022  -2.11228841E-021  -1.61465656E-021  -6.98706052E+003  -6.98705338E+003  -1.41645655E+004  -2.04799155E+002  -4.25077129E-003   2.02274381E-003   4.98826287E-003   1.19956800E+001   0.00000000E+000   8.21322818E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18603643E+003   2.01105391E-020  -3.36464400E-020  -1.19999997E+001   1.14615748E-020  -1.43466205E-020   1.51142442E-021  -6.98714000E+003  -6.98713289E+003  -1.41644065E+004  -2.04869347E+002  -4.25050697E-003   2.01490778E-003   5.46195621E-003   1.19952698E+001   0.00000000E+000   8.26706270E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18580266E+003  -4.14325463E-021   1.96903314E-020  -1.19999997E+001   6.91871830E-021  -2.48815928E-021  -2.93285158E-020  -6.98722001E+003  -6.98721295E+003  -1.41642464E+004  -2.04940017E+002  -4.25002958E-003   2.00721923E-003   5.93887396E-003   1.19948569E+001   0.00000000E+000   8.32091133E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18556732E+003  -8.65216445E-021   2.66392276E-020  -1.19999997E+001   1.66241073E-021   9.22207121E-021  -1.25890272E-020  -6.98730057E+003  -6.98729354E+003  -1.41640853E+004  -2.05011164E+002  -4.24933482E-003   1.99967823E-003   6.41901743E-003   1.19944411E+001   0.00000000E+000   8.37477396E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18533040E+003   1.17707077E-020  -9.23158379E-021  -1.19999997E+001  -8.16142921E-022  -2.36798648E-020  -2.58345049E-021  -6.98738167E+003  -6.98737468E+003  -1.41639230E+004  -2.05082790E+002  -4.24841785E-003   1.99229016E-003   6.90238803E-003   1.19940226E+001   0.00000000E+000   8.42865048E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
