   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996233E+001   1.00002270E+000   4.35774214E-004   1.19999997E+001   0.00000000E+000  -1.37364472E-021  -1.31700025E-021  -1.19999997E+001   8.32495565E-021   0.00000000E+000   0.00000000E+000   1.34553788E-004   1.16385903E-004  -2.50939691E-004   1.25469710E-004   1.54676496E-005  -2.69463886E-006
       2       1     1.19992415E+001   1.00002270E+000   8.77807264E-004   1.19999997E+001   0.00000000E+000   2.07850230E-023   5.29879609E-021  -1.19999997E+001   1.71542382E-021  -2.76582187E-020  -1.38291093E-020   2.71036275E-004   2.34447519E-004  -5.05483794E-004   2.52741624E-004   3.11561489E-005  -5.42337643E-006
       3       1     1.19988542E+001   1.00002270E+000   1.32617413E-003   1.19999997E+001   0.00000000E+000  -1.02918044E-020   1.98638087E-020  -1.19999997E+001  -5.45869305E-021   1.38291093E-020  -1.38291093E-020   4.09475948E-004   3.54199216E-004  -7.63675164E-004   3.81837169E-004   4.70695114E-005  -8.19061037E-006
       4       1     1.19984641E+001   1.00002270E+000   1.77783933E-003   1.19999997E+001   0.00000000E+000   1.73565493E-021   7.12776601E-021  -1.19999997E+001  -1.82612781E-021   1.38291093E-020  -2.76582187E-020   5.48934092E-004   4.74831794E-004  -1.02376589E-003   5.11882389E-004   6.30997465E-005  -1.09775387E-005
       5       1     1.19980711E+001   1.00002270E+000   2.23283927E-003   1.19999997E+001   0.00000000E+000   3.87471867E-021  -1.42828981E-020  -1.19999997E+001  -4.22663971E-021   0.00000000E+000  -6.91455467E-020   6.89422960E-004   5.96353858E-004  -1.28577682E-003   6.42887713E-004   7.92489205E-005  -1.37868473E-005
       6       1     1.19976752E+001   1.00002270E+000   2.69120031E-003   1.19999997E+001   0.00000000E+000  -1.59355712E-020   2.68849525E-021  -1.19999997E+001  -3.47318263E-022   5.53164374E-020  -5.53164374E-020   8.30949666E-004   7.18773555E-004  -1.54972322E-003   7.74860772E-004   9.55175525E-005  -1.66174356E-005
       7       1     1.19972765E+001   1.00002270E+000   3.15284851E-003   1.19999997E+001   0.00000000E+000  -1.96719165E-022  -6.79166454E-022  -1.19999997E+001   1.07547723E-020   1.10632875E-019  -8.29746561E-020   9.73491300E-004   8.42071228E-004  -1.81556253E-003   9.07780282E-004   1.11903101E-004  -1.94667603E-005
       8       1     1.19968748E+001   1.00002270E+000   3.61787947E-003   1.19999997E+001   0.00000000E+000   1.82712090E-020  -1.08508899E-020  -1.19999997E+001   2.04555752E-021   0.00000000E+000   5.53164374E-020   1.11707974E-003   9.66269841E-004  -2.08334958E-003   1.04167367E-003   1.28410767E-004  -2.23361818E-005
       9       1     1.19964704E+001   1.00002270E+000   4.08620150E-003   1.19999997E+001   0.00000000E+000   2.21228611E-021   2.10453766E-020  -1.19999997E+001   5.88849199E-021  -2.76582187E-020  -5.53164374E-020   1.26168464E-003   1.09134713E-003  -2.35303177E-003   1.17651461E-003   1.45035669E-004  -2.52252634E-005
      10       1     1.19960630E+001   1.00002270E+000   4.55783477E-003   1.19999997E+001   0.00000000E+000  -2.34308932E-020  -1.60746172E-020  -1.19999997E+001  -5.30176349E-023  -8.29746561E-020   0.00000000E+000   1.40731174E-003   1.21730896E-003  -2.62462071E-003   1.31230893E-003   1.61778661E-004  -2.81341545E-005
      11       1     1.19956528E+001   1.00002270E+000   5.03276465E-003   1.19999997E+001   0.00000000E+000   1.00574453E-020   6.78082362E-021  -1.19999997E+001  -7.30944373E-021  -5.53164374E-020   2.76582187E-020   1.55395703E-003   1.34415092E-003  -2.89810795E-003   1.44905241E-003   1.78639226E-004  -3.10629842E-005
      12       1     1.19952398E+001   1.00002270E+000   5.51096265E-003   1.19999997E+001   0.00000000E+000  -1.81287077E-020  -1.72789748E-020  -1.19999997E+001  -4.52622891E-021   2.76582187E-020   0.00000000E+000   1.70161190E-003   1.47186519E-003  -3.17347709E-003   1.58673683E-003   1.95616184E-004  -3.40116873E-005
      13       1     1.19948240E+001   1.00002270E+000   5.99244773E-003   1.19999997E+001   0.00000000E+000  -1.34572210E-020  -5.61844495E-021  -1.19999997E+001   5.99249623E-021   5.53164374E-020   2.76582187E-020   1.85028171E-003   1.60045737E-003  -3.45073909E-003   1.72536768E-003   2.12710041E-004  -3.69798126E-005
      14       1     1.19944053E+001   1.00002270E+000   6.47723226E-003   1.19999997E+001   0.00000000E+000  -1.91781403E-021   1.03809584E-020  -1.19999997E+001  -7.35879497E-021   0.00000000E+000  -1.10632875E-019   1.99996995E-003   1.72993113E-003  -3.72990108E-003   1.86494852E-003   2.29921270E-004  -3.99667183E-005
      15       1     1.19939838E+001   1.00002270E+000   6.96535479E-003   1.19999997E+001   0.00000000E+000  -4.63511289E-021  -6.57793226E-021  -1.19999997E+001   5.85530980E-021   0.00000000E+000  -2.76582187E-020   2.15068806E-003   1.86029718E-003  -4.01098524E-003   2.00549045E-003   2.47251533E-004  -4.29746906E-005
      16       1     1.19935593E+001   1.00002270E+000   7.45680925E-003   1.19999997E+001   0.00000000E+000   8.68438092E-021  -1.26974862E-020  -1.19999997E+001  -5.39943727E-021   0.00000000E+000   0.00000000E+000   2.30243489E-003   1.99155320E-003  -4.29398809E-003   2.14699172E-003   2.64700434E-004  -4.60020679E-005
      17       1     1.19931321E+001   1.00002270E+000   7.95155328E-003   1.19999997E+001   0.00000000E+000   3.14534373E-021   1.59055147E-020  -1.19999997E+001   2.57274008E-021   5.53164374E-020  -2.76582187E-020   2.45519675E-003   2.12368847E-003  -4.57888523E-003   2.28944014E-003   2.82266462E-004  -4.90494459E-005
      18       1     1.19927020E+001   1.00002270E+000   8.44960430E-003   1.19999997E+001   0.00000000E+000   9.88599528E-021  -2.60637859E-020  -1.19999997E+001  -6.45045254E-021   0.00000000E+000  -5.53164374E-020   2.60898015E-003   2.25670650E-003  -4.86568665E-003   2.43284069E-003   2.99950176E-004  -5.21173431E-005
      19       1     1.19922689E+001   1.00002270E+000   8.95105235E-003   1.19999997E+001   0.00000000E+000   1.55936206E-020  -1.11263442E-020  -1.19999997E+001  -1.13915906E-020   5.53164374E-020  -2.76582187E-020   2.76381062E-003   2.39063359E-003  -5.15444422E-003   2.57721932E-003   3.17755965E-004  -5.52068826E-005
      20       1     1.19918330E+001   1.00002270E+000   9.45582818E-003   1.19999997E+001   0.00000000E+000  -9.71726204E-021   5.80054140E-021  -1.19999997E+001   1.71378845E-021   2.76582187E-020  -5.53164374E-020   2.91966812E-003   2.52544996E-003  -5.44511807E-003   2.72255609E-003   3.35680373E-004  -5.83162736E-005
      21       1     1.19913942E+001   1.00002270E+000   9.96393186E-003   1.19999997E+001   0.00000000E+000  -1.94940041E-020   7.31467955E-021  -1.19999997E+001  -1.42604249E-021   0.00000000E+000   0.00000000E+000   3.07655269E-003   2.66115555E-003  -5.73770825E-003   2.86885102E-003   3.53723299E-004  -6.14470894E-005
      22       1     1.19909526E+001   1.00002270E+000   1.04753814E-002   1.19999997E+001   0.00000000E+000   1.65322965E-020  -5.50644849E-022  -1.19999997E+001  -1.19266731E-020  -2.76582187E-020  -2.76582187E-020   3.23447053E-003   2.79775465E-003  -6.03222518E-003   3.01610933E-003   3.71884275E-004  -6.45987145E-005
      23       1     1.19905081E+001   1.00002270E+000   1.09901047E-002   1.19999997E+001   0.00000000E+000  -1.68099533E-021  -6.69061451E-021  -1.19999997E+001  -3.21083765E-021  -2.76582187E-020  -5.53164374E-020   3.39339905E-003   2.93522823E-003  -6.32862728E-003   3.16431022E-003   3.90161245E-004  -6.77711325E-005
      24       1     1.19900608E+001   1.00002270E+000   1.15081131E-002   1.19999997E+001   0.00000000E+000   8.31643590E-021  -8.61127725E-021  -1.19999997E+001  -3.24850391E-021   8.29746561E-020   0.00000000E+000   3.55334292E-003   3.07357817E-003  -6.62692109E-003   3.31345696E-003   4.08554873E-004  -7.09639266E-005
      25       1     1.19896106E+001   1.00002270E+000   1.20294159E-002   1.19999997E+001   0.00000000E+000  -2.17190302E-020  -4.95774235E-021  -1.19999997E+001  -8.62475586E-021  -2.76582187E-020   2.76582187E-020   3.71430338E-003   3.21280850E-003  -6.92711188E-003   3.46355219E-003   4.27066963E-004  -7.41773027E-005
      26       1     1.19891576E+001   1.00002270E+000   1.25540574E-002   1.19999997E+001   0.00000000E+000   1.54295561E-020   2.63344923E-020  -1.19999997E+001   4.79886089E-021   8.29746561E-020   5.53164374E-020   3.87629411E-003   3.35293111E-003  -7.22922522E-003   3.61460870E-003   4.45698198E-004  -7.74116234E-005
      27       1     1.19887017E+001   1.00002270E+000   1.30819889E-002   1.19999997E+001   0.00000000E+000  -5.38295169E-021   1.40628617E-021  -1.19999997E+001   1.84174296E-021   0.00000000E+000   2.76582187E-020   4.03929951E-003   3.49393366E-003  -7.53323317E-003   3.76661251E-003   4.64446477E-004  -8.06655848E-005
      28       1     1.19882430E+001   1.00002270E+000   1.36132085E-002   1.19999997E+001   0.00000000E+000   1.11874595E-020   3.57968213E-020  -1.19999997E+001  -6.62767915E-021   1.10632875E-019   0.00000000E+000   4.20332003E-003   3.63581448E-003  -7.83913451E-003   3.91956302E-003   4.83312462E-004  -8.39385912E-005
      29       1     1.19877814E+001   1.00002270E+000   1.41477381E-002   1.19999997E+001   0.00000000E+000  -2.38741839E-020   1.54376275E-020  -1.19999997E+001   4.68114064E-021   8.29746561E-020   2.76582187E-020   4.36836245E-003   3.77857924E-003  -8.14694169E-003   4.07346644E-003   5.02298284E-004  -8.72341105E-005
      30       1     1.19873170E+001   1.00002270E+000   1.46855955E-002   1.19999997E+001   0.00000000E+000   9.25112889E-021  -5.74705887E-021  -1.19999997E+001  -4.00298970E-021  -8.29746561E-020  -5.53164374E-020   4.53443356E-003   3.92223158E-003  -8.45666514E-003   4.22832800E-003   5.21403306E-004  -9.05483686E-005
      31       1     1.19868498E+001   1.00002269E+000   1.52267436E-002   1.19999997E+001   0.00000000E+000  -1.65986873E-020   2.38721529E-020  -1.19999997E+001  -3.80487256E-021   5.53164374E-020  -5.53164374E-020   4.70152007E-003   4.06676351E-003  -8.76828358E-003   4.38413704E-003   5.40625117E-004  -9.38821993E-005
      32       1     1.19863797E+001   1.00002269E+000   1.57711992E-002   1.19999997E+001   0.00000000E+000   7.20048062E-021  -5.12018469E-021  -1.19999997E+001  -1.51920055E-020   0.00000000E+000   1.10632875E-019   4.86962574E-003   4.21218087E-003  -9.08180661E-003   4.54089839E-003   5.59965654E-004  -9.72362906E-005
      33       1     1.19859067E+001   1.00002269E+000   1.63189369E-002   1.19999997E+001   0.00000000E+000  -7.34175548E-022  -7.76469640E-021  -1.19999997E+001   6.59449697E-022   1.93607531E-019  -5.53164374E-020   5.03874478E-003   4.35847484E-003  -9.39721963E-003   4.69860473E-003   5.79422972E-004  -1.00610562E-004
      34       1     1.19854309E+001   1.00002269E+000   1.68699713E-002   1.19999997E+001   0.00000000E+000  -2.15679959E-020  -2.84560154E-020  -1.19999997E+001  -2.49562712E-021   1.65949312E-019   0.00000000E+000   5.20888007E-003   4.50565097E-003  -9.71453104E-003   4.85726026E-003   5.98998501E-004  -1.04003602E-004
      35       1     1.19849523E+001   1.00002269E+000   1.74243365E-002   1.19999997E+001   0.00000000E+000  -1.24216362E-020   1.90316824E-020  -1.19999997E+001   2.24623322E-021   0.00000000E+000  -5.53164374E-020   5.38004125E-003   4.65371938E-003  -1.00337606E-002   5.01687489E-003   6.18690665E-004  -1.07417021E-004
      36       1     1.19844708E+001   1.00002269E+000   1.79820555E-002   1.19999997E+001   0.00000000E+000  -7.90616908E-021   1.40010342E-020  -1.19999997E+001  -1.10258217E-020   5.53164374E-020   5.53164374E-020   5.55223419E-003   4.80268764E-003  -1.03549218E-002   5.17745531E-003   6.38500113E-004  -1.10852069E-004
      37       1     1.19839863E+001   1.00002269E+000   1.85431519E-002   1.19999997E+001   0.00000000E+000  -9.58585216E-021  -2.20934706E-020  -1.19999997E+001   5.15410542E-021  -2.76582187E-020   2.76582187E-020   5.72546654E-003   4.95256153E-003  -1.06780281E-002   5.33900826E-003   6.58427592E-004  -1.14308217E-004
      38       1     1.19834989E+001   1.00002269E+000   1.91077015E-002   1.19999997E+001   0.00000000E+000  -3.09981714E-022   3.26767203E-020  -1.19999997E+001  -7.71638705E-021   0.00000000E+000   1.10632875E-019   5.89975988E-003   5.10336321E-003  -1.10031231E-002   5.50155559E-003   6.78476777E-004  -1.17787827E-004
      39       1     1.19830086E+001   1.00002269E+000   1.96756606E-002   1.19999997E+001   0.00000000E+000  -8.91492850E-021  -2.09676833E-020  -1.19999997E+001  -1.19884215E-020  -1.10632875E-019  -8.29746561E-020   6.07510161E-003   5.25508012E-003  -1.13301817E-002   5.66508474E-003   6.98645025E-004  -1.21288268E-004
      40       1     1.19825153E+001   1.00002269E+000   2.02470199E-002   1.19999997E+001   0.00000000E+000  -1.56147222E-020   9.99545955E-021  -1.19999997E+001   6.33526447E-021   1.65949312E-019   0.00000000E+000   6.25148897E-003   5.40770972E-003  -1.16591987E-002   5.82959304E-003   7.18931798E-004  -1.24809781E-004
      41       1     1.19820191E+001   1.00002269E+000   2.08217936E-002   1.19999997E+001   0.00000000E+000  -6.58911607E-021   2.17270224E-020  -1.19999997E+001  -7.60816250E-021   0.00000000E+000   0.00000000E+000   6.42892562E-003   5.56125644E-003  -1.19901821E-002   5.99508454E-003   7.39337777E-004  -1.28353281E-004
      42       1     1.19815199E+001   1.00002269E+000   2.13999695E-002   1.19999997E+001   0.00000000E+000   4.82502681E-021  -2.50714593E-020  -1.19999997E+001  -8.85347025E-021  -2.76582187E-020   0.00000000E+000   6.60741269E-003   5.71571193E-003  -1.23231246E-002   6.16155564E-003   7.59865108E-004  -1.31919236E-004
      43       1     1.19810178E+001   1.00002269E+000   2.19815063E-002   1.19999997E+001   0.00000000E+000  -2.72061181E-020   1.36193072E-020  -1.19999997E+001  -1.97275191E-020  -1.10632875E-019  -5.53164374E-020   6.78693448E-003   5.87106807E-003  -1.26580026E-002   6.32899442E-003   7.80511643E-004  -1.35509705E-004
      44       1     1.19805129E+001   1.00002269E+000   2.25663680E-002   1.19999997E+001   0.00000000E+000  -2.01402125E-020  -6.94968875E-021  -1.19999997E+001   4.89719410E-021  -5.53164374E-020  -8.29746561E-020   6.96748214E-003   6.02731292E-003  -1.29947951E-002   6.49739049E-003   8.01278109E-004  -1.39123177E-004
      45       1     1.19800052E+001   1.00002269E+000   2.31545235E-002   1.19999997E+001   0.00000000E+000   3.97485079E-020  -1.85707850E-020  -1.19999997E+001   7.84465808E-021  -1.65949312E-019  -8.29746561E-020   7.14904901E-003   6.18443487E-003  -1.33334839E-002   6.66673472E-003   8.22165424E-004  -1.42762236E-004
      46       1     1.19793751E+001   1.00002269E+000   2.38841211E-002   1.19999997E+001   0.00000000E+000   1.58065880E-020   3.96599341E-020  -1.19999997E+001  -9.28710702E-021   1.38291093E-019  -1.65949312E-019   7.36823283E-003   6.38557746E-003  -1.37538103E-002   6.87689758E-003   8.47925212E-004  -1.51131340E-004
      47       1     1.19787325E+001   1.00002269E+000   2.46276367E-002   1.19999997E+001   0.00000000E+000  -1.01879848E-020  -7.84302271E-021  -1.19999997E+001   1.40425515E-021  -1.65949312E-019  -5.53164374E-020   7.59718986E-003   6.58526072E-003  -1.41824506E-002   7.09121761E-003   8.67286029E-004  -1.53350723E-004
      48       1     1.19782347E+001   1.00002269E+000   2.52043365E-002   1.19999997E+001   0.00000000E+000  -1.83255851E-020  -1.73742219E-021  -1.19999997E+001   7.59761172E-021   0.00000000E+000   1.10632875E-019   7.77469105E-003   6.73983225E-003  -1.45145233E-002   7.25725378E-003   8.88421935E-004  -1.56717901E-004
      49       1     1.19777537E+001   1.00002269E+000   2.57617900E-002   1.19999997E+001   0.00000000E+000  -5.92853217E-021   2.05301427E-020  -1.19999997E+001  -1.50152009E-020   2.76582187E-020   5.53164374E-020   7.94818734E-003   6.88720421E-003  -1.48353915E-002   7.41768772E-003   9.09641528E-004  -1.60259580E-004
      50       1     1.19772706E+001   1.00002269E+000   2.63216790E-002   1.19999997E+001   0.00000000E+000   1.52150589E-020  -3.17011167E-021  -1.19999997E+001   4.97205183E-021   2.76582187E-020   5.53164374E-020   8.12242585E-003   7.03524158E-003  -1.51576674E-002   7.57882548E-003   9.30868275E-004  -1.63800464E-004
