    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850090E+003  -1.85740558E-020   1.15846434E-020  -1.19999997E+001   2.32420343E-022  -4.14873280E-020   4.14873280E-020  -6.98629313E+003  -6.98629234E+003  -1.41660939E+004  -2.04124354E+002  -3.26597213E-003   9.01181508E-003   4.34917485E-004   1.19996236E+001   0.00000000E+000   7.67600458E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828492E+003  -5.09267355E-021   1.29116669E-020  -1.19999997E+001  -5.18938457E-021  -2.76582187E-020   0.00000000E+000  -6.98636366E+003  -6.98636968E+003  -1.41659460E+004  -2.04189641E+002  -2.27867798E-003   1.60047891E-002   8.76104349E-004   1.19992420E+001   0.00000000E+000   7.72998589E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806585E+003   1.51931660E-020  -6.45709953E-021  -1.19999997E+001  -2.94300628E-021   1.38291093E-020  -2.76582187E-020  -6.98643520E+003  -6.98644812E+003  -1.41657960E+004  -2.04255860E+002  -1.27611815E-003   2.30974255E-002   1.32358813E-003   1.19988550E+001   0.00000000E+000   7.78398365E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784518E+003  -1.21276653E-020  -7.42956428E-021  -1.19999997E+001   3.61946910E-021   1.38291093E-020   6.91455467E-020  -6.98650727E+003  -6.98652714E+003  -1.41656450E+004  -2.04322564E+002  -2.66159621E-004   3.02423140E-002   1.77435460E-003   1.19984652E+001   0.00000000E+000   7.83799967E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762290E+003  -1.52147160E-020  -5.81532237E-021  -1.19999997E+001   8.40555036E-021   1.38291093E-020   2.76582187E-020  -6.98657987E+003  -6.98660674E+003  -1.41654928E+004  -2.04389759E+002   7.51324546E-004   3.74386748E-002   2.22843494E-003   1.19980725E+001   0.00000000E+000   7.89203696E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18739897E+003   5.29158200E-021  -4.53979985E-021  -1.19999997E+001   1.07526885E-021   0.00000000E+000  -2.76582187E-020  -6.98665300E+003  -6.98668693E+003  -1.41653394E+004  -2.04457450E+002   1.77571878E-003   4.46883674E-002   2.68587023E-003   1.19976769E+001   0.00000000E+000   7.94609995E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717344E+003   9.35020065E-021   1.18152833E-020  -1.19999997E+001   5.46737107E-021  -2.76582187E-020   2.76582187E-020  -6.98672666E+003  -6.98676770E+003  -1.41651850E+004  -2.04525626E+002   2.80789293E-003   5.19896865E-002   3.14658039E-003   1.19972785E+001   0.00000000E+000   8.00017939E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18694626E+003  -7.16020305E-021  -1.69906749E-020  -1.19999997E+001  -4.93806515E-021  -5.53164374E-020   0.00000000E+000  -6.98680085E+003  -6.98684905E+003  -1.41650295E+004  -2.04594301E+002   3.84966764E-003   5.93434227E-002   3.61066278E-003   1.19968772E+001   0.00000000E+000   8.05428601E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18671748E+003  -8.24957037E-021   3.08429432E-021  -1.19999997E+001   3.77651735E-022  -2.76582187E-020   0.00000000E+000  -6.98687557E+003  -6.98693098E+003  -1.41648728E+004  -2.04663460E+002   4.89872258E-003   6.67492166E-002   4.07801786E-003   1.19964730E+001   0.00000000E+000   8.10840786E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18648709E+003   9.40706931E-021   3.14500083E-021  -1.19999997E+001   1.82325273E-021   0.00000000E+000  -8.29746561E-020  -6.98695081E+003  -6.98701349E+003  -1.41647151E+004  -2.04733107E+002   5.95517327E-003   7.42074257E-002   4.54866786E-003   1.19960660E+001   0.00000000E+000   8.16254729E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18625510E+003   2.91172323E-021   8.21054570E-021  -1.19999997E+001  -4.09639042E-021   0.00000000E+000   2.76582187E-020  -6.98702658E+003  -6.98709657E+003  -1.41645562E+004  -2.04803239E+002   7.01937970E-003   8.17178373E-002   5.02260100E-003   1.19956562E+001   0.00000000E+000   8.21670256E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
