    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850188E+003   9.05638694E-021  -2.04937616E-020  -1.19999997E+001   9.06316982E-021  -5.44006910E-020  -1.02444665E-020  -6.98629616E+003  -6.98628863E+003  -1.41660946E+004  -2.04124059E+002  -4.23028286E-003   2.12640906E-003   4.32334520E-004   1.19996253E+001   0.00000000E+000   7.67575909E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828681E+003  -1.83299088E-020   7.28482456E-021  -1.19999997E+001   1.04870475E-020   3.81800101E-020   1.95611671E-021  -6.98636981E+003  -6.98636224E+003  -1.41659473E+004  -2.04189069E+002  -4.22114566E-003   2.13217866E-003   8.71063509E-004   1.19992454E+001   0.00000000E+000   7.72951474E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806858E+003   2.81332398E-021  -1.61764061E-020  -1.19999997E+001  -5.65176323E-021  -7.79799707E-021   1.93547028E-020  -6.98644453E+003  -6.98643693E+003  -1.41657979E+004  -2.04255035E+002  -4.21217840E-003   2.13777059E-003   1.31623666E-003   1.19988599E+001   0.00000000E+000   7.78326824E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784878E+003  -1.99196672E-020  -4.36696563E-021  -1.19999997E+001  -8.88509851E-021   8.06798882E-021  -2.44686643E-020  -6.98651980E+003  -6.98651216E+003  -1.41656474E+004  -2.04321478E+002  -4.20321258E-003   2.14334126E-003   1.76463238E-003   1.19984715E+001   0.00000000E+000   7.83703757E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762740E+003  -1.78100258E-021  -3.72294348E-021  -1.19999997E+001  -1.36606707E-020   4.53162627E-021  -1.95505792E-020  -6.98659560E+003  -6.98658793E+003  -1.41654958E+004  -2.04388399E+002  -4.19424642E-003   2.14888198E-003   2.21625080E-003   1.19980805E+001   0.00000000E+000   7.89082243E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740444E+003   1.78703272E-020  -2.71032190E-020  -1.19999997E+001   7.97940812E-021   3.89635156E-021  -1.63715587E-020  -6.98667195E+003  -6.98666424E+003  -1.41653432E+004  -2.04455798E+002  -4.18527978E-003   2.15438334E-003   2.67109444E-003   1.19976866E+001   0.00000000E+000   7.94462282E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717989E+003   8.98649017E-022  -7.35834024E-021  -1.19999997E+001   2.12458755E-021  -5.33895455E-020  -7.20507401E-021  -6.98674884E+003  -6.98674109E+003  -1.41651894E+004  -2.04523675E+002  -4.17631121E-003   2.15983522E-003   3.12916515E-003   1.19972899E+001   0.00000000E+000   7.99843861E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695377E+003   2.12176790E-020  -1.63862411E-020  -1.19999997E+001  -9.67897476E-021   2.28301849E-021   9.17971957E-021  -6.98682628E+003  -6.98681848E+003  -1.41650346E+004  -2.04592030E+002  -4.16733849E-003   2.16522851E-003   3.59046320E-003   1.19968904E+001   0.00000000E+000   8.05226953E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672608E+003   1.60649228E-020  -1.73287307E-020  -1.19999997E+001   1.13882918E-020   1.49329262E-020   2.44845461E-020  -6.98690425E+003  -6.98689642E+003  -1.41648787E+004  -2.04660863E+002  -4.15835998E-003   2.17055367E-003   4.05498815E-003   1.19964882E+001   0.00000000E+000   8.10611525E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18649680E+003   5.23166922E-021  -1.11098111E-020  -1.19999997E+001  -2.25487367E-021  -2.80460550E-020   1.02543926E-020  -6.98698277E+003  -6.98697489E+003  -1.41647217E+004  -2.04730174E+002  -4.14937332E-003   2.17580309E-003   4.52273981E-003   1.19960831E+001   0.00000000E+000   8.15997548E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
