   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.79072668E+003   2.79284053E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.78977307E+003   0.00000000E+000   2.79170775E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.81234180E+003   2.81429714E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.81148130E+003   0.00000000E+000   2.81327933E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84456377E+003   2.84653177E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84373970E+003   0.00000000E+000   2.84555092E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84526325E+003   2.84724237E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84445325E+003   0.00000000E+000   2.84627733E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84594768E+003   2.84793915E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84515252E+003   0.00000000E+000   2.84698951E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84663259E+003   2.84863728E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84585313E+003   0.00000000E+000   2.84770284E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84731363E+003   2.84933250E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84655081E+003   0.00000000E+000   2.84841293E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84798120E+003   2.85001552E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84723578E+003   0.00000000E+000   2.84911039E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.84863119E+003   2.85068229E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84790395E+003   0.00000000E+000   2.84979125E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.84926564E+003   2.85133472E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84855711E+003   0.00000000E+000   2.85045731E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.84989401E+003   2.85198211E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84920527E+003   0.00000000E+000   2.85111795E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.85050561E+003   2.85261450E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84983705E+003   0.00000000E+000   2.85176339E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.85110876E+003   2.85323988E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85046099E+003   0.00000000E+000   2.85240161E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.85170640E+003   2.85386051E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85108010E+003   0.00000000E+000   2.85303474E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      15   0.00000000E+000   2.85229974E+003   2.85447668E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85169577E+003   0.00000000E+000   2.85366330E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      16   0.00000000E+000   2.85288742E+003   2.85508735E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85230620E+003   0.00000000E+000   2.85428610E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      17   0.00000000E+000   2.85346517E+003   2.85568831E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85290710E+003   0.00000000E+000   2.85489908E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      18   0.00000000E+000   2.85400745E+003   2.85625438E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85347379E+003   0.00000000E+000   2.85547646E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      19   0.00000000E+000   2.85452864E+003   2.85680198E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85402325E+003   0.00000000E+000   2.85603315E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      20   0.00000000E+000   2.85505446E+003   2.85735480E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85458244E+003   0.00000000E+000   2.85659255E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      21   0.00000000E+000   2.85558111E+003   2.85790864E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85514636E+003   0.00000000E+000   2.85715100E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      22   0.00000000E+000   2.85610396E+003   2.85845966E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85570933E+003   0.00000000E+000   2.85770493E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      23   0.00000000E+000   2.85661794E+003   2.85900306E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85626577E+003   0.00000000E+000   2.85824979E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      24   0.00000000E+000   2.85713025E+003   2.85954604E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85682264E+003   0.00000000E+000   2.85879270E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      25   0.00000000E+000   2.85764136E+003   2.86008943E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85737985E+003   0.00000000E+000   2.85933480E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      26   0.00000000E+000   2.85815362E+003   2.86063523E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85793935E+003   0.00000000E+000   2.85987839E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      27   0.00000000E+000   2.85866547E+003   2.86118186E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85849974E+003   0.00000000E+000   2.86042178E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      28   0.00000000E+000   2.85917366E+003   2.86172506E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85905747E+003   0.00000000E+000   2.86096096E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      29   0.00000000E+000   2.85967646E+003   2.86226286E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85961073E+003   0.00000000E+000   2.86149393E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      30   0.00000000E+000   2.86017201E+003   2.86279277E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86015798E+003   0.00000000E+000   2.86201770E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      31   0.00000000E+000   2.86066645E+003   2.86331983E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86070511E+003   0.00000000E+000   2.86253744E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      32   0.00000000E+000   2.86116253E+003   2.86384582E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86125445E+003   0.00000000E+000   2.86305515E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      33   0.00000000E+000   2.86166445E+003   2.86437417E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86181027E+003   0.00000000E+000   2.86357421E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      34   0.00000000E+000   2.86217289E+003   2.86490440E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86237318E+003   0.00000000E+000   2.86409423E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      35   0.00000000E+000   2.86268468E+003   2.86543208E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86293958E+003   0.00000000E+000   2.86461089E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      36   0.00000000E+000   2.86319968E+003   2.86595691E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86350933E+003   0.00000000E+000   2.86512382E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      37   0.00000000E+000   2.86372294E+003   2.86648325E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86408720E+003   0.00000000E+000   2.86563773E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      38   0.00000000E+000   2.86425917E+003   2.86701521E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86467725E+003   0.00000000E+000   2.86615644E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      39   0.00000000E+000   2.86482887E+003   2.86757338E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86530843E+003   0.00000000E+000   2.86669613E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      40   0.00000000E+000   2.86552568E+003   2.86824524E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86610169E+003   0.00000000E+000   2.86732805E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      41   0.00000000E+000   2.86634968E+003   2.86903024E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86705155E+003   0.00000000E+000   2.86805410E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      42   0.00000000E+000   2.86724697E+003   2.86988653E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86809560E+003   0.00000000E+000   2.86883896E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
