   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996253E+001   1.00002270E+000   4.32334520E-004   1.19999997E+001   0.00000000E+000   9.05638694E-021  -2.04937616E-020  -1.19999997E+001   9.06316982E-021  -5.44006910E-020  -1.02444665E-020   1.24834926E-004   1.24773523E-004  -2.49608448E-004   1.24804225E-004  -1.60788615E-008  -9.91486579E-009
       2       1     1.19992454E+001   1.00002270E+000   8.71063509E-004   1.19999997E+001   0.00000000E+000  -1.83299088E-020   7.28482456E-021  -1.19999997E+001   1.04870475E-020   3.81800101E-020   1.95611671E-021   2.51513841E-004   2.51394905E-004  -5.02908746E-004   2.51454374E-004  -3.10362078E-008  -1.89646274E-008
       3       1     1.19988599E+001   1.00002270E+000   1.31623666E-003   1.19999997E+001   0.00000000E+000   2.81332398E-021  -1.61764061E-020  -1.19999997E+001  -5.65176323E-021  -7.79799707E-021   1.93547028E-020   3.80053549E-004   3.79876033E-004  -7.59929582E-004   3.79964792E-004  -4.57147715E-008  -2.77250847E-008
       4       1     1.19984715E+001   1.00002270E+000   1.76463238E-003   1.19999997E+001   0.00000000E+000  -1.99196672E-020  -4.36696563E-021  -1.19999997E+001  -8.88509851E-021   8.06798882E-021  -2.44686643E-020   5.09524131E-004   5.09286841E-004  -1.01881097E-003   5.09405487E-004  -6.03912970E-008  -3.64490820E-008
       5       1     1.19980805E+001   1.00002270E+000   2.21625080E-003   1.19999997E+001   0.00000000E+000  -1.78100258E-021  -3.72294348E-021  -1.19999997E+001  -1.36606707E-020   4.53162627E-021  -1.95505792E-020   6.39925635E-004   6.39627349E-004  -1.27955298E-003   6.39776494E-004  -7.50697225E-008  -4.51214524E-008
       6       1     1.19976866E+001   1.00002270E+000   2.67109444E-003   1.19999997E+001   0.00000000E+000   1.78703272E-020  -2.71032190E-020  -1.19999997E+001   7.97940812E-021   3.89635156E-021  -1.63715587E-020   7.71258801E-004   7.70898279E-004  -1.54215708E-003   7.71078543E-004  -8.97512577E-008  -5.37259369E-008
       7       1     1.19972899E+001   1.00002270E+000   3.12916515E-003   1.19999997E+001   0.00000000E+000   8.98649017E-022  -7.35834024E-021  -1.19999997E+001   2.12458755E-021  -5.33895455E-020  -7.20507401E-021   9.03524171E-004   9.03100153E-004  -1.80662432E-003   9.03312165E-004  -1.04439396E-007  -6.22449055E-008
       8       1     1.19968904E+001   1.00002270E+000   3.59046320E-003   1.19999997E+001   0.00000000E+000   2.12176790E-020  -1.63862411E-020  -1.19999997E+001  -9.67897476E-021   2.28301849E-021   9.17971957E-021   1.03672184E-003   1.03623304E-003  -2.07295488E-003   1.03647744E-003  -1.19138925E-007  -7.06624386E-008
       9       1     1.19964882E+001   1.00002270E+000   4.05498815E-003   1.19999997E+001   0.00000000E+000   1.60649228E-020  -1.73287307E-020  -1.19999997E+001   1.13882918E-020   1.49329262E-020   2.44845461E-020   1.17085170E-003   1.17029678E-003  -2.34114848E-003   1.17057424E-003  -1.33853629E-007  -7.89618786E-008
      10       1     1.19960831E+001   1.00002270E+000   4.52273981E-003   1.19999997E+001   0.00000000E+000   5.23166922E-021  -1.11098111E-020  -1.19999997E+001  -2.25487367E-021  -2.80460550E-020   1.02543926E-020   1.30591370E-003   1.30529132E-003  -2.61120502E-003   1.30560251E-003  -1.48588338E-007  -8.71298617E-008
