    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850228E+003   4.75914230E-021   1.56593355E-020  -1.19999997E+001  -8.82036129E-021  -3.40930761E-021  -8.01901973E-021  -6.98629434E+003  -6.98629018E+003  -1.41660949E+004  -2.04123939E+002   9.35003564E-003  -1.14619213E-002   4.35810254E-004   1.19996260E+001   0.00000000E+000   7.67565932E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828757E+003   5.01434819E-021  -3.72830982E-022  -1.19999997E+001   7.43077024E-022   2.08687742E-020   2.12247928E-020  -6.98636615E+003  -6.98636537E+003  -1.41659478E+004  -2.04188840E+002   2.31424346E-002  -2.52466667E-002   8.78150077E-004   1.19992467E+001   0.00000000E+000   7.72932530E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806972E+003  -8.40125989E-021   1.19672459E-020  -1.19999997E+001   1.33713332E-020  -9.87852175E-021  -5.77041195E-021  -6.98643902E+003  -6.98644167E+003  -1.41657987E+004  -2.04254693E+002   3.71382178E-002  -3.92345813E-002   1.32697867E-003   1.19988619E+001   0.00000000E+000   7.78298909E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18785029E+003   5.99013180E-021  -2.42426372E-020  -1.19999997E+001   1.56851229E-020   1.51513018E-020   5.62350468E-021  -6.98651241E+003  -6.98651851E+003  -1.41656485E+004  -2.04321023E+002   5.12358362E-002  -5.33243101E-002   1.77905571E-003   1.19984742E+001   0.00000000E+000   7.83666916E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762929E+003   2.30136536E-020   2.21243930E-021  -1.19999997E+001   8.54995595E-021  -3.01702548E-020   9.29883357E-021  -6.98658632E+003  -6.98659591E+003  -1.41654971E+004  -2.04387829E+002   6.54353201E-002  -6.75158768E-002   2.23438134E-003   1.19980838E+001   0.00000000E+000   7.89036520E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740671E+003   3.21359668E-023   5.82862479E-021  -1.19999997E+001  -7.04384617E-021   3.04614224E-020   1.28934296E-020  -6.98666077E+003  -6.98667386E+003  -1.41653447E+004  -2.04455113E+002   7.97367752E-002  -8.18093801E-002   2.69295830E-003   1.19976906E+001   0.00000000E+000   7.94407721E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18718256E+003  -7.45769497E-021   1.56146005E-020  -1.19999997E+001  -1.33486892E-020  -6.50627183E-021  -7.74770449E-021  -6.98673574E+003  -6.98675237E+003  -1.41651913E+004  -2.04522873E+002   9.41402829E-002  -9.62048926E-002   3.15478855E-003   1.19972946E+001   0.00000000E+000   7.99780508E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695683E+003  -2.12206569E-020   1.88351507E-020  -1.19999997E+001   1.08604058E-020  -2.15411066E-020  -6.30510150E-021  -6.98681124E+003  -6.98683143E+003  -1.41650367E+004  -2.04591111E+002   1.08645883E-001  -1.10702446E-001   3.61987255E-003   1.19968958E+001   0.00000000E+000   8.05154852E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672952E+003   2.99356664E-021   1.01043214E-020  -1.19999997E+001   8.30640295E-021  -1.62842084E-020  -2.32934060E-020  -6.98688728E+003  -6.98691104E+003  -1.41648811E+004  -2.04659827E+002   1.23253588E-001  -1.25302043E-001   4.08820993E-003   1.19964943E+001   0.00000000E+000   8.10530723E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18650064E+003  -1.46615282E-020  -2.15487994E-020  -1.19999997E+001  -5.25549202E-021   1.18796371E-020   2.26634253E-020  -6.98696383E+003  -6.98699120E+003  -1.41647243E+004  -2.04729019E+002   1.37963419E-001  -1.40003699E-001   4.55980059E-003   1.19960899E+001   0.00000000E+000   8.15908091E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18627018E+003  -5.88154367E-021  -1.28713439E-021  -1.19999997E+001   2.79390592E-021   1.33407689E-020   5.24472213E-020  -6.98704092E+003  -6.98707192E+003  -1.41645665E+004  -2.04798689E+002   1.52775439E-001  -1.54807472E-001   5.03464608E-003   1.19956828E+001   0.00000000E+000   8.21286945E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18603814E+003   1.15977339E-020  -2.13057738E-020  -1.19999997E+001   9.74139588E-022   3.66977024E-020   9.86793384E-021  -6.98711854E+003  -6.98715319E+003  -1.41644076E+004  -2.04868837E+002   1.67689656E-001  -1.69713363E-001   5.51274608E-003   1.19952729E+001   0.00000000E+000   8.26667251E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18580453E+003   7.79878289E-021   1.85706183E-020  -1.19999997E+001  -8.41565283E-021   1.63053842E-020   2.57286258E-021  -6.98719668E+003  -6.98723501E+003  -1.41642477E+004  -2.04939462E+002   1.82706114E-001  -1.84721410E-001   5.99410161E-003   1.19948602E+001   0.00000000E+000   8.32048993E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18556934E+003   1.65147436E-020   2.70572846E-021  -1.19999997E+001   5.54376447E-021  -2.41669088E-020  -8.13469267E-020  -6.98727535E+003  -6.98731739E+003  -1.41640866E+004  -2.05010565E+002   1.97824873E-001  -1.99831666E-001   6.47871405E-003   1.19944447E+001   0.00000000E+000   8.37432162E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18533257E+003   1.98358324E-020   9.87076693E-021  -1.19999997E+001  -1.31240993E-020  -2.30181203E-020  -3.94505595E-020  -6.98735455E+003  -6.98740032E+003  -1.41639245E+004  -2.05082146E+002   2.13045990E-001  -2.15044180E-001   6.96658480E-003   1.19940264E+001   0.00000000E+000   8.42816744E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
        16     1.19999997E+001   7.18509422E+003   5.15941499E-021   2.74353269E-020  -1.19999997E+001  -1.10006543E-020   3.30422259E-020  -4.51892077E-020  -6.98743428E+003  -6.98748380E+003  -1.41637613E+004  -2.05154205E+002   2.28369516E-001  -2.30358993E-001   7.45771494E-003   1.19936054E+001   0.00000000E+000   8.48202720E+014   0.00000000E+000   1.00000000E-014   1.60000000E-013
        17     1.19999997E+001   7.18485429E+003  -1.62817269E-020  -1.00779550E-020  -1.19999997E+001  -6.20779404E-021  -2.59033263E-020   3.02602520E-020  -6.98751454E+003  -6.98756784E+003  -1.41635970E+004  -2.05226742E+002   2.43795479E-001  -2.45776125E-001   7.95210501E-003   1.19931815E+001   0.00000000E+000   8.53590072E+014   0.00000000E+000   1.00000000E-014   1.70000000E-013
        18     1.19999997E+001   7.18461279E+003   7.50960055E-021  -2.40627461E-020  -1.19999997E+001   5.41441410E-021  -5.98481717E-021   4.27539880E-020  -6.98759533E+003  -6.98765243E+003  -1.41634316E+004  -2.05299757E+002   2.59323767E-001  -2.61295454E-001   8.44975084E-003   1.19927549E+001   0.00000000E+000   8.58978741E+014   0.00000000E+000   1.00000000E-014   1.80000000E-013
        19     1.19999997E+001   7.18436971E+003  -1.49570385E-020  -1.13831943E-020  -1.19999997E+001  -8.63349085E-021   2.92438125E-020   1.97464556E-020  -6.98767665E+003  -6.98773758E+003  -1.41632651E+004  -2.05373249E+002   2.74954417E-001  -2.76917005E-001   8.95065077E-003   1.19923254E+001   0.00000000E+000   8.64368686E+014   0.00000000E+000   1.00000000E-014   1.90000000E-013
        20     1.19999997E+001   7.18412505E+003  -1.55107118E-020   1.80060262E-020  -1.19999997E+001   7.09711660E-021  -2.14802261E-020  -3.94929112E-020  -6.98775849E+003  -6.98782328E+003  -1.41630976E+004  -2.05447219E+002   2.90687599E-001  -2.92640943E-001   9.45480778E-003   1.19918932E+001   0.00000000E+000   8.69759913E+014   0.00000000E+000   1.00000000E-014   2.00000000E-013
        21     1.19999997E+001   7.18387881E+003   1.18960566E-020   1.97041246E-020  -1.19999997E+001  -4.84069196E-021  -5.36515963E-020  -5.75241250E-020  -6.98784087E+003  -6.98790953E+003  -1.41629290E+004  -2.05521668E+002   3.06523446E-001  -3.08467389E-001   9.96222407E-003   1.19914582E+001   0.00000000E+000   8.75152419E+014   0.00000000E+000   1.00000000E-014   2.10000000E-013
        22     1.19999997E+001   7.18363100E+003   1.03017901E-020  -1.13602917E-021  -1.19999997E+001  -1.42564579E-022   3.08505281E-020   7.40836191E-020  -6.98792377E+003  -6.98799634E+003  -1.41627593E+004  -2.05596594E+002   3.22462063E-001  -3.24396435E-001   1.04729009E-002   1.19910205E+001   0.00000000E+000   8.80546196E+014   0.00000000E+000   1.00000000E-014   2.20000000E-013
        23     1.19999997E+001   7.18338160E+003  -8.38951393E-021   5.16521146E-020  -1.19999997E+001  -9.34263279E-021   9.79381845E-021   9.63499978E-020  -6.98800720E+003  -6.98808370E+003  -1.41625885E+004  -2.05671999E+002   3.38503519E-001  -3.40428138E-001   1.09868389E-002   1.19905799E+001   0.00000000E+000   8.85941229E+014   0.00000000E+000   1.00000000E-014   2.30000000E-013
