   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850159E+003   5.32163237E-002   2.84783110E+003   2.84777788E+003  -5.97257806E-002  -1.66697294E+002  -1.66637568E+002   2.84778745E+003  -5.01621505E-002   2.84783761E+003   4.36526936E-002  -1.66687730E+002  -1.66644078E+002
       2       1     1.19999997E+001   7.18828624E+003   5.12460469E-002   2.84771624E+003   2.84766499E+003  -5.37433488E-002  -1.66746469E+002  -1.66692726E+002   2.84766661E+003  -5.21245912E-002   2.84771874E+003   4.96272893E-002  -1.66744850E+002  -1.66695223E+002
       3       1     1.19999997E+001   7.18806773E+003   4.92461789E-002   2.84759969E+003   2.84755044E+003  -4.76723079E-002  -1.66796368E+002  -1.66748695E+002   2.84754400E+003  -5.41151721E-002   2.84759812E+003   5.56890432E-002  -1.66802810E+002  -1.66747121E+002
       4       1     1.19999997E+001   7.18784763E+003   4.72313110E-002   2.84748229E+003   2.84743506E+003  -4.15566260E-002  -1.66846628E+002  -1.66805072E+002   2.84742050E+003  -5.61196605E-002   2.84747662E+003   6.17943455E-002  -1.66861191E+002  -1.66799397E+002
       5       1     1.19999997E+001   7.18762594E+003   4.52014284E-002   2.84736405E+003   2.84731885E+003  -3.53962804E-002  -1.66897251E+002  -1.66861855E+002   2.84729611E+003  -5.81380474E-002   2.84735425E+003   6.79431955E-002  -1.66919993E+002  -1.66852050E+002
       6       1     1.19999997E+001   7.18740267E+003   4.31565019E-002   2.84724496E+003   2.84720180E+003  -2.91912209E-002  -1.66948236E+002  -1.66919045E+002   2.84717082E+003  -6.01703390E-002   2.84723099E+003   7.41356200E-002  -1.66979215E+002  -1.66905080E+002
       7       1     1.19999997E+001   7.18717782E+003   4.10965092E-002   2.84712502E+003   2.84708392E+003  -2.29414080E-002  -1.66999584E+002  -1.66976643E+002   2.84704465E+003  -6.22165352E-002   2.84710687E+003   8.03716364E-002  -1.67038859E+002  -1.66958488E+002
       8       1     1.19999997E+001   7.18695137E+003   3.90214381E-002   2.84700423E+003   2.84696521E+003  -1.66468242E-002  -1.67051295E+002  -1.67034648E+002   2.84691758E+003  -6.42766283E-002   2.84698186E+003   8.66512422E-002  -1.67098925E+002  -1.67012273E+002
       9       1     1.19999997E+001   7.18672334E+003   3.69312769E-002   2.84688260E+003   2.84684567E+003  -1.03074617E-002  -1.67103368E+002  -1.67093061E+002   2.84678963E+003  -6.63506062E-002   2.84685598E+003   9.29744214E-002  -1.67159411E+002  -1.67066437E+002
      10       1     1.19999997E+001   7.18649373E+003   3.48260138E-002   2.84676012E+003   2.84672529E+003  -3.92330584E-003  -1.67155804E+002  -1.67151880E+002   2.84666078E+003  -6.84384586E-002   2.84672921E+003   9.93411665E-002  -1.67220319E+002  -1.67120978E+002
      11       1     1.19999997E+001   7.18626252E+003   3.27056275E-002   2.84663679E+003   2.84660408E+003   2.50566731E-003  -1.67208602E+002  -1.67211108E+002   2.84653104E+003  -7.05401892E-002   2.84660158E+003   1.05751484E-001  -1.67281648E+002  -1.67175896E+002
      12       1     1.19999997E+001   7.18602973E+003   3.05701083E-002   2.84651261E+003   2.84648204E+003   8.97945223E-003  -1.67261763E+002  -1.67270742E+002   2.84640040E+003  -7.26557896E-002   2.84647306E+003   1.12205350E-001  -1.67343398E+002  -1.67231193E+002
      13       1     1.19999997E+001   7.18579536E+003   2.84194462E-002   2.84638758E+003   2.84635916E+003   1.54980591E-002  -1.67315286E+002  -1.67330784E+002   2.84626888E+003  -7.47852631E-002   2.84634367E+003   1.18702768E-001  -1.67405570E+002  -1.67286867E+002
      14       1     1.19999997E+001   7.18555939E+003   2.62536289E-002   2.84626171E+003   2.84623545E+003   2.20615077E-002  -1.67369172E+002  -1.67391234E+002   2.84613646E+003  -7.69286148E-002   2.84621339E+003   1.25243751E-001  -1.67468162E+002  -1.67342919E+002
      15       1     1.19999997E+001   7.18532184E+003   2.40726450E-002   2.84613499E+003   2.84611091E+003   2.86698211E-002  -1.67423421E+002  -1.67452091E+002   2.84600316E+003  -7.90858538E-002   2.84608224E+003   1.31828320E-001  -1.67531177E+002  -1.67399348E+002
      16       1     1.19999997E+001   7.18508271E+003   2.18764948E-002   2.84600741E+003   2.84598554E+003   3.53230070E-002  -1.67478033E+002  -1.67513356E+002   2.84586896E+003  -8.12569978E-002   2.84595022E+003   1.38456500E-001  -1.67594613E+002  -1.67456156E+002
      17       1     1.19999997E+001   7.18484198E+003   1.96651853E-002   2.84587899E+003   2.84585933E+003   4.20210560E-002  -1.67533007E+002  -1.67575028E+002   2.84573387E+003  -8.34420652E-002   2.84581731E+003   1.45128307E-001  -1.67658470E+002  -1.67513342E+002
      18       1     1.19999997E+001   7.18459967E+003   1.74387548E-002   2.84574973E+003   2.84573229E+003   4.87638986E-002  -1.67588344E+002  -1.67637108E+002   2.84559788E+003  -8.56410499E-002   2.84568353E+003   1.51843703E-001  -1.67722749E+002  -1.67570905E+002
      19       1     1.19999997E+001   7.18435577E+003   1.51972148E-002   2.84561961E+003   2.84560442E+003   5.55514841E-002  -1.67644043E+002  -1.67699594E+002   2.84546101E+003  -8.78539564E-002   2.84554887E+003   1.58602655E-001  -1.67787448E+002  -1.67628846E+002
      20       1     1.19999997E+001   7.18411029E+003   1.29405177E-002   2.84548865E+003   2.84547571E+003   6.23838131E-002  -1.67700104E+002  -1.67762488E+002   2.84532325E+003  -9.00808036E-002   2.84541333E+003   1.65405134E-001  -1.67852569E+002  -1.67687163E+002
      21       1     1.19999997E+001   7.18386323E+003   1.06686254E-002   2.84535684E+003   2.84534618E+003   6.92608924E-002  -1.67756527E+002  -1.67825788E+002   2.84518459E+003  -9.23216014E-002   2.84527692E+003   1.72251119E-001  -1.67918110E+002  -1.67745859E+002
      22       1     1.19999997E+001   7.18361458E+003   8.38151509E-003   2.84522419E+003   2.84521581E+003   7.61827309E-002  -1.67813313E+002  -1.67889496E+002   2.84504505E+003  -9.45763510E-002   2.84513962E+003   1.79140597E-001  -1.67984072E+002  -1.67804932E+002
      23       1     1.19999997E+001   7.18336435E+003   6.07917701E-003   2.84509069E+003   2.84508461E+003   8.31493175E-002  -1.67870461E+002  -1.67953610E+002   2.84490461E+003  -9.68450643E-002   2.84500146E+003   1.86073559E-001  -1.68050455E+002  -1.67864382E+002
      24       1     1.19999997E+001   7.18311253E+003   3.76162506E-003   2.84495634E+003   2.84495257E+003   9.01606393E-002  -1.67927971E+002  -1.68018132E+002   2.84476329E+003  -9.91277766E-002   2.84486241E+003   1.93050041E-001  -1.68117260E+002  -1.67924210E+002
      25       1     1.19999997E+001   7.18285912E+003   1.42887398E-003   2.84482114E+003   2.84481971E+003   9.72166854E-002  -1.67985844E+002  -1.68083061E+002   2.84462107E+003  -1.01424539E-001   2.84472249E+003   2.00070098E-001  -1.68184485E+002  -1.67984415E+002
      26       1     1.19999997E+001   7.18260413E+003  -9.19040239E-004   2.84468509E+003   2.84468601E+003   1.04317434E-001  -1.68044079E+002  -1.68148397E+002   2.84447796E+003  -1.03735414E-001   2.84458169E+003   2.07133808E-001  -1.68252132E+002  -1.68044998E+002
      27       1     1.19999997E+001   7.18234756E+003  -3.28205799E-003   2.84454820E+003   2.84455148E+003   1.11462843E-001  -1.68102677E+002  -1.68214140E+002   2.84433396E+003  -1.06060471E-001   2.84444002E+003   2.14241257E-001  -1.68320201E+002  -1.68105959E+002
      28       1     1.19999997E+001   7.18208939E+003  -5.66010670E-003   2.84441045E+003   2.84441611E+003   1.18652852E-001  -1.68161638E+002  -1.68280291E+002   2.84418906E+003  -1.08399781E-001   2.84429746E+003   2.21392527E-001  -1.68388691E+002  -1.68167298E+002
      29       1     1.19999997E+001   7.18182965E+003  -8.05310161E-003   2.84427186E+003   2.84427992E+003   1.25887392E-001  -1.68220962E+002  -1.68346849E+002   2.84404328E+003  -1.10753411E-001   2.84415403E+003   2.28587701E-001  -1.68457603E+002  -1.68229015E+002
      30       1     1.19999997E+001   7.18156831E+003  -1.04609480E-002   2.84413242E+003   2.84414289E+003   1.33166386E-001  -1.68280648E+002  -1.68413815E+002   2.84389660E+003  -1.13121427E-001   2.84400972E+003   2.35826865E-001  -1.68526936E+002  -1.68291109E+002
      31       1     1.19999997E+001   7.18130539E+003  -1.28835354E-002   2.84399214E+003   2.84400502E+003   1.40489754E-001  -1.68340698E+002  -1.68481188E+002   2.84374903E+003  -1.15503904E-001   2.84386453E+003   2.43110122E-001  -1.68596692E+002  -1.68353581E+002
      32       1     1.19999997E+001   7.18104088E+003  -1.53207531E-002   2.84385100E+003   2.84386632E+003   1.47857420E-001  -1.68401110E+002  -1.68548968E+002   2.84360056E+003  -1.17900917E-001   2.84371847E+003   2.50437584E-001  -1.68666869E+002  -1.68416431E+002
      33       1     1.19999997E+001   7.18077479E+003  -1.77724776E-002   2.84370902E+003   2.84372679E+003   1.55269301E-001  -1.68461886E+002  -1.68617155E+002   2.84345121E+003  -1.20312545E-001   2.84357152E+003   2.57809368E-001  -1.68737468E+002  -1.68479658E+002
      34       1     1.19999997E+001   7.18050711E+003  -2.02385742E-002   2.84356619E+003   2.84358643E+003   1.62725289E-001  -1.68523025E+002  -1.68685750E+002   2.84330096E+003  -1.22738889E-001   2.84342370E+003   2.65225603E-001  -1.68808489E+002  -1.68543263E+002
      35       1     1.19999997E+001   7.18023784E+003  -2.27190189E-002   2.84342251E+003   2.84344523E+003   1.70225372E-001  -1.68584526E+002  -1.68754752E+002   2.84314982E+003  -1.25180015E-001   2.84327500E+003   2.72686367E-001  -1.68879932E+002  -1.68607245E+002
      36       1     1.19999997E+001   7.17996699E+003  -2.52136216E-002   2.84327798E+003   2.84330320E+003   1.77769330E-001  -1.68646391E+002  -1.68824161E+002   2.84299779E+003  -1.27636051E-001   2.84312543E+003   2.80191759E-001  -1.68951797E+002  -1.68671605E+002
      37       1     1.19999997E+001   7.17969455E+003  -2.77222486E-002   2.84313261E+003   2.84316033E+003   1.85357032E-001  -1.68708620E+002  -1.68893977E+002   2.84284487E+003  -1.30107107E-001   2.84297497E+003   2.87741890E-001  -1.69024084E+002  -1.68736342E+002
      38       1     1.19999997E+001   7.17942052E+003  -3.02448156E-002   2.84298639E+003   2.84301663E+003   1.92988360E-001  -1.68771211E+002  -1.68964200E+002   2.84269105E+003  -1.32593280E-001   2.84282364E+003   2.95336824E-001  -1.69096793E+002  -1.68801456E+002
      39       1     1.19999997E+001   7.17914491E+003  -3.27812576E-002   2.84283932E+003   2.84287210E+003   2.00663223E-001  -1.68834166E+002  -1.69034829E+002   2.84253634E+003  -1.35094710E-001   2.84267143E+003   3.02976676E-001  -1.69169924E+002  -1.68866947E+002
      40       1     1.19999997E+001   7.17886772E+003  -3.53314289E-002   2.84269140E+003   2.84272673E+003   2.08381272E-001  -1.68897485E+002  -1.69105866E+002   2.84238074E+003  -1.37611651E-001   2.84251835E+003   3.10661493E-001  -1.69243478E+002  -1.68932817E+002
      41       1     1.19999997E+001   7.17858893E+003  -3.78955539E-002   2.84254263E+003   2.84258052E+003   2.16142440E-001  -1.68961169E+002  -1.69177312E+002   2.84222424E+003  -1.40144277E-001   2.84236438E+003   3.18391163E-001  -1.69317456E+002  -1.68999065E+002
      42       1     1.19999997E+001   7.17830854E+003  -4.04737702E-002   2.84239300E+003   2.84243348E+003   2.23946726E-001  -1.69025219E+002  -1.69249166E+002   2.84206684E+003  -1.42692720E-001   2.84220953E+003   3.26165676E-001  -1.69391858E+002  -1.69065693E+002
      43       1     1.19999997E+001   7.17802656E+003  -4.30661372E-002   2.84224253E+003   2.84228559E+003   2.31793953E-001  -1.69089635E+002  -1.69321429E+002   2.84190854E+003  -1.45257125E-001   2.84205380E+003   3.33984941E-001  -1.69466686E+002  -1.69132701E+002
      44       1     1.19999997E+001   7.17774299E+003  -4.56725452E-002   2.84209120E+003   2.84213687E+003   2.39684003E-001  -1.69154417E+002  -1.69394101E+002   2.84174935E+003  -1.47837489E-001   2.84189719E+003   3.41848947E-001  -1.69541938E+002  -1.69200089E+002
      45       1     1.19999997E+001   7.17745781E+003  -4.82929059E-002   2.84193901E+003   2.84198731E+003   2.47616765E-001  -1.69219564E+002  -1.69467181E+002   2.84158926E+003  -1.50434025E-001   2.84173969E+003   3.49757884E-001  -1.69617615E+002  -1.69267857E+002
      46       1     1.19999997E+001   7.17716829E+003  -5.13457660E-002   2.84178427E+003   2.84183561E+003   2.55596127E-001  -1.69285553E+002  -1.69541149E+002   2.84142657E+003  -1.53447315E-001   2.84158002E+003   3.57697676E-001  -1.69694596E+002  -1.69336899E+002
      47       1     1.19999997E+001   7.17684677E+003  -5.25298923E-002   2.84161293E+003   2.84166546E+003   2.62066702E-001  -1.69360527E+002  -1.69622593E+002   2.84124638E+003  -1.57012714E-001   2.84140339E+003   3.66549524E-001  -1.69779606E+002  -1.69413057E+002
      48       1     1.19999997E+001   7.17654432E+003  -5.65072137E-002   2.84145083E+003   2.84150734E+003   2.71186298E-001  -1.69429117E+002  -1.69700303E+002   2.84107697E+003  -1.59180186E-001   2.84123615E+003   3.73859270E-001  -1.69859484E+002  -1.69485624E+002
      49       1     1.19999997E+001   7.17625020E+003  -5.88679052E-002   2.84129407E+003   2.84135294E+003   2.80098766E-001  -1.69496447E+002  -1.69776546E+002   2.84091263E+003  -1.60204936E-001   2.84107284E+003   3.81435796E-001  -1.69936751E+002  -1.69555315E+002
      50       1     1.19999997E+001   7.17595698E+003  -6.28987149E-002   2.84113688E+003   2.84119978E+003   2.89783850E-001  -1.69562808E+002  -1.69852591E+002   2.84074899E+003  -1.61001257E-001   2.84090999E+003   3.87886393E-001  -1.70013593E+002  -1.69625706E+002
      51       1     1.19999997E+001   7.17565980E+003  -6.63715778E-002   2.84097771E+003   2.84104408E+003   2.98813644E-001  -1.69630521E+002  -1.69929335E+002   2.84058310E+003  -1.62174346E-001   2.84074527E+003   3.94616413E-001  -1.70091509E+002  -1.69696893E+002
