   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.79196062E+003   2.79740713E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.79338378E+003   0.00000000E+000   2.79783326E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.81362525E+003   2.81844644E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.81492261E+003   0.00000000E+000   2.81895989E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84597787E+003   2.85076249E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84721153E+003   0.00000000E+000   2.85133389E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84677778E+003   2.85147698E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84796148E+003   0.00000000E+000   2.85210519E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84756166E+003   2.85217510E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84869679E+003   0.00000000E+000   2.85286211E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84834437E+003   2.85287071E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84943179E+003   0.00000000E+000   2.85361820E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84912187E+003   2.85356076E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85016224E+003   0.00000000E+000   2.85436980E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84988327E+003   2.85423462E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85087785E+003   0.00000000E+000   2.85510662E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.85062558E+003   2.85488906E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85157486E+003   0.00000000E+000   2.85582503E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.85135027E+003   2.85552560E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85225557E+003   0.00000000E+000   2.85652727E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.85206726E+003   2.85615347E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85292873E+003   0.00000000E+000   2.85722111E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.85276699E+003   2.85676405E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85358369E+003   0.00000000E+000   2.85789652E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.85345635E+003   2.85736470E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85422874E+003   0.00000000E+000   2.85856127E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.85413676E+003   2.85795654E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85486612E+003   0.00000000E+000   2.85921758E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      15   0.00000000E+000   2.85480960E+003   2.85854111E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85549771E+003   0.00000000E+000   2.85986714E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      16   0.00000000E+000   2.85547336E+003   2.85911821E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85612261E+003   0.00000000E+000   2.86050833E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      17   0.00000000E+000   2.85612224E+003   2.85968202E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85673527E+003   0.00000000E+000   2.86113515E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      18   0.00000000E+000   2.85673005E+003   2.86020821E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85731044E+003   0.00000000E+000   2.86172323E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      19   0.00000000E+000   2.85731450E+003   2.86071235E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85786151E+003   0.00000000E+000   2.86228548E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
