   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.78515612E+003   2.78458918E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.78273768E+003   0.00000000E+000   2.78707798E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.80728196E+003   2.80677598E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.80508525E+003   0.00000000E+000   2.80907867E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.83944958E+003   2.83887742E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.83724000E+003   0.00000000E+000   2.84117611E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84017985E+003   2.83960361E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.83797899E+003   0.00000000E+000   2.84187284E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84089555E+003   2.84031449E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.83870253E+003   0.00000000E+000   2.84255442E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84161328E+003   2.84102663E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.83942754E+003   0.00000000E+000   2.84323697E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84232852E+003   2.84173537E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84014933E+003   0.00000000E+000   2.84391582E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84303148E+003   2.84243132E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84085818E+003   0.00000000E+000   2.84458216E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.84371779E+003   2.84311030E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84154971E+003   0.00000000E+000   2.84523150E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.84438915E+003   2.84377423E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84222555E+003   0.00000000E+000   2.84586638E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.84505634E+003   2.84443406E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84289696E+003   0.00000000E+000   2.84649635E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.84570861E+003   2.84507954E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84355249E+003   0.00000000E+000   2.84711138E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.84635427E+003   2.84571898E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84420069E+003   0.00000000E+000   2.84771979E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.84699558E+003   2.84635462E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84484415E+003   0.00000000E+000   2.84832432E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      15   0.00000000E+000   2.84763270E+003   2.84698656E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84548347E+003   0.00000000E+000   2.84892448E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      16   0.00000000E+000   2.84826479E+003   2.84761384E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84611684E+003   0.00000000E+000   2.84951953E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      17   0.00000000E+000   2.84888831E+003   2.84823321E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84674143E+003   0.00000000E+000   2.85010612E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      18   0.00000000E+000   2.84947649E+003   2.84881755E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84733044E+003   0.00000000E+000   2.85065697E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      19   0.00000000E+000   2.85004109E+003   2.84937676E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84789670E+003   0.00000000E+000   2.85118214E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      20   0.00000000E+000   2.85061109E+003   2.84993910E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84847066E+003   0.00000000E+000   2.85170855E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      21   0.00000000E+000   2.85118224E+003   2.85050139E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84904797E+003   0.00000000E+000   2.85223337E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
