   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996262E+001   1.00002270E+000   4.31342929E-004   1.19999997E+001   0.00000000E+000  -6.11642160E-021   2.61323313E-020  -1.19999997E+001  -1.72734957E-021   1.31713623E-020   4.44361425E-021   1.24546536E-004   1.24489414E-004  -2.49035949E-004   1.24517974E-004   3.64953134E-008  -3.82479172E-008
       2       1     1.19992470E+001   1.00002270E+000   8.69156826E-004   1.19999997E+001   0.00000000E+000   1.00388914E-020   2.74449428E-020  -1.19999997E+001   1.41731711E-020  -4.14252051E-020   1.26042473E-020   2.50959186E-004   2.50848728E-004  -5.01807915E-004   2.50903956E-004   7.04359544E-008  -7.35672577E-008
       3       1     1.19988623E+001   1.00002270E+000   1.31338784E-003   1.19999997E+001   0.00000000E+000   9.64244440E-022  -1.14829213E-021  -1.19999997E+001   1.26285664E-021  -6.45862622E-021  -7.71263203E-021   3.79223536E-004   3.79061269E-004  -7.58284806E-004   3.79142401E-004   1.04580002E-007  -1.09365963E-007
       4       1     1.19984748E+001   1.00002270E+000   1.76083023E-003   1.19999997E+001   0.00000000E+000   8.67865491E-021  -1.15409893E-020  -1.19999997E+001   1.06208543E-020  -1.84706122E-020   1.52508944E-020   5.08414908E-004   5.08200878E-004  -1.01661579E-003   5.08307890E-004   1.38770308E-007  -1.45459137E-007
       5       1     1.19980846E+001   1.00002270E+000   2.21148403E-003   1.19999997E+001   0.00000000E+000   1.71491912E-020  -9.32418666E-021  -1.19999997E+001   8.38856267E-021  -1.82641479E-021  -9.66080781E-021   6.38533298E-004   6.38267575E-004  -1.27680087E-003   6.38400433E-004   1.73002450E-007  -1.81855241E-007
       6       1     1.19976915E+001   1.00002270E+000   2.66535186E-003   1.19999997E+001   0.00000000E+000   2.52108107E-020  -2.77145210E-020  -1.19999997E+001  -5.62742344E-021  -2.21181478E-020  -1.90509621E-020   7.69579444E-004   7.69262136E-004  -1.53884158E-003   7.69420786E-004   2.07264857E-007  -2.18557669E-007
       7       1     1.19972957E+001   1.00002270E+000   3.12243560E-003   1.19999997E+001   0.00000000E+000  -4.40938965E-021   1.40725756E-020  -1.19999997E+001  -6.47832346E-021  -1.03020382E-020  -1.77546047E-021   9.01553870E-004   9.01185122E-004  -1.80273899E-003   9.01369492E-004   2.41546051E-007  -2.55572146E-007
       8       1     1.19968971E+001   1.00002270E+000   3.58273557E-003   1.19999997E+001   0.00000000E+000   2.18917485E-021   1.42185937E-020  -1.19999997E+001  -1.31309132E-020  -2.30498841E-020  -2.53236381E-020   1.03445666E-003   1.03403664E-003  -2.06849330E-003   1.03424665E-003   2.75842518E-007  -2.92905175E-007
       9       1     1.19964957E+001   1.00002270E+000   4.04625135E-003   1.19999997E+001   0.00000000E+000   5.89002227E-021   9.21359261E-021  -1.19999997E+001  -3.49995627E-021  -3.78994304E-020   1.29506705E-020   1.16828768E-003   1.16781657E-003  -2.33610425E-003   1.16805212E-003   3.10146630E-007  -3.30562990E-007
      10       1     1.19960916E+001   1.00002270E+000   4.51298274E-003   1.19999997E+001   0.00000000E+000  -1.25915501E-020  -2.33587947E-020  -1.19999997E+001  -7.99561052E-021  -2.50721752E-020   1.08029788E-020   1.30304688E-003   1.30252486E-003  -2.60557174E-003   1.30278586E-003   3.44459727E-007  -3.68554426E-007
      11       1     1.19956846E+001   1.00002270E+000   4.98293126E-003   1.19999997E+001   0.00000000E+000   8.42557900E-021  -4.09934582E-020  -1.19999997E+001  -7.56437025E-021  -3.26901778E-020   5.28899284E-021   1.43873468E-003   1.43816196E-003  -2.87689664E-003   1.43844831E-003   3.78762218E-007  -4.06878227E-007
      12       1     1.19952749E+001   1.00002270E+000   5.45609664E-003   1.19999997E+001   0.00000000E+000   8.12593282E-021  -5.29193760E-020  -1.19999997E+001  -4.23877331E-021  -2.08475984E-020   4.22358421E-020   1.57535101E-003   1.57472779E-003  -3.15007879E-003   1.57503939E-003   4.13038811E-007  -4.45543713E-007
