   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850074E+003   4.75036659E-002   2.84782387E+003   2.84777637E+003  -6.18237294E-002  -1.66698556E+002  -1.66636732E+002   2.84779376E+003  -4.44358494E-002   2.84783819E+003   3.01157858E-002  -1.66681168E+002  -1.66651052E+002
       2       1     1.19999997E+001   7.18828460E+003   3.97415375E-002   2.84770172E+003   2.84766198E+003  -5.79713676E-002  -1.66748996E+002  -1.66691025E+002   2.84767937E+003  -4.05864619E-002   2.84771995E+003   2.23566318E-002  -1.66731611E+002  -1.66709255E+002
       3       1     1.19999997E+001   7.18806537E+003   3.18672620E-002   2.84757783E+003   2.84754596E+003  -5.40624281E-002  -1.66800157E+002  -1.66746095E+002   2.84756334E+003  -3.66820091E-002   2.84760002E+003   1.44868430E-002  -1.66782777E+002  -1.66768290E+002
       4       1     1.19999997E+001   7.18784453E+003   2.39346291E-002   2.84745302E+003   2.84742908E+003  -5.01244325E-002  -1.66851694E+002  -1.66801570E+002   2.84744646E+003  -3.27487288E-002   2.84747921E+003   6.55892545E-003  -1.66834318E+002  -1.66827760E+002
       5       1     1.19999997E+001   7.18762207E+003   1.59436135E-002   2.84732729E+003   2.84731134E+003  -4.61574255E-002  -1.66903612E+002  -1.66857454E+002   2.84732871E+003  -2.87861214E-002   2.84735750E+003  -1.42769061E-003  -1.66886240E+002  -1.66887668E+002
       6       1     1.19999997E+001   7.18739796E+003   7.89331273E-003   2.84720063E+003   2.84719273E+003  -4.21606083E-002  -1.66955913E+002  -1.66913752E+002   2.84721010E+003  -2.47936503E-002   2.84723489E+003  -9.47364531E-003  -1.66938546E+002  -1.66948020E+002
       7       1     1.19999997E+001   7.18717224E+003  -2.14864317E-004   2.84707306E+003   2.84707327E+003  -3.81351165E-002  -1.67008590E+002  -1.66970454E+002   2.84709063E+003  -2.07727995E-002   2.84711141E+003  -1.75771813E-002  -1.66991227E+002  -1.67008804E+002
       8       1     1.19999997E+001   7.18694487E+003  -8.38278953E-003   2.84694455E+003   2.84695293E+003  -3.40804271E-002  -1.67061653E+002  -1.67027573E+002   2.84697029E+003  -1.67225391E-002   2.84698701E+003  -2.57406775E-002  -1.67044295E+002  -1.67070036E+002
       9       1     1.19999997E+001   7.18671590E+003  -1.66090257E-002   2.84681513E+003   2.84683174E+003  -2.99968517E-002  -1.67115091E+002  -1.67085095E+002   2.84684910E+003  -1.26434330E-002   2.84686174E+003  -3.39624444E-002  -1.67097738E+002  -1.67131700E+002
      10       1     1.19999997E+001   7.18648531E+003  -2.48942546E-002   2.84668480E+003   2.84670970E+003  -2.58840421E-002  -1.67168908E+002  -1.67143024E+002   2.84672705E+003  -8.53536371E-003   2.84673558E+003  -4.22429330E-002  -1.67151559E+002  -1.67193802E+002
      11       1     1.19999997E+001   7.18625310E+003  -3.32377299E-002   2.84655356E+003   2.84658680E+003  -2.17424143E-002  -1.67223100E+002  -1.67201358E+002   2.84660414E+003  -4.39841414E-003   2.84660854E+003  -5.05817300E-002  -1.67205756E+002  -1.67256338E+002
      12       1     1.19999997E+001   7.18601931E+003  -4.16384000E-002   2.84642141E+003   2.84646305E+003  -1.75726468E-002  -1.67277665E+002  -1.67260092E+002   2.84648039E+003  -2.33271335E-004   2.84648063E+003  -5.89777755E-002  -1.67260326E+002  -1.67319303E+002
      13       1     1.19999997E+001   7.18578391E+003  -5.00974181E-002   2.84628836E+003   2.84633846E+003  -1.33739404E-002  -1.67332604E+002  -1.67319230E+002   2.84635579E+003   3.96062063E-003   2.84635183E+003  -6.74319791E-002  -1.67315269E+002  -1.67382701E+002
      14       1     1.19999997E+001   7.18554690E+003  -5.86146428E-002   2.84615440E+003   2.84621301E+003  -9.14611697E-003  -1.67387919E+002  -1.67378773E+002   2.84623034E+003   8.18340974E-003   2.84622216E+003  -7.59441695E-002  -1.67370590E+002  -1.67446534E+002
      15       1     1.19999997E+001   7.18530826E+003  -6.71912848E-002   2.84601951E+003   2.84608670E+003  -4.88851114E-003  -1.67443616E+002  -1.67438728E+002   2.84610403E+003   1.24361795E-002   2.84609159E+003  -8.45159754E-002  -1.67426291E+002  -1.67510807E+002
      16       1     1.19999997E+001   7.18506800E+003  -7.58272461E-002   2.84588370E+003   2.84595953E+003  -6.01742615E-004  -1.67499693E+002  -1.67499091E+002   2.84597685E+003   1.67177550E-002   2.84596013E+003  -9.31467437E-002  -1.67482373E+002  -1.67575520E+002
      17       1     1.19999997E+001   7.18482612E+003  -8.45217563E-002   2.84574698E+003   2.84583150E+003   3.71463097E-003  -1.67556144E+002  -1.67559859E+002   2.84584882E+003   2.10288557E-002   2.84582779E+003  -1.01835981E-001  -1.67538830E+002  -1.67640666E+002
      18       1     1.19999997E+001   7.18458264E+003  -9.32748978E-002   2.84560935E+003   2.84570262E+003   8.06020971E-003  -1.67612974E+002  -1.67621034E+002   2.84571993E+003   2.53692577E-002   2.84569456E+003  -1.10583946E-001  -1.67595665E+002  -1.67706249E+002
