   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996247E+001   1.00002270E+000   4.34120063E-004   1.19999997E+001   0.00000000E+000   1.46623967E-021   2.96597189E-020  -1.19999997E+001  -8.42768831E-021  -8.67361738E-020   8.67361738E-020   1.19572614E-004   1.30456864E-004  -2.50029478E-004   1.25014679E-004   1.17187923E-005   1.17645500E-005
       2       1     1.19992441E+001   1.00002270E+000   8.74614274E-004   1.19999997E+001   0.00000000E+000  -1.41292582E-020  -1.40860587E-021  -1.19999997E+001  -1.22279008E-021  -8.67361738E-020   6.50521303E-020   2.40891575E-004   2.62838517E-004  -5.03730092E-004   2.51864926E-004   2.36103328E-005   2.36973873E-005
       3       1     1.19988580E+001   1.00002270E+000   1.32159146E-003   1.19999997E+001   0.00000000E+000   8.48031768E-021  -9.72189510E-021  -1.19999997E+001   5.53926667E-021   1.08420217E-019  -2.16840434E-020   3.63995347E-004   3.97169252E-004  -7.61164599E-004   3.80582118E-004   3.56767065E-005   3.58044957E-005
       4       1     1.19984691E+001   1.00002270E+000   1.77181496E-003   1.19999997E+001   0.00000000E+000  -1.21549021E-021  -1.92072579E-020  -1.19999997E+001  -1.60633305E-021  -6.50521303E-020  -6.50521303E-020   4.87992725E-004   5.32476102E-004  -1.02046883E-003   5.10234171E-004   4.78307330E-005   4.79989275E-005
       5       1     1.19980773E+001   1.00002270E+000   2.22528484E-003   1.19999997E+001   0.00000000E+000   2.41305128E-021   4.80749100E-021  -1.19999997E+001   1.68044843E-021   2.16840434E-019   0.00000000E+000   6.12883715E-004   6.68759094E-004  -1.28164281E-003   6.40821099E-004   6.00724307E-005   6.02806444E-005
       6       1     1.19976828E+001   1.00002270E+000   2.68200332E-003   1.19999997E+001   0.00000000E+000  -1.88925467E-020   4.24203034E-021  -1.19999997E+001  -1.30727624E-021   8.67361738E-020  -8.67361738E-020   7.38668903E-004   8.06018926E-004  -1.54468783E-003   7.72343547E-004   7.24018771E-005   7.26496665E-005
       7       1     1.19972854E+001   1.00002270E+000   3.14197201E-003   1.19999997E+001   0.00000000E+000   7.21982884E-021  -4.37293167E-021  -1.19999997E+001   1.22698802E-020  -6.50521303E-020   1.30104261E-019   8.65348708E-004   9.44256105E-004  -1.80960481E-003   9.04801975E-004   8.48191327E-005   8.51060027E-005
       8       1     1.19968853E+001   1.00002270E+000   3.60519082E-003   1.19999997E+001   0.00000000E+000   1.91067555E-020   1.78768206E-020  -1.19999997E+001  -1.66166109E-021   1.30104261E-019   1.08420217E-019   9.92923083E-004   1.08347062E-003  -2.07639371E-003   1.03819636E-003   9.73242115E-005   9.76496157E-005
       9       1     1.19964823E+001   1.00002270E+000   4.07165905E-003   1.19999997E+001   0.00000000E+000  -1.15224398E-020   1.14139344E-020  -1.19999997E+001  -6.52712712E-021   2.16840434E-020  -2.16840434E-020   1.12139182E-003   1.22366229E-003  -2.34505411E-003   1.17252649E-003   1.09917113E-004   1.10280449E-004
      10       1     1.19960766E+001   1.00002270E+000   4.54137636E-003   1.19999997E+001   0.00000000E+000   1.09255359E-020  -5.22616847E-021  -1.19999997E+001  -2.14564447E-020  -2.16840434E-020   0.00000000E+000   1.25075479E-003   1.36483102E-003  -2.61558582E-003   1.30779229E-003   1.22597854E-004   1.22998463E-004
