    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850152E+003   1.46623967E-021   2.96597189E-020  -1.19999997E+001  -8.42768831E-021  -8.67361738E-020   8.67361738E-020  -6.98629292E+003  -6.98629212E+003  -1.41660943E+004  -2.04124167E+002  -1.14525712E-002  -5.11753720E-003   4.34120063E-004   1.19996247E+001   0.00000000E+000   7.67584870E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828611E+003  -1.41292582E-020  -1.40860587E-021  -1.19999997E+001  -1.22279008E-021  -8.67361738E-020   6.50521303E-020  -6.98636326E+003  -6.98636927E+003  -1.41659468E+004  -2.04189280E+002  -1.87711882E-002  -1.24588783E-002   8.74614274E-004   1.19992441E+001   0.00000000E+000   7.72968825E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806753E+003   8.48031768E-021  -9.72189510E-021  -1.19999997E+001   5.53926667E-021   1.08420217E-019  -2.16840434E-020  -6.98643463E+003  -6.98644755E+003  -1.41657972E+004  -2.04255352E+002  -2.61973661E-002  -1.99074745E-002   1.32159146E-003   1.19988580E+001   0.00000000E+000   7.78352648E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784737E+003  -1.21549021E-021  -1.92072579E-020  -1.19999997E+001  -1.60633305E-021  -6.50521303E-020  -6.50521303E-020  -6.98650652E+003  -6.98652640E+003  -1.41656465E+004  -2.04321904E+002  -3.36774681E-002  -2.74098153E-002   1.77181496E-003   1.19984691E+001   0.00000000E+000   7.83738123E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762562E+003   2.41305128E-021   4.80749100E-021  -1.19999997E+001   1.68044843E-021   2.16840434E-019   0.00000000E+000  -6.98657893E+003  -6.98660582E+003  -1.41654946E+004  -2.04388935E+002  -4.12115036E-002  -3.49658792E-002   2.22528484E-003   1.19980773E+001   0.00000000E+000   7.89125218E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740229E+003  -1.88925467E-020   4.24203034E-021  -1.19999997E+001  -1.30727624E-021   8.67361738E-020  -8.67361738E-020  -6.98665186E+003  -6.98668581E+003  -1.41653417E+004  -2.04456447E+002  -4.87995184E-002  -4.25756806E-002   2.68200332E-003   1.19976828E+001   0.00000000E+000   7.94513926E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717737E+003   7.21982884E-021  -4.37293167E-021  -1.19999997E+001   1.22698802E-020  -6.50521303E-020   1.30104261E-019  -6.98672530E+003  -6.98676636E+003  -1.41651877E+004  -2.04524439E+002  -5.64415480E-002  -5.02392267E-002   3.14197201E-003   1.19972854E+001   0.00000000E+000   7.99904231E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695086E+003   1.91067555E-020   1.78768206E-020  -1.19999997E+001  -1.66166109E-021   1.30104261E-019   1.08420217E-019  -6.98679927E+003  -6.98684749E+003  -1.41650326E+004  -2.04592912E+002  -6.41375990E-002  -5.79564961E-002   3.60519082E-003   1.19968853E+001   0.00000000E+000   8.05296100E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672276E+003  -1.15224398E-020   1.14139344E-020  -1.19999997E+001  -6.52712712E-021   2.16840434E-020  -2.16840434E-020  -6.98687375E+003  -6.98692919E+003  -1.41648764E+004  -2.04661865E+002  -7.18876698E-002  -6.57274562E-002   4.07165905E-003   1.19964823E+001   0.00000000E+000   8.10689495E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18649308E+003   1.09255359E-020  -5.22616847E-021  -1.19999997E+001  -2.14564447E-020  -2.16840434E-020   0.00000000E+000  -6.98694875E+003  -6.98701146E+003  -1.41647192E+004  -2.04731298E+002  -7.96917678E-002  -7.35520843E-002   4.54137636E-003   1.19960766E+001   0.00000000E+000   8.16084384E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
