   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850152E+003   5.32352980E-002   2.84783108E+003   2.84777784E+003  -5.97351159E-002  -1.66697316E+002  -1.66637581E+002   2.84778740E+003  -5.01773689E-002   2.84783758E+003   4.36775510E-002  -1.66687758E+002  -1.66644081E+002
       2       1     1.19999997E+001   7.18828611E+003   5.12823296E-002   2.84771620E+003   2.84766491E+003  -5.37615366E-002  -1.66746512E+002  -1.66692750E+002   2.84766652E+003  -5.21541629E-002   2.84771868E+003   4.96749559E-002  -1.66744904E+002  -1.66695229E+002
       3       1     1.19999997E+001   7.18806753E+003   4.92999903E-002   2.84759962E+003   2.84755032E+003  -4.77000561E-002  -1.66796431E+002  -1.66748731E+002   2.84754386E+003  -5.41599392E-002   2.84759802E+003   5.57598734E-002  -1.66802891E+002  -1.66747131E+002
       4       1     1.19999997E+001   7.18784737E+003   4.73028841E-002   2.84748220E+003   2.84743490E+003  -4.15945032E-002  -1.66846713E+002  -1.66805119E+002   2.84742032E+003  -5.61802575E-002   2.84747650E+003   6.18886384E-002  -1.66861299E+002  -1.66799411E+002
       5       1     1.19999997E+001   7.18762562E+003   4.52909886E-002   2.84736394E+003   2.84731865E+003  -3.54448649E-002  -1.66897358E+002  -1.66861913E+002   2.84729588E+003  -5.82151042E-002   2.84735409E+003   6.80612279E-002  -1.66920128E+002  -1.66852067E+002
       6       1     1.19999997E+001   7.18740229E+003   4.32642665E-002   2.84724482E+003   2.84720156E+003  -2.92510986E-002  -1.66948365E+002  -1.66919114E+002   2.84717055E+003  -6.02644805E-002   2.84723081E+003   7.42776485E-002  -1.66979379E+002  -1.66905101E+002
       7       1     1.19999997E+001   7.18717737E+003   4.12226854E-002   2.84712486E+003   2.84708364E+003  -2.30131705E-002  -1.66999735E+002  -1.66976722E+002   2.84704432E+003  -6.23283861E-002   2.84710665E+003   8.05379011E-002  -1.67039050E+002  -1.66958513E+002
       8       1     1.19999997E+001   7.18695086E+003   3.91662226E-002   2.84700405E+003   2.84696489E+003  -1.67310703E-002  -1.67051468E+002  -1.67034737E+002   2.84691721E+003  -6.44068114E-002   2.84698162E+003   8.68419637E-002  -1.67099144E+002  -1.67012302E+002
       9       1     1.19999997E+001   7.18672276E+003   3.70948570E-002   2.84688240E+003   2.84684530E+003  -1.04047944E-002  -1.67103564E+002  -1.67093159E+002   2.84678921E+003  -6.64997417E-002   2.84685571E+003   9.31898043E-002  -1.67159659E+002  -1.67066469E+002
      10       1     1.19999997E+001   7.18649308E+003   3.50085631E-002   2.84675989E+003   2.84672488E+003  -4.03433147E-003  -1.67156022E+002  -1.67151988E+002   2.84666031E+003  -6.86071679E-002   2.84672892E+003   9.95813995E-002  -1.67220595E+002  -1.67121014E+002
      11       1     1.19999997E+001   7.18626181E+003   3.29073081E-002   2.84663654E+003   2.84660363E+003   2.38034138E-003  -1.67208843E+002  -1.67211224E+002   2.84653052E+003  -7.07290837E-002   2.84660125E+003   1.06016733E-001  -1.67281953E+002  -1.67175936E+002
      12       1     1.19999997E+001   7.18602896E+003   3.07910756E-002   2.84651234E+003   2.84648154E+003   8.83921898E-003  -1.67262027E+002  -1.67270867E+002   2.84639984E+003  -7.28654734E-002   2.84647271E+003   1.12495768E-001  -1.67343732E+002  -1.67231236E+002
      13       1     1.19999997E+001   7.18579452E+003   2.86598436E-002   2.84638729E+003   2.84635863E+003   1.53423150E-002  -1.67315574E+002  -1.67330916E+002   2.84626827E+003  -7.50163299E-002   2.84634328E+003   1.19018489E-001  -1.67405933E+002  -1.67286914E+002
      14       1     1.19999997E+001   7.18555849E+003   2.65135847E-002   2.84626139E+003   2.84623488E+003   2.18896523E-002  -1.67369483E+002  -1.67391373E+002   2.84613580E+003  -7.71816490E-002   2.84621299E+003   1.25584886E-001  -1.67468555E+002  -1.67342970E+002
      15       1     1.19999997E+001   7.18532087E+003   2.43522689E-002   2.84613464E+003   2.84611029E+003   2.84812611E-002  -1.67423756E+002  -1.67452237E+002   2.84600245E+003  -7.93614226E-002   2.84608181E+003   1.32194953E-001  -1.67531599E+002  -1.67399404E+002
      16       1     1.19999997E+001   7.18508167E+003   2.21758676E-002   2.84600705E+003   2.84598487E+003   3.51171644E-002  -1.67478391E+002  -1.67513509E+002   2.84586820E+003  -8.15556445E-002   2.84594976E+003   1.38848676E-001  -1.67595064E+002  -1.67456216E+002
      17       1     1.19999997E+001   7.18484088E+003   1.99843575E-002   2.84587861E+003   2.84585862E+003   4.17973753E-002  -1.67533390E+002  -1.67575187E+002   2.84573306E+003  -8.37643035E-002   2.84581682E+003   1.45546036E-001  -1.67658952E+002  -1.67513406E+002
      18       1     1.19999997E+001   7.18459850E+003   1.77777508E-002   2.84574931E+003   2.84573154E+003   4.85218447E-002  -1.67588751E+002  -1.67637273E+002   2.84559703E+003  -8.59873670E-002   2.84568301E+003   1.52286963E-001  -1.67723260E+002  -1.67570973E+002
      19       1     1.19999997E+001   7.18435454E+003   1.55560602E-002   2.84561918E+003   2.84560362E+003   5.52905454E-002  -1.67644474E+002  -1.67699765E+002   2.84546011E+003  -8.82248230E-002   2.84554833E+003   1.59071429E-001  -1.67787990E+002  -1.67628918E+002
      20       1     1.19999997E+001   7.18410900E+003   1.33192713E-002   2.84548819E+003   2.84547487E+003   6.21034988E-002  -1.67700560E+002  -1.67762664E+002   2.84532229E+003  -9.04766759E-002   2.84541277E+003   1.65899446E-001  -1.67853140E+002  -1.67687241E+002
      21       1     1.19999997E+001   7.18386187E+003   1.10673836E-002   2.84535636E+003   2.84534529E+003   6.89607179E-002  -1.67757008E+002  -1.67825969E+002   2.84518359E+003  -9.27429322E-002   2.84527633E+003   1.72771034E-001  -1.67918712E+002  -1.67745941E+002
      22       1     1.19999997E+001   7.18361315E+003   8.80039917E-003   2.84522368E+003   2.84521488E+003   7.58622046E-002  -1.67813819E+002  -1.67889681E+002   2.84504399E+003  -9.50236003E-002   2.84513902E+003   1.79686204E-001  -1.67984704E+002  -1.67805018E+002
      23       1     1.19999997E+001   7.18336286E+003   6.51831691E-003   2.84509015E+003   2.84508363E+003   8.28079549E-002  -1.67870991E+002  -1.67953799E+002   2.84490351E+003  -9.73186800E-002   2.84500083E+003   1.86644952E-001  -1.68051118E+002  -1.67864473E+002
      24       1     1.19999997E+001   7.18311097E+003   4.22113949E-003   2.84495578E+003   2.84495156E+003   8.97979803E-002  -1.67928527E+002  -1.68018325E+002   2.84476213E+003  -9.96281819E-002   2.84486176E+003   1.93647302E-001  -1.68117953E+002  -1.67924305E+002
      25       1     1.19999997E+001   7.18285750E+003   1.90886183E-003   2.84482056E+003   2.84481865E+003   9.68323013E-002  -1.67986424E+002  -1.68083257E+002   2.84461986E+003  -1.01952127E-001   2.84472182E+003   2.00693290E-001  -1.68185209E+002  -1.67984515E+002
      26       1     1.19999997E+001   7.18260245E+003  -4.18518546E-004   2.84468449E+003   2.84468491E+003   1.03910940E-001  -1.68044685E+002  -1.68148596E+002   2.84447670E+003  -1.04290533E-001   2.84458100E+003   2.07782954E-001  -1.68252886E+002  -1.68045103E+002
      27       1     1.19999997E+001   7.18234581E+003  -2.76100129E-003   2.84454757E+003   2.84455033E+003   1.11033907E-001  -1.68103308E+002  -1.68214342E+002   2.84433265E+003  -1.06643409E-001   2.84443930E+003   2.14916314E-001  -1.68320985E+002  -1.68106069E+002
      28       1     1.19999997E+001   7.18208758E+003  -5.11857536E-003   2.84440980E+003   2.84441492E+003   1.18201206E-001  -1.68162294E+002  -1.68280495E+002   2.84418771E+003  -1.09010766E-001   2.84429672E+003   2.22093397E-001  -1.68389506E+002  -1.68167413E+002
      29       1     1.19999997E+001   7.18182777E+003  -7.49124120E-003   2.84427119E+003   2.84427868E+003   1.25412844E-001  -1.68221643E+002  -1.68347056E+002   2.84404187E+003  -1.11392621E-001   2.84415327E+003   2.29314224E-001  -1.68458449E+002  -1.68229134E+002
      30       1     1.19999997E+001   7.18156637E+003  -9.87900097E-003   2.84413173E+003   2.84414160E+003   1.32668823E-001  -1.68281355E+002  -1.68414024E+002   2.84389515E+003  -1.13788997E-001   2.84400894E+003   2.36578820E-001  -1.68527813E+002  -1.68291234E+002
      31       1     1.19999997E+001   7.18130338E+003  -1.22818680E-002   2.84399141E+003   2.84400370E+003   1.39969161E-001  -1.68341430E+002  -1.68481399E+002   2.84374753E+003  -1.16199918E-001   2.84386373E+003   2.43887211E-001  -1.68597599E+002  -1.68353711E+002
      32       1     1.19999997E+001   7.18103881E+003  -1.46999397E-002   2.84385025E+003   2.84386495E+003   1.47313968E-001  -1.68401867E+002  -1.68549181E+002   2.84359901E+003  -1.18625375E-001   2.84371764E+003   2.51239404E-001  -1.68667807E+002  -1.68416567E+002
      33       1     1.19999997E+001   7.18077265E+003  -1.71331327E-002   2.84370824E+003   2.84372538E+003   1.54703185E-001  -1.68462668E+002  -1.68617371E+002   2.84344961E+003  -1.21065414E-001   2.84357067E+003   2.58635466E-001  -1.68738437E+002  -1.68479801E+002
      34       1     1.19999997E+001   7.18050490E+003  -1.95815525E-002   2.84356539E+003   2.84358497E+003   1.62136935E-001  -1.68523832E+002  -1.68685969E+002   2.84329931E+003  -1.23520026E-001   2.84342283E+003   2.66075408E-001  -1.68809489E+002  -1.68543413E+002
      35       1     1.19999997E+001   7.18023557E+003  -2.20450958E-002   2.84342168E+003   2.84344372E+003   1.69615114E-001  -1.68585359E+002  -1.68754974E+002   2.84314812E+003  -1.25989244E-001   2.84327411E+003   2.73559262E-001  -1.68880963E+002  -1.68607404E+002
      36       1     1.19999997E+001   7.17996464E+003  -2.45237443E-002   2.84327712E+003   2.84330164E+003   1.77137701E-001  -1.68647249E+002  -1.68824387E+002   2.84299603E+003  -1.28473073E-001   2.84312451E+003   2.81087030E-001  -1.68952860E+002  -1.68671773E+002
      37       1     1.19999997E+001   7.17969213E+003  -2.70174725E-002   2.84313171E+003   2.84315873E+003   1.84704678E-001  -1.68709503E+002  -1.68894208E+002   2.84284305E+003  -1.30971514E-001   2.84297403E+003   2.88658720E-001  -1.69025179E+002  -1.68736521E+002
      38       1     1.19999997E+001   7.17941803E+003  -2.95262769E-002   2.84298546E+003   2.84301498E+003   1.92316035E-001  -1.68772120E+002  -1.68964436E+002   2.84268918E+003  -1.33484581E-001   2.84282267E+003   2.96274339E-001  -1.69097921E+002  -1.68801647E+002
      39       1     1.19999997E+001   7.17914234E+003  -3.20501501E-002   2.84283835E+003   2.84287040E+003   1.99971763E-001  -1.68835101E+002  -1.69035073E+002   2.84253442E+003  -1.36012248E-001   2.84267043E+003   3.03933861E-001  -1.69171085E+002  -1.68867151E+002
      40       1     1.19999997E+001   7.17886506E+003  -3.45890872E-002   2.84269039E+003   2.84272498E+003   2.07671864E-001  -1.68898445E+002  -1.69106117E+002   2.84237876E+003  -1.38554497E-001   2.84251731E+003   3.11637274E-001  -1.69244672E+002  -1.68933034E+002
      41       1     1.19999997E+001   7.17858619E+003  -3.71429915E-002   2.84254158E+003   2.84257873E+003   2.15416206E-001  -1.68962154E+002  -1.69177570E+002   2.84222220E+003  -1.41111437E-001   2.84236331E+003   3.19384652E-001  -1.69318682E+002  -1.68999297E+002
      42       1     1.19999997E+001   7.17830573E+003  -3.97117555E-002   2.84239192E+003   2.84243164E+003   2.23204717E-001  -1.69026227E+002  -1.69249432E+002   2.84206475E+003  -1.43683116E-001   2.84220843E+003   3.27176078E-001  -1.69393115E+002  -1.69065939E+002
      43       1     1.19999997E+001   7.17802367E+003  -4.22952123E-002   2.84224141E+003   2.84228371E+003   2.31037293E-001  -1.69090666E+002  -1.69321703E+002   2.84190640E+003  -1.46269543E-001   2.84205267E+003   3.35011624E-001  -1.69467972E+002  -1.69132961E+002
      44       1     1.19999997E+001   7.17774003E+003  -4.48931816E-002   2.84209005E+003   2.84213494E+003   2.38913860E-001  -1.69155469E+002  -1.69394383E+002   2.84174716E+003  -1.48870747E-001   2.84189603E+003   3.42891426E-001  -1.69543253E+002  -1.69200362E+002
      45       1     1.19999997E+001   7.17745479E+003  -4.75055501E-002   2.84193783E+003   2.84198534E+003   2.46834395E-001  -1.69220636E+002  -1.69467471E+002   2.84158702E+003  -1.51486655E-001   2.84173850E+003   3.50815500E-001  -1.69618957E+002  -1.69268142E+002
      46       1     1.19999997E+001   7.17716519E+003  -5.05480173E-002   2.84178305E+003   2.84183360E+003   2.54801170E-001  -1.69286647E+002  -1.69541448E+002   2.84142428E+003  -1.54522661E-001   2.84157880E+003   3.58775813E-001  -1.69695970E+002  -1.69337195E+002
