   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850054E+003   6.03492000E-002   2.84783731E+003   2.84777696E+003  -5.33203334E-002  -1.66697912E+002  -1.66644592E+002   2.84778723E+003  -4.30436869E-002   2.84783028E+003   5.00725535E-002  -1.66687635E+002  -1.66637563E+002
       2       1     1.19999997E+001   7.18828423E+003   6.56232787E-002   2.84772880E+003   2.84766317E+003  -4.08470660E-002  -1.66747698E+002  -1.66706851E+002   2.84766624E+003  -3.77756416E-002   2.84770402E+003   6.25518542E-002  -1.66744627E+002  -1.66682075E+002
       3       1     1.19999997E+001   7.18806476E+003   7.09752011E-002   2.84761870E+003   2.84754772E+003  -2.81917019E-002  -1.66798212E+002  -1.66770021E+002   2.84754348E+003  -3.24317998E-002   2.84757591E+003   7.52152991E-002  -1.66802452E+002  -1.66727237E+002
       4       1     1.19999997E+001   7.18784368E+003   7.63662940E-002   2.84750779E+003   2.84743143E+003  -1.54429920E-002  -1.66849098E+002  -1.66833655E+002   2.84741982E+003  -2.70484564E-002   2.84744687E+003   8.79717584E-002  -1.66860703E+002  -1.66772731E+002
       5       1     1.19999997E+001   7.18762099E+003   8.17965918E-002   2.84739608E+003   2.84731428E+003  -2.60101050E-003  -1.66900354E+002  -1.66897753E+002   2.84729525E+003  -2.16256165E-002   2.84731688E+003   1.00821198E-001  -1.66919379E+002  -1.66818557E+002
       6       1     1.19999997E+001   7.18739669E+003   8.72660055E-002   2.84728355E+003   2.84719629E+003   1.03341358E-002  -1.66951981E+002  -1.66962315E+002   2.84716979E+003  -1.61633312E-002   2.84718595E+003   1.13763472E-001  -1.66978478E+002  -1.66864715E+002
       7       1     1.19999997E+001   7.18717079E+003   9.27744859E-002   2.84717022E+003   2.84707745E+003   2.33622969E-002  -1.67003977E+002  -1.67027339E+002   2.84704343E+003  -1.06616390E-002   2.84705409E+003   1.26798422E-001  -1.67038001E+002  -1.66911202E+002
       8       1     1.19999997E+001   7.18694328E+003   9.83220025E-002   2.84705609E+003   2.84695777E+003   3.64834606E-002  -1.67056343E+002  -1.67092826E+002   2.84691616E+003  -5.12055766E-003   2.84692129E+003   1.39926021E-001  -1.67097947E+002  -1.66958021E+002
       9       1     1.19999997E+001   7.18671417E+003   1.03908526E-001   2.84694115E+003   2.84683724E+003   4.96976172E-002  -1.67109078E+002  -1.67158775E+002   2.84678800E+003   4.59810084E-004   2.84678754E+003   1.53146333E-001  -1.67158316E+002  -1.67005169E+002
      10       1     1.19999997E+001   7.18648346E+003   1.09534232E-001   2.84682540E+003   2.84671587E+003   6.30047460E-002  -1.67162183E+002  -1.67225188E+002   2.84665895E+003   6.07957610E-003   2.84665287E+003   1.66459402E-001  -1.67219108E+002  -1.67052649E+002
      11       1     1.19999997E+001   7.18625114E+003   1.15199171E-001   2.84670885E+003   2.84659365E+003   7.64048837E-002  -1.67215658E+002  -1.67292063E+002   2.84652899E+003   1.17387680E-002   2.84651725E+003   1.79865287E-001  -1.67280324E+002  -1.67100459E+002
