    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18849907E+003  -1.08114574E-021   3.18754049E-021  -1.19999997E+001   2.48195543E-021   9.40735967E-021   4.09487490E-021  -6.98629018E+003  -6.98629654E+003  -1.41660927E+004  -2.04124909E+002  -1.03616077E-002   8.25397575E-003   4.39363017E-004   1.19996204E+001   0.00000000E+000   7.67646446E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828140E+003  -2.88497075E-021   1.08268145E-020  -1.19999997E+001   2.11116655E-021   1.75018183E-020  -1.12946550E-020  -6.98635768E+003  -6.98637807E+003  -1.41659436E+004  -2.04190704E+002  -1.65655817E-002   1.44684679E-002   8.84694583E-004   1.19992358E+001   0.00000000E+000   7.73086145E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806055E+003  -1.79382181E-020  -3.61079621E-021  -1.19999997E+001   4.12842742E-021  -3.09696421E-021  -2.56148057E-020  -6.98642617E+003  -6.98646079E+003  -1.41657924E+004  -2.04257463E+002  -2.28615622E-002   2.07723669E-002   1.33654504E-003   1.19988457E+001   0.00000000E+000   7.78524698E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18783810E+003   8.79096536E-022  -2.66331492E-021  -1.19999997E+001  -3.68972184E-021  -2.57603895E-020   2.01435023E-020  -6.98649516E+003  -6.98654411E+003  -1.41656401E+004  -2.04324706E+002  -2.92036771E-002   2.71218524E-002   1.79167480E-003   1.19984527E+001   0.00000000E+000   7.83964530E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18761405E+003  -3.20376874E-021   6.22086350E-021  -1.19999997E+001  -5.13841495E-021   7.64447235E-021  -1.13978871E-020  -6.98656465E+003  -6.98662802E+003  -1.41654867E+004  -2.04392433E+002  -3.55919352E-002   3.35169292E-002   2.25008349E-003   1.19980569E+001   0.00000000E+000   7.89405612E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18738839E+003   9.37995931E-021   5.12428050E-021  -1.19999997E+001   1.00426964E-020   1.17472882E-020   6.17275260E-021  -6.98663463E+003  -6.98671254E+003  -1.41653322E+004  -2.04460645E+002  -4.20263666E-002   3.99576197E-002   2.71177225E-003   1.19976582E+001   0.00000000E+000   7.94847930E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18716114E+003   3.64428378E-021   7.06828709E-021  -1.19999997E+001   1.12851734E-021  -7.54388719E-021   2.75312178E-020  -6.98670511E+003  -6.98679766E+003  -1.41651766E+004  -2.04529342E+002  -4.85069990E-002   4.64439446E-002   3.17674175E-003   1.19972568E+001   0.00000000E+000   8.00291467E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18693229E+003  -8.45243781E-021  -5.79539669E-021  -1.19999997E+001  -6.36236308E-021  -1.28325492E-020   7.85358361E-021  -6.98677610E+003  -6.98688338E+003  -1.41650199E+004  -2.04598524E+002  -5.50338357E-002   5.29759085E-002   3.64499126E-003   1.19968525E+001   0.00000000E+000   8.05736188E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18670183E+003   7.55672917E-021   1.46867469E-021  -1.19999997E+001  -3.47045177E-021  -1.30654832E-020  -1.99846836E-020  -6.98684757E+003  -6.98696969E+003  -1.41648621E+004  -2.04668190E+002  -6.16068775E-002   5.95535136E-002   4.11651970E-003   1.19964454E+001   0.00000000E+000   8.11182060E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18646978E+003   1.02644610E-020   1.45422177E-020  -1.19999997E+001  -1.48716734E-021   1.64218513E-020   9.58206022E-022  -6.98691955E+003  -6.98705661E+003  -1.41647032E+004  -2.04738340E+002  -6.82261203E-002   6.61767581E-002   4.59132634E-003   1.19960354E+001   0.00000000E+000   8.16629054E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
