    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850076E+003   2.89369460E-021   6.46604131E-021  -1.19999997E+001  -1.23149675E-021   5.53164374E-020  -1.38291093E-020  -6.98629098E+003  -6.98629458E+003  -1.41660938E+004  -2.04124398E+002   1.10368590E-002  -8.43921626E-003   4.38828732E-004   1.19996233E+001   0.00000000E+000   7.67604039E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828464E+003  -1.23278003E-020  -5.95427193E-021  -1.19999997E+001   3.20926823E-021   4.14873280E-020   1.38291093E-020  -6.98635933E+003  -6.98637419E+003  -1.41659458E+004  -2.04189725E+002   2.65299282E-002  -1.91460854E-002   8.83954809E-004   1.19992416E+001   0.00000000E+000   7.73005434E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806544E+003  -4.72711563E-021   1.68541215E-020  -1.19999997E+001  -3.36855028E-021  -2.76582187E-020   4.14873280E-020  -6.98642866E+003  -6.98645494E+003  -1.41657958E+004  -2.04255985E+002   4.22419750E-002  -3.00061706E-002   1.33543842E-003   1.19988543E+001   0.00000000E+000   7.78408457E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784464E+003   5.88956169E-021   1.42284850E-020  -1.19999997E+001  -1.32551341E-021  -1.38291093E-020   1.38291093E-020  -6.98649850E+003  -6.98653629E+003  -1.41656446E+004  -2.04322732E+002   5.80691807E-002  -4.09458623E-002   1.79024065E-003   1.19984642E+001   0.00000000E+000   7.83813366E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762220E+003   1.13910763E-020   3.72534610E-022  -1.19999997E+001  -6.77984768E-021  -1.38291093E-020   2.76582187E-020  -6.98656886E+003  -6.98661823E+003  -1.41654923E+004  -2.04389972E+002   7.40147362E-002  -5.19691780E-002   2.24840185E-003   1.19980713E+001   0.00000000E+000   7.89220549E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18739813E+003   3.09514843E-021  -1.04251530E-020  -1.19999997E+001   2.24455828E-021   2.76582187E-020  -5.53164374E-020  -6.98663973E+003  -6.98670078E+003  -1.41653389E+004  -2.04457708E+002   9.00783434E-002  -6.30746642E-002   2.70994316E-003   1.19976754E+001   0.00000000E+000   7.94630215E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717244E+003  -1.19001115E-020  -1.56403474E-020  -1.19999997E+001   5.44398791E-021  -5.53164374E-020  -5.53164374E-020  -6.98671111E+003  -6.98678392E+003  -1.41651843E+004  -2.04525930E+002   1.06257291E-001  -7.42587441E-002   3.17479974E-003   1.19972767E+001   0.00000000E+000   8.00041634E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18694511E+003   6.10645777E-021  -1.98396738E-021  -1.19999997E+001  -8.62280727E-021   0.00000000E+000  -5.53164374E-020  -6.98678302E+003  -6.98686768E+003  -1.41650287E+004  -2.04594653E+002   1.22555872E-001  -8.55256899E-002   3.64306905E-003   1.19968751E+001   0.00000000E+000   8.05455878E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18671617E+003  -6.62018810E-021  -2.80291839E-021  -1.19999997E+001  -4.90919890E-021   1.38291093E-020   1.38291093E-020  -6.98685543E+003  -6.98695202E+003  -1.41648719E+004  -2.04663863E+002   1.38970206E-001  -9.68731150E-002   4.11465026E-003   1.19964707E+001   0.00000000E+000   8.10871725E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18648561E+003   1.27394255E-020   8.34862894E-021  -1.19999997E+001  -4.69265417E-021   2.76582187E-020   0.00000000E+000  -6.98692836E+003  -6.98703696E+003  -1.41647140E+004  -2.04733561E+002   1.55500288E-001  -1.08300976E-001   4.58956424E-003   1.19960634E+001   0.00000000E+000   8.16289393E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
