   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996247E+001   1.00002270E+000   4.34139458E-004   1.19999997E+001   0.00000000E+000  -1.95512927E-021   1.65577157E-020  -1.19999997E+001  -3.99462061E-021   0.00000000E+000   1.30104261E-019   1.19602321E-004   1.30437640E-004  -2.50039961E-004   1.25019921E-004   1.17414264E-005   1.17690414E-005
       2       1     1.19992441E+001   1.00002270E+000   8.74649008E-004   1.19999997E+001   0.00000000E+000   8.12442322E-021   2.84300322E-020  -1.19999997E+001   4.98841608E-021   4.33680869E-020   2.16840434E-019   2.40949112E-004   2.62799649E-004  -5.03748761E-004   2.51874261E-004   2.36532168E-005   2.37073691E-005
       3       1     1.19988580E+001   1.00002270E+000   1.32163747E-003   1.19999997E+001   0.00000000E+000  -9.70644750E-023  -3.61891518E-023  -1.19999997E+001   8.37470739E-021  -1.73472348E-019   0.00000000E+000   3.64081762E-004   3.97107311E-004  -7.61189073E-004   3.80594355E-004   3.57400533E-005   3.58214311E-005
       4       1     1.19984690E+001   1.00002270E+000   1.77187271E-003   1.19999997E+001   0.00000000E+000  -7.68249164E-021  -1.91891426E-020  -1.19999997E+001  -7.43468901E-021  -8.67361738E-020  -4.33680869E-020   4.88109204E-004   5.32390140E-004  -1.02049934E-003   5.10249430E-004   4.79148669E-005   4.80235885E-005
       5       1     1.19980773E+001   1.00002270E+000   2.22535479E-003   1.19999997E+001   0.00000000E+000   1.35496579E-021   2.31991075E-021  -1.19999997E+001   1.25410300E-020  -1.30104261E-019  -2.16840434E-019   6.13031461E-004   6.68648150E-004  -1.28167961E-003   6.40839501E-004   6.01776497E-005   6.03138326E-005
       6       1     1.19976827E+001   1.00002270E+000   2.68208593E-003   1.19999997E+001   0.00000000E+000  -1.42242288E-020  -7.83033983E-021  -1.19999997E+001   2.32098608E-021  -4.33680869E-020   4.33680869E-020   7.38849135E-004   8.05882014E-004  -1.54473115E-003   7.72365207E-004   7.25284425E-005   7.26922103E-005
       7       1     1.19972854E+001   1.00002270E+000   3.14206770E-003   1.19999997E+001   0.00000000E+000   1.10530820E-020  -1.99240099E-020  -1.19999997E+001   1.51946875E-021   0.00000000E+000   4.33680869E-020   8.65562655E-004   9.44092213E-004  -1.80965487E-003   9.04827004E-004   8.49672616E-005   8.51587534E-005
       8       1     1.19968852E+001   1.00002270E+000   3.60529997E-003   1.19999997E+001   0.00000000E+000   9.83861028E-021   2.45445167E-021  -1.19999997E+001  -3.29787604E-021   0.00000000E+000   1.30104261E-019   9.93171991E-004   1.08327871E-003  -2.07645070E-003   1.03822485E-003   9.74940789E-005   9.77134474E-005
       9       1     1.19964822E+001   1.00002270E+000   4.07178198E-003   1.19999997E+001   0.00000000E+000   5.21629917E-021  -6.82299928E-022  -1.19999997E+001   1.18701142E-020   8.67361738E-020  -3.46944695E-019   1.12167694E-003   1.22344125E-003  -2.34511820E-003   1.17255854E-003   1.10108848E-004   1.10356262E-004
      10       1     1.19960765E+001   1.00002270E+000   4.54151327E-003   1.19999997E+001   0.00000000E+000   4.21758715E-023   1.13414734E-021  -1.19999997E+001   9.89675074E-021  -8.67361738E-020   4.33680869E-020   1.25107739E-003   1.36457971E-003  -2.61565710E-003   1.30782793E-003   1.22811537E-004   1.23087176E-004
      11       1     1.19956679E+001   1.00002270E+000   5.01449470E-003   1.19999997E+001   0.00000000E+000  -9.11285235E-021   3.18265185E-020  -1.19999997E+001   1.60404486E-020   8.67361738E-020   4.33680869E-020   1.38137356E-003   1.50669435E-003  -2.88806791E-003   1.44403327E-003   1.35602137E-004   1.35906186E-004
      12       1     1.19952565E+001   1.00002270E+000   5.49072548E-003   1.19999997E+001   0.00000000E+000  -2.98178448E-021  -2.44791281E-020  -1.19999997E+001  -5.41858102E-021   0.00000000E+000   8.67361738E-020   1.51256525E-003   1.64978493E-003  -3.16235017E-003   1.58117434E-003   1.48480590E-004   1.48813244E-004
      13       1     1.19948424E+001   1.00002270E+000   5.97020602E-003   1.19999997E+001   0.00000000E+000  -1.34346539E-021  -2.49943789E-020  -1.19999997E+001   1.34258341E-020   8.67361738E-020  -1.73472348E-019   1.64465255E-003   1.79385158E-003  -3.43850413E-003   1.71925125E-003   1.61446877E-004   1.61808344E-004
      14       1     1.19944254E+001   1.00002270E+000   6.45293703E-003   1.19999997E+001   0.00000000E+000  -1.00859011E-020  -1.59651648E-020  -1.19999997E+001   6.93913544E-021   4.33680869E-020   8.67361738E-020   1.77763567E-003   1.93889452E-003  -3.71653019E-003   1.85826421E-003   1.74500995E-004   1.74891487E-004
      15       1     1.19940056E+001   1.00002270E+000   6.93891944E-003   1.19999997E+001   0.00000000E+000  -2.07982261E-020  -9.65365270E-021  -1.19999997E+001  -5.23741813E-021   1.30104261E-019  -8.67361738E-020   1.91151484E-003   2.08491405E-003  -3.99642889E-003   1.99821349E-003   1.87642944E-004   1.88062697E-004
      16       1     1.19935830E+001   1.00002270E+000   7.42815403E-003   1.19999997E+001   0.00000000E+000  -2.09707798E-021   9.62118586E-021  -1.19999997E+001  -3.85769120E-021   0.00000000E+000   0.00000000E+000   2.04629026E-003   2.23191042E-003  -4.27820068E-003   2.13909932E-003   2.00872703E-004   2.01321985E-004
