   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18849910E+003   4.81720582E-002   2.84782229E+003   2.84777412E+003  -6.25775347E-002  -1.66700319E+002  -1.66637741E+002   2.84779552E+003  -4.11829922E-002   2.84783670E+003   2.67775157E-002  -1.66678924E+002  -1.66652147E+002
       2       1     1.19999997E+001   7.18828145E+003   4.10857395E-002   2.84769863E+003   2.84765754E+003  -5.94867283E-002  -1.66752504E+002  -1.66693017E+002   2.84768299E+003  -3.40380339E-002   2.84771703E+003   1.56370452E-002  -1.66727055E+002  -1.66711418E+002
       3       1     1.19999997E+001   7.18806063E+003   3.38966625E-002   2.84757315E+003   2.84753926E+003  -5.63516501E-002  -1.66805454E+002  -1.66749102E+002   2.84756882E+003  -2.67891064E-002   2.84759561E+003   4.33411881E-003  -1.66775891E+002  -1.66771557E+002
       4       1     1.19999997E+001   7.18783820E+003   2.66549594E-002   2.84744677E+003   2.84742011E+003  -5.31933904E-002  -1.66858788E+002  -1.66805595E+002   2.84745382E+003  -1.94872944E-002   2.84747331E+003  -7.05113658E-003  -1.66825082E+002  -1.66832133E+002
       5       1     1.19999997E+001   7.18761417E+003   1.93605973E-002   2.84731947E+003   2.84730011E+003  -5.00119306E-002  -1.66912507E+002  -1.66862495E+002   2.84733799E+003  -1.21325912E-002   2.84735012E+003  -1.85187421E-002  -1.66874627E+002  -1.66893146E+002
       6       1     1.19999997E+001   7.18738854E+003   1.20135049E-002   2.84719126E+003   2.84717925E+003  -4.68072326E-002  -1.66966609E+002  -1.66919802E+002   2.84722133E+003  -4.72495928E-003   2.84722605E+003  -3.00687684E-002  -1.66924527E+002  -1.66954596E+002
       7       1     1.19999997E+001   7.18716130E+003   4.61362093E-003   2.84706214E+003   2.84705753E+003  -4.35792632E-002  -1.67021097E+002  -1.66977517E+002   2.84710384E+003   2.73563187E-003   2.84710111E+003  -4.17012741E-002  -1.66974782E+002  -1.67016483E+002
       8       1     1.19999997E+001   7.18693247E+003  -2.83909150E-003   2.84693211E+003   2.84693495E+003  -4.03280036E-002  -1.67075968E+002  -1.67035640E+002   2.84698552E+003   1.02491872E-002   2.84697527E+003  -5.34162823E-002  -1.67025391E+002  -1.67078807E+002
       9       1     1.19999997E+001   7.18670203E+003  -1.03446590E-002   2.84680116E+003   2.84681151E+003  -3.70534401E-002  -1.67131224E+002  -1.67094171E+002   2.84686638E+003   1.78157017E-002   2.84684856E+003  -6.52138009E-002  -1.67076355E+002  -1.67141569E+002
      10       1     1.19999997E+001   7.18646999E+003  -1.79031082E-002   2.84666931E+003   2.84668721E+003  -3.37555568E-002  -1.67186864E+002  -1.67153108E+002   2.84674640E+003   2.54351779E-002   2.84672096E+003  -7.70938429E-002  -1.67127673E+002  -1.67204767E+002
