   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850218E+003   5.34974732E-002   2.84782927E+003   2.84777577E+003  -6.35288205E-002  -1.66699584E+002  -1.66636055E+002   2.84779099E+003  -4.83088293E-002   2.84783930E+003   3.82774820E-002  -1.66684364E+002  -1.66646086E+002
       2       1     1.19999997E+001   7.18828738E+003   5.18164482E-002   2.84771252E+003   2.84766071E+003  -6.14061531E-002  -1.66751095E+002  -1.66689689E+002   2.84767372E+003  -4.83898611E-002   2.84772211E+003   3.88001562E-002  -1.66738079E+002  -1.66699279E+002
       3       1     1.19999997E+001   7.18806943E+003   5.01107081E-002   2.84759407E+003   2.84754395E+003  -5.92521963E-002  -1.66803363E+002  -1.66744111E+002   2.84755474E+003  -4.84718690E-002   2.84760321E+003   3.93303807E-002  -1.66792583E+002  -1.66753252E+002
       4       1     1.19999997E+001   7.18784991E+003   4.83926065E-002   2.84747475E+003   2.84742636E+003  -5.70825851E-002  -1.66856009E+002  -1.66798926E+002   2.84743489E+003  -4.85543632E-002   2.84748344E+003   3.98643846E-002  -1.66847481E+002  -1.66807616E+002
       5       1     1.19999997E+001   7.18762882E+003   4.66621370E-002   2.84735458E+003   2.84730792E+003  -5.48973169E-002  -1.66909033E+002  -1.66854135E+002   2.84731418E+003  -4.86373472E-002   2.84736282E+003   4.04021674E-002  -1.66902773E+002  -1.66862371E+002
       6       1     1.19999997E+001   7.18740615E+003   4.49192886E-002   2.84723355E+003   2.84718863E+003  -5.26963821E-002  -1.66962435E+002  -1.66909739E+002   2.84719261E+003  -4.87208309E-002   2.84724133E+003   4.09437373E-002  -1.66958459E+002  -1.66917516E+002
       7       1     1.19999997E+001   7.18718190E+003   4.31640520E-002   2.84711166E+003   2.84706850E+003  -5.04797743E-002  -1.67016216E+002  -1.66965736E+002   2.84707018E+003  -4.88048226E-002   2.84711898E+003   4.14891002E-002  -1.67014541E+002  -1.66973052E+002
       8       1     1.19999997E+001   7.18695607E+003   4.13964268E-002   2.84698892E+003   2.84694752E+003  -4.82474971E-002  -1.67070376E+002  -1.67022128E+002   2.84694688E+003  -4.88893335E-002   2.84699577E+003   4.20382632E-002  -1.67071017E+002  -1.67028979E+002
       9       1     1.19999997E+001   7.18672867E+003   3.96164126E-002   2.84686532E+003   2.84682570E+003  -4.59995536E-002  -1.67124914E+002  -1.67078914E+002   2.84682272E+003  -4.89743695E-002   2.84687170E+003   4.25912285E-002  -1.67127889E+002  -1.67085297E+002
      10       1     1.19999997E+001   7.18649969E+003   3.78240110E-002   2.84674085E+003   2.84670303E+003  -4.37359485E-002  -1.67179831E+002  -1.67136095E+002   2.84669771E+003  -4.90599390E-002   2.84674677E+003   4.31480016E-002  -1.67185155E+002  -1.67142007E+002
      11       1     1.19999997E+001   7.18626914E+003   3.60192194E-002   2.84661553E+003   2.84657952E+003  -4.14566833E-002  -1.67235126E+002  -1.67193670E+002   2.84657183E+003  -4.91460558E-002   2.84662097E+003   4.37085919E-002  -1.67242816E+002  -1.67199107E+002
      12       1     1.19999997E+001   7.18603701E+003   3.42020415E-002   2.84648936E+003   2.84645515E+003  -3.91617658E-002  -1.67290801E+002  -1.67251639E+002   2.84644508E+003  -4.92327255E-002   2.84649432E+003   4.42730012E-002  -1.67300872E+002  -1.67256599E+002
      13       1     1.19999997E+001   7.18580330E+003   3.23724782E-002   2.84636232E+003   2.84632995E+003  -3.68511981E-002  -1.67346854E+002  -1.67310003E+002   2.84631748E+003  -4.93199551E-002   2.84636680E+003   4.48412352E-002  -1.67359323E+002  -1.67314481E+002
      14       1     1.19999997E+001   7.18556801E+003   3.05305296E-002   2.84623442E+003   2.84620389E+003  -3.45249805E-002  -1.67403286E+002  -1.67368761E+002   2.84618901E+003  -4.94077528E-002   2.84623842E+003   4.54133019E-002  -1.67418169E+002  -1.67372756E+002
      15       1     1.19999997E+001   7.18533115E+003   2.86761938E-002   2.84610567E+003   2.84607699E+003  -3.21831115E-002  -1.67460098E+002  -1.67427914E+002   2.84605968E+003  -4.94961246E-002   2.84610917E+003   4.59892070E-002  -1.67477411E+002  -1.67431421E+002
      16       1     1.19999997E+001   7.18509271E+003   2.68094676E-002   2.84597605E+003   2.84594924E+003  -2.98255899E-002  -1.67517288E+002  -1.67487463E+002   2.84592948E+003  -4.95850734E-002   2.84597907E+003   4.65689511E-002  -1.67537048E+002  -1.67490479E+002
      17       1     1.19999997E+001   7.18485268E+003   2.49303541E-002   2.84584558E+003   2.84582065E+003  -2.74524202E-002  -1.67574859E+002  -1.67547406E+002   2.84579843E+003  -4.96746051E-002   2.84584810E+003   4.71525390E-002  -1.67597081E+002  -1.67549928E+002
