   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996246E+001   1.00002270E+000   4.34259757E-004   1.19999997E+001   0.00000000E+000   4.06991966E-021  -1.87504636E-020  -1.19999997E+001  -7.11717444E-021  -8.67361738E-020   4.33680869E-020   1.19641747E-004   1.30469734E-004  -2.50111480E-004   1.25055681E-004   1.17283905E-005   1.17434155E-005
       2       1     1.19992439E+001   1.00002270E+000   8.74881389E-004   1.19999997E+001   0.00000000E+000  -4.01508041E-021  -2.81113195E-021  -1.19999997E+001   3.38224071E-021   0.00000000E+000  -8.67361738E-020   2.41024471E-004   2.62862419E-004  -5.03886891E-004   2.51943325E-004   2.36285494E-005   2.36575155E-005
       3       1     1.19988577E+001   1.00002270E+000   1.32198646E-003   1.19999997E+001   0.00000000E+000   1.86676311E-020   1.34979746E-020  -1.19999997E+001   8.26944349E-021  -4.33680869E-020  -4.33680869E-020   3.64193443E-004   3.97203025E-004  -7.61396468E-004   3.80698052E-004   3.57041258E-005   3.57457878E-005
       4       1     1.19984686E+001   1.00002270E+000   1.77233913E-003   1.19999997E+001   0.00000000E+000  -7.65066813E-021  -2.81722207E-021  -1.19999997E+001  -6.04176338E-021   2.16840434E-019   0.00000000E+000   4.88257084E-004   5.32519421E-004  -1.02077651E-003   5.10388009E-004   4.78677188E-005   4.79214076E-005
       5       1     1.19980767E+001   1.00002270E+000   2.22593926E-003   1.19999997E+001   0.00000000E+000   1.13844247E-020   1.94393855E-020  -1.19999997E+001   3.68475229E-021   8.67361738E-020   4.33680869E-020   6.13215332E-004   6.68811589E-004  -1.28202692E-003   6.41013155E-004   6.01193442E-005   6.01843596E-005
       6       1     1.19976821E+001   1.00002270E+000   2.68278888E-003   1.19999997E+001   0.00000000E+000  -2.27874300E-021   3.70237770E-021  -1.19999997E+001  -6.00692098E-021  -1.30104261E-019  -4.33680869E-020   7.39068700E-004   8.06080178E-004  -1.54514888E-003   7.72574071E-004   7.24590682E-005   7.25346917E-005
       7       1     1.19972846E+001   1.00002270E+000   3.14288937E-003   1.19999997E+001   0.00000000E+000   5.70051519E-021   3.88202065E-021  -1.19999997E+001  -7.93270343E-021  -4.33680869E-020  -4.33680869E-020   8.65817527E-004   9.44325652E-004  -1.81014318E-003   9.05071158E-004   8.48869408E-005   8.49724236E-005
       8       1     1.19968844E+001   1.00002270E+000   3.60624042E-003   1.19999997E+001   0.00000000E+000  -8.28240438E-021   2.62239661E-020  -1.19999997E+001  -9.02038002E-021   4.33680869E-020  -8.67361738E-020   9.93461683E-004   1.08354795E-003  -2.07700964E-003   1.03850432E-003   9.74029628E-005   9.74975313E-005
       9       1     1.19964813E+001   1.00002270E+000   4.07284102E-003   1.19999997E+001   0.00000000E+000  -1.22546859E-020  -1.16690783E-020  -1.19999997E+001  -4.12988855E-021  -1.30104261E-019  -4.33680869E-020   1.12200086E-003   1.22374682E-003  -2.34574767E-003   1.17287328E-003   1.10007118E-004   1.10109966E-004
      10       1     1.19960754E+001   1.00002270E+000   4.54269048E-003   1.19999997E+001   0.00000000E+000  -1.01221575E-020  -1.20519905E-020  -1.19999997E+001  -5.97407351E-021  -8.67361738E-020   4.33680869E-020   1.25143481E-003   1.36492208E-003  -2.61635689E-003   1.30817782E-003   1.22699396E-004   1.22809703E-004
      11       1     1.19956667E+001   1.00002270E+000   5.01578944E-003   1.19999997E+001   0.00000000E+000  -2.18850897E-020   4.34961551E-021  -1.19999997E+001  -2.68867045E-021  -4.33680869E-020  -8.67361738E-020   1.38176367E-003   1.50707399E-003  -2.88883765E-003   1.44441814E-003   1.35479806E-004   1.35596726E-004
      12       1     1.19952553E+001   1.00002270E+000   5.49213691E-003   1.19999997E+001   0.00000000E+000  -1.34235180E-020   4.53463514E-021  -1.19999997E+001  -6.03357171E-021   2.16840434E-019  -8.67361738E-020   1.51298710E-003   1.65020230E-003  -3.16318940E-003   1.58159394E-003   1.48348297E-004   1.48470981E-004
      13       1     1.19948410E+001   1.00002270E+000   5.97173312E-003   1.19999997E+001   0.00000000E+000   8.44356242E-021   4.30880966E-021  -1.19999997E+001  -1.37994923E-021   4.33680869E-020   8.67361738E-020   1.64510512E-003   1.79430713E-003  -3.43941225E-003   1.71970531E-003   1.61304852E-004   1.61432449E-004
      14       1     1.19944239E+001   1.00002270E+000   6.45457857E-003   1.19999997E+001   0.00000000E+000  -5.80075139E-021   1.44682264E-020  -1.19999997E+001  -5.65040970E-021   1.73472348E-019   1.30104261E-019   1.77811780E-003   1.93938870E-003  -3.71750651E-003   1.85875237E-003   1.74349489E-004   1.74481126E-004
      15       1     1.19940040E+001   1.00002270E+000   6.94067401E-003   1.19999997E+001   0.00000000E+000   2.59255206E-021   9.31467408E-022  -1.19999997E+001   7.03717185E-021   4.33680869E-020   1.30104261E-019   1.91202528E-003   2.08544732E-003  -3.99747260E-003   1.99873535E-003   1.87482227E-004   1.87617021E-004
      16       1     1.19935813E+001   1.00002270E+000   7.43002005E-003   1.19999997E+001   0.00000000E+000   1.61910084E-020  -1.09128284E-020  -1.19999997E+001   1.68646824E-020   0.00000000E+000   4.33680869E-020   2.04682765E-003   2.23248322E-003  -4.27931087E-003   2.13965441E-003   2.00703078E-004   2.00840126E-004
      17       1     1.19931559E+001   1.00002270E+000   7.92261620E-003   1.19999997E+001   0.00000000E+000  -1.62123419E-020  -1.86767043E-021  -1.19999997E+001  -6.74134880E-021   8.67361738E-020   0.00000000E+000   2.18252470E-003   2.38049634E-003  -4.56302104E-003   2.28150943E-003   2.14012020E-004   2.14150415E-004
      18       1     1.19927276E+001   1.00002270E+000   8.41845761E-003   1.19999997E+001   0.00000000E+000   7.20161019E-021   3.07245692E-020  -1.19999997E+001  -8.45013851E-021  -1.73472348E-019   0.00000000E+000   2.31911506E-003   2.52948526E-003  -4.84860032E-003   2.42429900E-003   2.27408925E-004   2.27547758E-004
      19       1     1.19922965E+001   1.00002270E+000   8.91754172E-003   1.19999997E+001   0.00000000E+000   1.54753938E-020  -9.46689600E-021  -1.19999997E+001  -1.42083263E-020   4.33680869E-020  -1.30104261E-019   2.45659798E-003   2.67944926E-003  -5.13604723E-003   2.56802239E-003   2.40893733E-004   2.41032026E-004
      20       1     1.19918626E+001   1.00002270E+000   9.41986944E-003   1.19999997E+001   0.00000000E+000  -9.25131205E-021  -1.88090325E-020  -1.19999997E+001   9.10181466E-021   8.67361738E-020  -1.73472348E-019   2.59497367E-003   2.83038863E-003  -5.42536230E-003   2.71267985E-003   2.54466488E-004   2.54603177E-004
      21       1     1.19914260E+001   1.00002270E+000   9.92544141E-003   1.19999997E+001   0.00000000E+000  -1.99418873E-020   8.54423806E-021  -1.19999997E+001   4.39867249E-021   0.00000000E+000   0.00000000E+000   2.73424228E-003   2.98230361E-003  -5.71654589E-003   2.85827158E-003   2.68127209E-004   2.68261219E-004
      22       1     1.19909865E+001   1.00002270E+000   1.04342578E-002   1.19999997E+001   0.00000000E+000   1.21925905E-021  -2.38144885E-020  -1.19999997E+001   7.97258388E-021   1.30104261E-019  -4.33680869E-020   2.87440386E-003   3.13519426E-003  -6.00959812E-003   3.00479762E-003   2.81875901E-004   2.82006160E-004
      23       1     1.19905442E+001   1.00002270E+000   1.09463180E-002   1.19999997E+001   0.00000000E+000  -1.61738186E-020  -3.03521311E-020  -1.19999997E+001  -6.67752406E-021   0.00000000E+000   0.00000000E+000   3.01545821E-003   3.28906041E-003  -6.30451861E-003   3.15225780E-003   2.95712559E-004   2.95838001E-004
      24       1     1.19900992E+001   1.00002270E+000   1.14616228E-002   1.19999997E+001   0.00000000E+000  -1.28784422E-020  -1.49636249E-020  -1.19999997E+001  -1.27918622E-020   0.00000000E+000   8.67361738E-020   3.15740548E-003   3.44390234E-003  -6.60130782E-003   3.30065233E-003   3.09637197E-004   3.09756795E-004
      25       1     1.19896513E+001   1.00002270E+000   1.19801732E-002   1.19999997E+001   0.00000000E+000  -1.15203822E-020  -1.33593598E-020  -1.19999997E+001   1.15540329E-020   3.46944695E-019   1.30104261E-019   3.30024592E-003   3.59972038E-003  -6.89996630E-003   3.44998150E-003   3.23649820E-004   3.23762630E-004
      26       1     1.19892006E+001   1.00002270E+000   1.25019704E-002   1.19999997E+001   0.00000000E+000   7.43767720E-021  -2.43088116E-020  -1.19999997E+001   1.21150501E-020   1.30104261E-019   8.67361738E-020   3.44397984E-003   3.75651497E-003  -7.20049482E-003   3.60024569E-003   3.37750426E-004   3.37855622E-004
      27       1     1.19887472E+001   1.00002270E+000   1.30270152E-002   1.19999997E+001   0.00000000E+000  -1.49527061E-020   2.62048750E-021  -1.19999997E+001  -3.40712334E-021   4.33680869E-020  -1.73472348E-019   3.58860742E-003   3.91428636E-003  -7.50289378E-003   3.75144509E-003   3.51938983E-004   3.52035866E-004
      28       1     1.19882909E+001   1.00002270E+000   1.35553077E-002   1.19999997E+001   0.00000000E+000   1.30421567E-021   1.56450873E-020  -1.19999997E+001   1.31154139E-021  -4.33680869E-020  -1.30104261E-019   3.73412864E-003   4.07303455E-003  -7.80716319E-003   3.90357973E-003   3.66215449E-004   3.66303449E-004
      29       1     1.19878319E+001   1.00002270E+000   1.40868476E-002   1.19999997E+001   0.00000000E+000  -2.60258938E-021  -1.70914126E-020  -1.19999997E+001   9.94731216E-021   2.60208521E-019   4.33680869E-020   3.88054343E-003   4.23275951E-003  -8.11330294E-003   4.05664953E-003   3.80579774E-004   3.80658468E-004
      30       1     1.19873700E+001   1.00002270E+000   1.46216347E-002   1.19999997E+001   0.00000000E+000  -1.44903018E-020   1.53970779E-020  -1.19999997E+001   4.86938221E-021  -1.30104261E-019  -4.33680869E-020   4.02785173E-003   4.39346120E-003  -8.42131293E-003   4.21065445E-003   3.95031900E-004   3.95100993E-004
      31       1     1.19869054E+001   1.00002270E+000   1.51596695E-002   1.19999997E+001   0.00000000E+000   6.30232786E-021   2.18674604E-020  -1.19999997E+001   6.36650157E-021   1.73472348E-019   0.00000000E+000   4.17605362E-003   4.55513974E-003  -8.73119337E-003   4.36559460E-003   4.09571774E-004   4.09631119E-004
      32       1     1.19864379E+001   1.00002269E+000   1.57009524E-002   1.19999997E+001   0.00000000E+000  -5.18095271E-021   4.68796340E-021  -1.19999997E+001   9.41268465E-021   4.33680869E-020   4.33680869E-020   4.32514925E-003   4.71779533E-003  -9.04294458E-003   4.52147013E-003   4.24199371E-004   4.24248944E-004
      33       1     1.19859677E+001   1.00002269E+000   1.62454847E-002   1.19999997E+001   0.00000000E+000  -9.31689713E-021   1.25010772E-020  -1.19999997E+001   1.52861323E-020  -4.33680869E-020   8.67361738E-020   4.47513892E-003   4.88142829E-003  -9.35656721E-003   4.67828137E-003   4.38914667E-004   4.38954590E-004
      34       1     1.19854946E+001   1.00002269E+000   1.67932668E-002   1.19999997E+001   0.00000000E+000   1.66052062E-020  -2.66101315E-020  -1.19999997E+001   1.57764100E-020  -8.67361738E-020   0.00000000E+000   4.62602280E-003   5.04603881E-003  -9.67206161E-003   4.83602849E-003   4.53717627E-004   4.53748151E-004
      35       1     1.19850188E+001   1.00002269E+000   1.73442986E-002   1.19999997E+001   0.00000000E+000  -8.99559692E-021   1.72393745E-020  -1.19999997E+001   1.30001191E-020  -4.33680869E-020   1.30104261E-019   4.77780077E-003   5.21162682E-003  -9.98942759E-003   4.99471141E-003   4.68608149E-004   4.68629650E-004
      36       1     1.19845401E+001   1.00002269E+000   1.78985798E-002   1.19999997E+001   0.00000000E+000  -1.43782550E-020  -1.44654244E-020  -1.19999997E+001   1.32494172E-021   1.30104261E-019   2.60208521E-019   4.93047275E-003   5.37819229E-003  -1.03086650E-002   5.15433005E-003   4.83586134E-004   4.83599059E-004
      37       1     1.19840587E+001   1.00002269E+000   1.84561109E-002   1.19999997E+001   0.00000000E+000  -5.53243726E-021   7.97325596E-021  -1.19999997E+001  -1.07321876E-020  -2.16840434E-019   8.67361738E-020   5.08403885E-003   5.54573544E-003  -1.06297743E-002   5.31488460E-003   4.98651528E-004   4.98656332E-004
      38       1     1.19835744E+001   1.00002269E+000   1.90168930E-002   1.19999997E+001   0.00000000E+000  -1.46833865E-020   1.62500148E-020  -1.19999997E+001  -1.53516786E-020   1.30104261E-019   2.16840434E-019   5.23849926E-003   5.71425665E-003  -1.09527559E-002   5.47637534E-003   5.13804296E-004   5.13801399E-004
      39       1     1.19830874E+001   1.00002269E+000   1.95809262E-002   1.19999997E+001   0.00000000E+000   1.56179661E-020  -8.86667306E-021  -1.19999997E+001  -1.03533027E-020   3.03576608E-019  -1.30104261E-019   5.39385396E-003   5.88375609E-003  -1.12776100E-002   5.63880232E-003   5.29044470E-004   5.29034094E-004
      40       1     1.19825975E+001   1.00002269E+000   2.01482145E-002   1.19999997E+001   0.00000000E+000  -1.49082374E-020   3.51848511E-020  -1.19999997E+001   1.00119447E-020   4.33680869E-019   2.60208521E-019   5.55010394E-003   6.05423500E-003  -1.16043389E-002   5.80216669E-003   5.44372193E-004   5.44354047E-004
      41       1     1.19821049E+001   1.00002269E+000   2.07187657E-002   1.19999997E+001   0.00000000E+000   8.21522697E-021  -1.55635066E-020  -1.19999997E+001   1.60576449E-020   4.33680869E-020  -3.46944695E-019   5.70725157E-003   6.22569558E-003  -1.19329472E-002   5.96647072E-003   5.59787680E-004   5.59760928E-004
      42       1     1.19816094E+001   1.00002269E+000   2.12925843E-002   1.19999997E+001   0.00000000E+000   2.63415666E-022  -5.31932969E-020  -1.19999997E+001   5.54411343E-022   8.67361738E-020   8.67361738E-020   5.86529853E-003   6.39813874E-003  -1.22634373E-002   6.13171570E-003   5.75291062E-004   5.75254865E-004
      43       1     1.19811111E+001   1.00002269E+000   2.18696744E-002   1.19999997E+001   0.00000000E+000  -8.12592636E-021  -1.08316199E-020  -1.19999997E+001   6.36562140E-021   1.73472348E-019   0.00000000E+000   6.02424565E-003   6.57156608E-003  -1.25958117E-002   6.29790284E-003   5.90882827E-004   5.90834959E-004
      44       1     1.19806100E+001   1.00002269E+000   2.24500392E-002   1.19999997E+001   0.00000000E+000   4.14449540E-021  -3.81629081E-020  -1.19999997E+001   1.15901393E-021  -2.60208521E-019   4.33680869E-020   6.18409393E-003   6.74597838E-003  -1.29300723E-002   6.46503305E-003   6.06563187E-004   6.06500918E-004
      45       1     1.19801060E+001   1.00002269E+000   2.30336762E-002   1.19999997E+001   0.00000000E+000  -2.12384413E-020   1.59115842E-020  -1.19999997E+001  -8.72486361E-021   8.67361738E-020  -4.33680869E-020   6.34484257E-003   6.92137502E-003  -1.32662176E-002   6.63310562E-003   6.22332597E-004   6.22252419E-004
      46       1     1.19795993E+001   1.00002269E+000   2.36205801E-002   1.19999997E+001   0.00000000E+000   9.91491769E-021  -1.18927686E-020  -1.19999997E+001  -1.60813992E-021   4.33680869E-020   8.67361738E-020   6.50649023E-003   7.09775425E-003  -1.36042445E-002   6.80211898E-003   6.38191190E-004   6.38089166E-004
      47       1     1.19790605E+001   1.00002269E+000   2.42444800E-002   1.19999997E+001   0.00000000E+000  -1.61046689E-020   5.09116949E-020  -1.19999997E+001  -3.96024609E-021   8.67361738E-020   1.30104261E-019   6.67813380E-003   7.28553395E-003  -1.39636677E-002   6.98183048E-003   6.55720269E-004   6.52250433E-004
      48       1     1.19784865E+001   1.00002269E+000   2.49089669E-002   1.19999997E+001   0.00000000E+000  -1.41010410E-020  -2.93608792E-020  -1.19999997E+001   5.55663229E-021  -2.60208521E-019  -4.33680869E-020   6.86074664E-003   7.48578020E-003  -1.43465268E-002   7.17325996E-003   6.70986331E-004   6.69481779E-004
      49       1     1.19779752E+001   1.00002269E+000   2.55013199E-002   1.19999997E+001   0.00000000E+000   5.92419517E-021  -1.08988697E-020  -1.19999997E+001   2.25386070E-020   1.30104261E-019  -4.33680869E-020   7.02556093E-003   7.66205362E-003  -1.46876145E-002   7.34380374E-003   6.88367530E-004   6.86541863E-004
      50       1     1.19774670E+001   1.00002269E+000   2.60900419E-002   1.19999997E+001   0.00000000E+000  -8.24052836E-021  -2.03971572E-020  -1.19999997E+001   6.42681079E-021   4.33680869E-020   4.33680869E-020   7.18775110E-003   7.83888044E-003  -1.50266315E-002   7.51331219E-003   7.03612030E-004   7.04341884E-004
      51       1     1.19769435E+001   1.00002269E+000   2.66962999E-002   1.19999997E+001   0.00000000E+000  -1.52865821E-020  -4.00572758E-020  -1.19999997E+001  -9.69103351E-021  -8.67361738E-020   2.60208521E-019   7.35656332E-003   8.01930673E-003  -1.53758701E-002   7.68793135E-003   7.21076482E-004   7.19069081E-004
      52       1     1.19764066E+001   1.00002269E+000   2.73175180E-002   1.19999997E+001   0.00000000E+000  -2.07336801E-020   9.61142513E-022  -1.19999997E+001   1.00099504E-020  -2.16840434E-019  -1.73472348E-019   7.52969461E-003   8.20435718E-003  -1.57340518E-002   7.86702236E-003   7.26031570E-004   7.40057520E-004
      53       1     1.19758960E+001   1.00002269E+000   2.79088080E-002   1.19999997E+001   0.00000000E+000  -1.53782699E-020  -1.30798141E-020  -1.19999997E+001   4.69640905E-021   0.00000000E+000   8.67361738E-020   7.69061770E-003   8.38406298E-003  -1.60746807E-002   8.03733662E-003   7.43700671E-004   7.51829945E-004
      54       1     1.19753895E+001   1.00002269E+000   2.84956028E-002   1.19999997E+001   0.00000000E+000   9.32449168E-021   3.34933909E-020  -1.19999997E+001  -1.06049634E-020  -4.33680869E-020   0.00000000E+000   7.85221936E-003   8.56033113E-003  -1.64125505E-002   8.20627145E-003   7.60709861E-004   7.68552111E-004
      55       1     1.19748786E+001   1.00002269E+000   2.90876639E-002   1.19999997E+001   0.00000000E+000  -4.65555149E-021  -8.93365401E-021  -1.19999997E+001   1.31055084E-020   1.30104261E-019  -1.30104261E-019   8.01472714E-003   8.73864852E-003  -1.67533757E-002   8.37668397E-003   7.77524304E-004   7.87171971E-004
      56       1     1.19743686E+001   1.00002269E+000   2.96785530E-002   1.19999997E+001   0.00000000E+000  -2.10526145E-020  -4.08932866E-020  -1.19999997E+001   1.01885697E-020   8.67361738E-020  -8.67361738E-020   8.17740581E-003   8.91620252E-003  -1.70936083E-002   8.54680021E-003   7.94664385E-004   8.03851635E-004
      57       1     1.19738536E+001   1.00002269E+000   3.02752898E-002   1.19999997E+001   0.00000000E+000  -8.61712301E-021   4.70690584E-020  -1.19999997E+001  -1.12252545E-021  -8.67361738E-020  -1.73472348E-019   8.34119526E-003   9.09601450E-003  -1.74372098E-002   8.71860083E-003   8.12015606E-004   8.20387544E-004
      58       1     1.19733281E+001   1.00002269E+000   3.08843202E-002   1.19999997E+001   0.00000000E+000  -1.55773567E-020  -2.70796185E-020  -1.19999997E+001   9.52775710E-021   8.67361738E-020  -3.46944695E-019   8.50940605E-003   9.27844115E-003  -1.77878472E-002   8.89391944E-003   8.31456008E-004   8.36941983E-004
      59       1     1.19727989E+001   1.00002269E+000   3.14978114E-002   1.19999997E+001   0.00000000E+000   4.22234344E-021   1.38486371E-020  -1.19999997E+001   2.12246041E-020  -1.73472348E-019   8.67361738E-020   8.67710199E-003   9.46381488E-003  -1.81409169E-002   9.07045411E-003   8.52751247E-004   8.54014114E-004
      60       1     1.19722768E+001   1.00002269E+000   3.21026867E-002   1.19999997E+001   0.00000000E+000  -1.67567974E-020  -1.64148616E-020  -1.19999997E+001   7.38248357E-022  -8.67361738E-020  -8.67361738E-020   8.84331027E-003   9.64588941E-003  -1.84891997E-002   9.24459541E-003   8.71122663E-004   8.70164588E-004
      61       1     1.19717518E+001   1.00002269E+000   3.27110804E-002   1.19999997E+001   0.00000000E+000  -1.29903907E-020  -2.56291573E-020  -1.19999997E+001   6.28901542E-021   1.73472348E-019   2.60208521E-019   9.01126981E-003   9.82824461E-003  -1.88395144E-002   9.41975274E-003   8.86787672E-004   8.89449060E-004
      62       1     1.19712315E+001   1.00002269E+000   3.33141599E-002   1.19999997E+001   0.00000000E+000   1.48220219E-020  -3.55712686E-020  -1.19999997E+001  -3.90084418E-021   1.73472348E-019   3.46944695E-019   9.17691264E-003   1.00097704E-002  -1.91866831E-002   9.59333698E-003   9.04582748E-004   9.07752360E-004
      63       1     1.19707072E+001   1.00002269E+000   3.39217933E-002   1.19999997E+001   0.00000000E+000   1.54815123E-021   5.20490166E-020  -1.19999997E+001  -7.34926193E-021   4.33680869E-019   0.00000000E+000   9.34511076E-003   1.01913659E-002  -1.95364767E-002   9.76823370E-003   9.23318040E-004   9.25906820E-004
      64       1     1.19701788E+001   1.00002269E+000   3.45344154E-002   1.19999997E+001   0.00000000E+000  -1.42521307E-020  -1.95200356E-020  -1.19999997E+001   1.82421036E-020  -8.67361738E-020  -8.67361738E-020   9.51351080E-003   1.03755691E-002  -1.98890799E-002   9.94453526E-003   9.41585829E-004   9.45607388E-004
      65       1     1.19696353E+001   1.00002269E+000   3.51646131E-002   1.19999997E+001   0.00000000E+000  -1.90903152E-020   1.55397252E-020  -1.19999997E+001   1.08449065E-020   0.00000000E+000   0.00000000E+000   9.68623169E-003   1.05654291E-002  -2.02516608E-002   1.01258256E-002   9.61981550E-004   9.66960827E-004
      66       1     1.19691033E+001   1.00002269E+000   3.57813674E-002   1.19999997E+001   0.00000000E+000   2.08244787E-020  -1.97936566E-020  -1.19999997E+001  -1.62666101E-021   8.67361738E-020   0.00000000E+000   9.85479441E-003   1.07518579E-002  -2.06066523E-002   1.03033213E-002   9.79656850E-004   9.86825367E-004
      67       1     1.19685728E+001   1.00002269E+000   3.63963808E-002   1.19999997E+001   0.00000000E+000  -1.49810991E-020   2.53456618E-020  -1.19999997E+001   1.11752825E-020   8.67361738E-020   2.60208521E-019   1.00239117E-002   1.09367526E-002  -2.09606643E-002   1.04803272E-002   9.99241067E-004   1.00467099E-003
      68       1     1.19680420E+001   1.00002269E+000   3.70115783E-002   1.19999997E+001   0.00000000E+000  -8.31264817E-022  -2.21444729E-020  -1.19999997E+001   1.21086265E-020  -4.33680869E-019   8.67361738E-020   1.01935289E-002   1.11213179E-002  -2.13148469E-002   1.06574184E-002   1.01685080E-003   1.02332902E-003
      69       1     1.19675066E+001   1.00002269E+000   3.76321272E-002   1.19999997E+001   0.00000000E+000   3.51611731E-021   4.13125638E-020  -1.19999997E+001  -4.88589738E-021  -6.07153217E-019   1.73472348E-019   1.03638261E-002   1.13083041E-002  -2.16721303E-002   1.08360600E-002   1.03494341E-003   1.04103821E-003
      70       1     1.19669709E+001   1.00002269E+000   3.82530854E-002   1.19999997E+001   0.00000000E+000   1.34942109E-021  -2.59205317E-020  -1.19999997E+001   1.41007411E-021  -8.67361738E-020   3.46944695E-019   1.05355377E-002   1.14940536E-002  -2.20295914E-002   1.10147905E-002   1.05387336E-003   1.05974602E-003
      71       1     1.19664225E+001   1.00002269E+000   3.88888270E-002   1.19999997E+001   0.00000000E+000   2.97588837E-020   3.89416366E-020  -1.19999997E+001   6.49181684E-021  -1.73472348E-019   8.67361738E-020   1.07096410E-002   1.16858981E-002  -2.23955391E-002   1.11977642E-002   1.07279905E-003   1.07907441E-003
      72       1     1.19658733E+001   1.00002269E+000   3.95254614E-002   1.19999997E+001   0.00000000E+000  -2.08137667E-020   2.75461897E-020  -1.19999997E+001   8.20035840E-022   0.00000000E+000   2.60208521E-019   1.08853939E-002   1.18765947E-002  -2.27619886E-002   1.13809889E-002   1.09229192E-003   1.09877642E-003
      73       1     1.19653151E+001   1.00002269E+000   4.01727987E-002   1.19999997E+001   0.00000000E+000  -1.82646649E-021  -3.66200095E-020  -1.19999997E+001  -3.02636021E-020   4.33680869E-019   0.00000000E+000   1.10601504E-002   1.20743682E-002  -2.31345186E-002   1.15672539E-002   1.11016436E-003   1.12062542E-003
      74       1     1.19647728E+001   1.00002269E+000   4.08012391E-002   1.19999997E+001   0.00000000E+000   1.73861164E-020   2.57965787E-020  -1.19999997E+001  -5.01564066E-021  -4.33680869E-019  -8.67361738E-020   1.12332545E-002   1.22631227E-002  -2.34963771E-002   1.17481830E-002   1.12871079E-003   1.13795874E-003
      75       1     1.19642253E+001   1.00002269E+000   4.14359327E-002   1.19999997E+001   0.00000000E+000   1.32156372E-020  -2.27687667E-020  -1.19999997E+001  -1.04402084E-020   8.67361738E-020   0.00000000E+000   1.14085279E-002   1.24532550E-002  -2.38617830E-002   1.19308858E-002   1.14757172E-003   1.15664958E-003
      76       1     1.19636761E+001   1.00002269E+000   4.20724889E-002   1.19999997E+001   0.00000000E+000   2.08252490E-020   6.86201739E-020  -1.19999997E+001  -1.71085973E-020  -3.46944695E-019   0.00000000E+000   1.15842956E-002   1.26439773E-002  -2.42282730E-002   1.21141308E-002   1.16614715E-003   1.17547336E-003
      77       1     1.19631221E+001   1.00002269E+000   4.27145340E-002   1.19999997E+001   0.00000000E+000   4.83903760E-021   5.03320791E-021  -1.19999997E+001  -2.25625196E-020   0.00000000E+000  -3.46944695E-019   1.17608076E-002   1.28371622E-002  -2.45979698E-002   1.22989791E-002   1.18477759E-003   1.19324482E-003
      78       1     1.19625518E+001   1.00002269E+000   4.33756646E-002   1.19999997E+001   0.00000000E+000  -2.20861489E-020  -5.47726742E-020  -1.19999997E+001   8.11991509E-021   0.00000000E+000   1.73472348E-019   1.19420766E-002   1.30364911E-002  -2.49785677E-002   1.24892779E-002   1.20543450E-003   1.21170221E-003
      79       1     1.19619942E+001   1.00002269E+000   4.40217728E-002   1.19999997E+001   0.00000000E+000   2.49068218E-021  -3.93401309E-020  -1.19999997E+001  -2.49511380E-020   0.00000000E+000  -3.46944695E-019   1.21207567E-002   1.32299619E-002  -2.53507186E-002   1.26753532E-002   1.22368763E-003   1.22816394E-003
