   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.79187718E+003   2.80109565E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.79460240E+003   0.00000000E+000   2.80040316E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.81355113E+003   2.82182530E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.81605384E+003   0.00000000E+000   2.82127236E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84591619E+003   2.85419632E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84835696E+003   0.00000000E+000   2.85364681E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84671040E+003   2.85490861E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84910672E+003   0.00000000E+000   2.85438189E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84748814E+003   2.85560309E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84984014E+003   0.00000000E+000   2.85510052E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84826389E+003   2.85629322E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85057170E+003   0.00000000E+000   2.85581578E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84903435E+003   2.85697528E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85129730E+003   0.00000000E+000   2.85652385E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84978881E+003   2.85763930E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85200645E+003   0.00000000E+000   2.85721446E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.85052388E+003   2.85828170E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85269533E+003   0.00000000E+000   2.85788397E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.85124141E+003   2.85890457E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85336685E+003   0.00000000E+000   2.85853463E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.85195160E+003   2.85951688E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85402901E+003   0.00000000E+000   2.85917394E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.85264455E+003   2.86011062E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85467211E+003   0.00000000E+000   2.85979227E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.85332796E+003   2.86069268E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85530414E+003   0.00000000E+000   2.86039725E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.85400372E+003   2.86126353E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85592763E+003   0.00000000E+000   2.86099134E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      15   0.00000000E+000   2.85467331E+003   2.86182483E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85654456E+003   0.00000000E+000   2.86157625E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      16   0.00000000E+000   2.85533647E+003   2.86237615E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85715364E+003   0.00000000E+000   2.86215091E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      17   0.00000000E+000   2.85598692E+003   2.86291169E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85774931E+003   0.00000000E+000   2.86270946E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      18   0.00000000E+000   2.85659832E+003   2.86340722E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85830664E+003   0.00000000E+000   2.86322826E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      19   0.00000000E+000   2.85718671E+003   2.86387697E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85883774E+003   0.00000000E+000   2.86372136E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      20   0.00000000E+000   2.85777273E+003   2.86434084E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85936297E+003   0.00000000E+000   2.86420914E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      21   0.00000000E+000   2.85835204E+003   2.86479861E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85988189E+003   0.00000000E+000   2.86469076E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      22   0.00000000E+000   2.85892182E+003   2.86524799E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86039236E+003   0.00000000E+000   2.86516380E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      23   0.00000000E+000   2.85947758E+003   2.86568369E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86089085E+003   0.00000000E+000   2.86562409E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      24   0.00000000E+000   2.86002701E+003   2.86611407E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86138580E+003   0.00000000E+000   2.86607910E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      25   0.00000000E+000   2.86057096E+003   2.86654043E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86187941E+003   0.00000000E+000   2.86652939E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      26   0.00000000E+000   2.86111053E+003   2.86696565E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86237376E+003   0.00000000E+000   2.86697697E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      27   0.00000000E+000   2.86164233E+003   2.86738769E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86286508E+003   0.00000000E+000   2.86741835E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      28   0.00000000E+000   2.86216212E+003   2.86780251E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86334996E+003   0.00000000E+000   2.86785053E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      29   0.00000000E+000   2.86266853E+003   2.86820921E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86382759E+003   0.00000000E+000   2.86827259E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      30   0.00000000E+000   2.86316310E+003   2.86860860E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86429773E+003   0.00000000E+000   2.86868437E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      31   0.00000000E+000   2.86364825E+003   2.86900416E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86476324E+003   0.00000000E+000   2.86908896E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      32   0.00000000E+000   2.86412557E+003   2.86939594E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86522560E+003   0.00000000E+000   2.86948799E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      33   0.00000000E+000   2.86459726E+003   2.86978809E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86568750E+003   0.00000000E+000   2.86988458E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      34   0.00000000E+000   2.86506171E+003   2.87017769E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86614621E+003   0.00000000E+000   2.87027601E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      35   0.00000000E+000   2.86551634E+003   2.87056176E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86659586E+003   0.00000000E+000   2.87065601E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      36   0.00000000E+000   2.86596433E+003   2.87094055E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86703614E+003   0.00000000E+000   2.87102456E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      37   0.00000000E+000   2.86641143E+003   2.87131734E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86747071E+003   0.00000000E+000   2.87138629E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      38   0.00000000E+000   2.86686196E+003   2.87169330E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86790165E+003   0.00000000E+000   2.87174285E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      39   0.00000000E+000   2.86731431E+003   2.87206058E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86832404E+003   0.00000000E+000   2.87209194E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      40   0.00000000E+000   2.86779689E+003   2.87244087E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86874944E+003   0.00000000E+000   2.87245224E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      41   0.00000000E+000   2.86832505E+003   2.87286376E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86919156E+003   0.00000000E+000   2.87284796E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      42   0.00000000E+000   2.86885405E+003   2.87331651E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86964061E+003   0.00000000E+000   2.87326976E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
