   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850145E+003   5.32355803E-002   2.84783104E+003   2.84777780E+003  -5.97283019E-002  -1.66697335E+002  -1.66637606E+002   2.84778737E+003  -5.01576630E-002   2.84783753E+003   4.36649414E-002  -1.66687764E+002  -1.66644099E+002
       2       1     1.19999997E+001   7.18828598E+003   5.12833345E-002   2.84771612E+003   2.84766484E+003  -5.37486198E-002  -1.66746548E+002  -1.66692799E+002   2.84766647E+003  -5.21164452E-002   2.84771859E+003   4.96511600E-002  -1.66744916E+002  -1.66695264E+002
       3       1     1.19999997E+001   7.18806734E+003   4.93019631E-002   2.84759951E+003   2.84755021E+003  -4.76806986E-002  -1.66796485E+002  -1.66748804E+002   2.84754379E+003  -5.41035326E-002   2.84759789E+003   5.57247972E-002  -1.66802908E+002  -1.66747183E+002
       4       1     1.19999997E+001   7.18784711E+003   4.73059636E-002   2.84748206E+003   2.84743475E+003  -4.15685001E-002  -1.66846785E+002  -1.66805216E+002   2.84742022E+003  -5.61048084E-002   2.84747632E+003   6.18422719E-002  -1.66861321E+002  -1.66799479E+002
       5       1     1.19999997E+001   7.18762530E+003   4.52953187E-002   2.84736376E+003   2.84731846E+003  -3.54120145E-002  -1.66897447E+002  -1.66862035E+002   2.84729575E+003  -5.81202704E-002   2.84735387E+003   6.80035746E-002  -1.66920155E+002  -1.66852152E+002
       6       1     1.19999997E+001   7.18740190E+003   4.32699981E-002   2.84724461E+003   2.84720134E+003  -2.92112073E-002  -1.66948472E+002  -1.66919261E+002   2.84717040E+003  -6.01499372E-002   2.84723055E+003   7.42087281E-002  -1.66979411E+002  -1.66905202E+002
       7       1     1.19999997E+001   7.18717691E+003   4.12299701E-002   2.84712461E+003   2.84708338E+003  -2.29660513E-002  -1.66999860E+002  -1.66976894E+002   2.84704415E+003  -6.21938215E-002   2.84710635E+003   8.04577403E-002  -1.67039088E+002  -1.66958630E+002
       8       1     1.19999997E+001   7.18695033E+003   3.91752146E-002   2.84700376E+003   2.84696459E+003  -1.66765446E-002  -1.67051611E+002  -1.67034934E+002   2.84691701E+003  -6.42519275E-002   2.84698127E+003   8.67505975E-002  -1.67099186E+002  -1.67012436E+002
       9       1     1.19999997E+001   7.18672217E+003   3.71057123E-002   2.84688207E+003   2.84684497E+003  -1.03426932E-002  -1.67103725E+002  -1.67093382E+002   2.84678898E+003  -6.63242541E-002   2.84685531E+003   9.30872731E-002  -1.67159706E+002  -1.67066619E+002
      10       1     1.19999997E+001   7.18649243E+003   3.50214460E-002   2.84675953E+003   2.84672451E+003  -3.96450151E-003  -1.67156201E+002  -1.67152237E+002   2.84666006E+003  -6.84108093E-002   2.84672847E+003   9.94677538E-002  -1.67220648E+002  -1.67121180E+002
      11       1     1.19999997E+001   7.18626109E+003   3.29223841E-002   2.84663614E+003   2.84660322E+003   2.45803729E-003  -1.67209040E+002  -1.67211499E+002   2.84653025E+003  -7.05116086E-002   2.84660076E+003   1.05892030E-001  -1.67282010E+002  -1.67176118E+002
      12       1     1.19999997E+001   7.18602817E+003   3.08085137E-002   2.84651191E+003   2.84648110E+003   8.92489668E-003  -1.67262242E+002  -1.67271167E+002   2.84639955E+003  -7.26266636E-002   2.84647217E+003   1.12360074E-001  -1.67343794E+002  -1.67231434E+002
      13       1     1.19999997E+001   7.18579367E+003   2.86798127E-002   2.84638682E+003   2.84635814E+003   1.54360697E-002  -1.67315807E+002  -1.67331243E+002   2.84626795E+003  -7.47559937E-002   2.84634271E+003   1.18871876E-001  -1.67405999E+002  -1.67287127E+002
      14       1     1.19999997E+001   7.18555757E+003   2.65362486E-002   2.84626089E+003   2.84623435E+003   2.19915652E-002  -1.67369734E+002  -1.67391726E+002   2.84613546E+003  -7.68996190E-002   2.84621236E+003   1.25427433E-001  -1.67468625E+002  -1.67343198E+002
      15       1     1.19999997E+001   7.18531990E+003   2.43777895E-002   2.84613411E+003   2.84610973E+003   2.85913946E-002  -1.67424024E+002  -1.67452616E+002   2.84600208E+003  -7.90575645E-002   2.84608114E+003   1.32026749E-001  -1.67531673E+002  -1.67399646E+002
      16       1     1.19999997E+001   7.18508063E+003   2.22044013E-002   2.84600648E+003   2.84598428E+003   3.52355646E-002  -1.67478677E+002  -1.67513913E+002   2.84586781E+003  -8.12298516E-002   2.84594904E+003   1.38669818E-001  -1.67595143E+002  -1.67456473E+002
      17       1     1.19999997E+001   7.18483978E+003   2.00160593E-002   2.84587801E+003   2.84585799E+003   4.19240651E-002  -1.67533693E+002  -1.67575617E+002   2.84573265E+003  -8.34165020E-002   2.84581607E+003   1.45356626E-001  -1.67659033E+002  -1.67513677E+002
      18       1     1.19999997E+001   7.18459734E+003   1.78127695E-002   2.84574869E+003   2.84573087E+003   4.86568310E-002  -1.67589071E+002  -1.67637728E+002   2.84559660E+003  -8.56175097E-002   2.84568222E+003   1.52087110E-001  -1.67723345E+002  -1.67571258E+002
      19       1     1.19999997E+001   7.18435333E+003   1.55945076E-002   2.84561852E+003   2.84560292E+003   5.54338375E-002  -1.67644811E+002  -1.67700244E+002   2.84545966E+003  -8.78328539E-002   2.84554749E+003   1.58861199E-001  -1.67788077E+002  -1.67629216E+002
      20       1     1.19999997E+001   7.18410773E+003   1.33612277E-002   2.84548750E+003   2.84547414E+003   6.22551111E-002  -1.67700912E+002  -1.67763168E+002   2.84532183E+003  -9.00625279E-002   2.84541189E+003   1.65678867E-001  -1.67853230E+002  -1.67687551E+002
      21       1     1.19999997E+001   7.18386054E+003   1.11129165E-002   2.84535564E+003   2.84534453E+003   6.91206632E-002  -1.67757376E+002  -1.67826497E+002   2.84518310E+003  -9.23065369E-002   2.84527541E+003   1.72540117E-001  -1.67918804E+002  -1.67746263E+002
      22       1     1.19999997E+001   7.18361177E+003   8.84956802E-003   2.84522294E+003   2.84521409E+003   7.60304961E-002  -1.67814202E+002  -1.67890233E+002   2.84504349E+003  -9.45648883E-002   2.84513806E+003   1.79444952E-001  -1.67984798E+002  -1.67805353E+002
      23       1     1.19999997E+001   7.18336142E+003   6.57117731E-003   2.84508938E+003   2.84508281E+003   8.29846059E-002  -1.67871391E+002  -1.67954375E+002   2.84490299E+003  -9.68375916E-002   2.84499983E+003   1.86393375E-001  -1.68051213E+002  -1.67864819E+002
      24       1     1.19999997E+001   7.18310949E+003   4.27774094E-003   2.84495498E+003   2.84495070E+003   8.99829981E-002  -1.67928941E+002  -1.68018924E+002   2.84476160E+003  -9.91246748E-002   2.84486072E+003   1.93385414E-001  -1.68118048E+002  -1.67924663E+002
      25       1     1.19999997E+001   7.18285597E+003   1.96926376E-003   2.84481973E+003   2.84481777E+003   9.70256689E-002  -1.67986853E+002  -1.68083879E+002   2.84461931E+003  -1.01426186E-001   2.84472074E+003   2.00421119E-001  -1.68185305E+002  -1.67984884E+002
      26       1     1.19999997E+001   7.18260087E+003  -3.54237127E-004   2.84468364E+003   2.84468399E+003   1.04112611E-001  -1.68045128E+002  -1.68149240E+002   2.84447614E+003  -1.03742182E-001   2.84457988E+003   2.07500556E-001  -1.68252983E+002  -1.68045482E+002
