    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850035E+003   3.49400786E-021   1.29277128E-020  -1.19999997E+001  -3.36466664E-021   1.50583635E-019  -7.52918175E-020  -6.98629060E+003  -6.98629524E+003  -1.41660935E+004  -2.04124521E+002  -5.90180125E-003   1.67310853E-002   4.38067863E-004   1.19996226E+001   0.00000000E+000   7.67614275E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828386E+003  -5.99335257E-021   2.24416721E-020  -1.19999997E+001  -9.47308491E-022   3.76459088E-020  -3.76459088E-020  -6.98635855E+003  -6.98637551E+003  -1.41659453E+004  -2.04189960E+002  -7.58746294E-003   3.15430087E-002   8.82333794E-004   1.19992402E+001   0.00000000E+000   7.73024838E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806422E+003  -1.41545179E-021   1.56556676E-020  -1.19999997E+001  -3.91333216E-021   3.76459088E-020   7.52918175E-020  -6.98642750E+003  -6.98645695E+003  -1.41657949E+004  -2.04256354E+002  -9.29870962E-003   4.65716435E-002   1.33309088E-003   1.19988521E+001   0.00000000E+000   7.78438447E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784296E+003  -5.72475223E-021   1.11097285E-020  -1.19999997E+001   5.46882161E-021   7.52918175E-020   3.76459088E-020  -6.98649695E+003  -6.98653899E+003  -1.41656434E+004  -2.04323237E+002  -1.10227921E-002   6.17103755E-002   1.78715843E-003   1.19984613E+001   0.00000000E+000   7.83853857E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762009E+003   1.31297644E-021  -7.08086709E-021  -1.19999997E+001   1.75891664E-021   3.76459088E-020  -7.52918175E-020  -6.98656691E+003  -6.98662163E+003  -1.41654908E+004  -2.04390607E+002  -1.27597074E-002   7.69591191E-002   2.24453543E-003   1.19980675E+001   0.00000000E+000   7.89271011E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18739561E+003   9.40202601E-021   8.28377045E-021  -1.19999997E+001  -5.76822499E-021  -3.76459088E-020  -7.52918175E-020  -6.98663737E+003  -6.98670486E+003  -1.41653371E+004  -2.04458463E+002  -1.45094344E-002   9.23177912E-002   2.70521542E-003   1.19976710E+001   0.00000000E+000   7.94689814E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18716953E+003  -4.88102167E-021   2.54490876E-021  -1.19999997E+001   9.61169107E-021  -1.12937726E-019   3.76459088E-020  -6.98670834E+003  -6.98678869E+003  -1.41651823E+004  -2.04526805E+002  -1.62719782E-002   1.07786204E-001   3.16919276E-003   1.19972716E+001   0.00000000E+000   8.00110164E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18694185E+003   1.36283010E-020  -1.09107421E-020  -1.19999997E+001   3.45899000E-021   0.00000000E+000  -7.52918175E-020  -6.98677981E+003  -6.98687311E+003  -1.41650264E+004  -2.04595633E+002  -1.80473577E-002   1.23364398E-001   3.63646548E-003   1.19968694E+001   0.00000000E+000   8.05532001E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18671256E+003   3.67864254E-021   6.10632250E-021  -1.19999997E+001   9.23323754E-021  -3.76459088E-020   3.76459088E-020  -6.98685179E+003  -6.98695813E+003  -1.41648694E+004  -2.04664946E+002  -1.98355835E-002   1.39052399E-001   4.10703595E-003   1.19964643E+001   0.00000000E+000   8.10955325E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18648167E+003   1.67437655E-021  -1.94216057E-020  -1.19999997E+001  -4.68408075E-021   7.52918175E-020  -7.52918175E-020  -6.98692427E+003  -6.98704374E+003  -1.41647114E+004  -2.04734745E+002  -2.16367147E-002   1.54850342E-001   4.58090597E-003   1.19960564E+001   0.00000000E+000   8.16380127E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18624917E+003  -6.38339120E-021  -6.93542835E-021  -1.19999997E+001  -5.51975666E-021   0.00000000E+000  -3.76459088E-020  -6.98699726E+003  -6.98712996E+003  -1.41645522E+004  -2.04805031E+002  -2.34507663E-002   1.70758228E-001   5.05807708E-003   1.19956457E+001   0.00000000E+000   8.21806400E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
