   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850027E+003   7.66578894E-002   2.84784105E+003   2.84776440E+003  -8.20948220E-002  -1.66710393E+002  -1.66628298E+002   2.84777925E+003  -6.72429668E-002   2.84784649E+003   6.18060342E-002  -1.66695541E+002  -1.66633735E+002
       2       1     1.19999997E+001   7.18828371E+003   9.84639889E-002   2.84773635E+003   2.84763789E+003  -9.87978874E-002  -1.66772828E+002  -1.66674030E+002   2.84765017E+003  -8.65188093E-002   2.84773668E+003   8.61849108E-002  -1.66760549E+002  -1.66674364E+002
       3       1     1.19999997E+001   7.18806396E+003   1.20586758E-001   2.84763011E+003   2.84750952E+003  -1.15739303E-001  -1.66836178E+002  -1.66720439E+002   2.84751919E+003  -1.06065752E-001   2.84762526E+003   1.10913207E-001  -1.66826504E+002  -1.66715591E+002
       4       1     1.19999997E+001   7.18784261E+003   1.42871611E-001   2.84752308E+003   2.84738021E+003  -1.32804505E-001  -1.66899993E+002  -1.66767189E+002   2.84738726E+003  -1.25754435E-001   2.84751302E+003   1.35821541E-001  -1.66892943E+002  -1.66757122E+002
       5       1     1.19999997E+001   7.18761962E+003   1.65323393E-001   2.84741527E+003   2.84724995E+003  -1.49998888E-001  -1.66964281E+002  -1.66814282E+002   2.84725435E+003  -1.45592681E-001   2.84739995E+003   1.60917185E-001  -1.66959875E+002  -1.66798957E+002
       6       1     1.19999997E+001   7.18739500E+003   1.87941649E-001   2.84730667E+003   2.84711872E+003  -1.67321397E-001  -1.67029042E+002  -1.66861721E+002   2.84712047E+003  -1.65578801E-001   2.84728605E+003   1.86199053E-001  -1.67027300E+002  -1.66841101E+002
       7       1     1.19999997E+001   7.18716877E+003   2.10721304E-001   2.84719728E+003   2.84698656E+003  -1.84767384E-001  -1.67094266E+002  -1.66909499E+002   2.84698562E+003  -1.85706084E-001   2.84717133E+003   2.11660004E-001  -1.67095205E+002  -1.66883545E+002
       8       1     1.19999997E+001   7.18694088E+003   2.33670846E-001   2.84708710E+003   2.84685343E+003  -2.02342395E-001  -1.67159973E+002  -1.66957630E+002   2.84684979E+003  -2.05981295E-001   2.84705577E+003   2.37309746E-001  -1.67163612E+002  -1.66926302E+002
       9       1     1.19999997E+001   7.18671138E+003   2.56783837E-001   2.84697613E+003   2.84671935E+003  -2.20042187E-001  -1.67226144E+002  -1.67006102E+002   2.84671299E+003  -2.26398970E-001   2.84693939E+003   2.63140620E-001  -1.67232501E+002  -1.66969361E+002
      10       1     1.19999997E+001   7.18648025E+003   2.80060635E-001   2.84686438E+003   2.84658432E+003  -2.37866722E-001  -1.67292785E+002  -1.67054918E+002   2.84657523E+003  -2.46958411E-001   2.84682218E+003   2.89152324E-001  -1.67301876E+002  -1.67012724E+002
      11       1     1.19999997E+001   7.18624750E+003   3.03501758E-001   2.84675184E+003   2.84644834E+003  -2.55816944E-001  -1.67359895E+002  -1.67104078E+002   2.84643649E+003  -2.67663013E-001   2.84670415E+003   3.15347826E-001  -1.67371741E+002  -1.67056393E+002
      12       1     1.19999997E+001   7.18601316E+003   3.27103409E-001   2.84663853E+003   2.84631143E+003  -2.73889252E-001  -1.67427465E+002  -1.67153576E+002   2.84629681E+003  -2.88507639E-001   2.84658531E+003   3.41721795E-001  -1.67442083E+002  -1.67100361E+002
      13       1     1.19999997E+001   7.18577719E+003   3.50869611E-001   2.84652443E+003   2.84617356E+003  -2.92087734E-001  -1.67495506E+002  -1.67203418E+002   2.84615615E+003  -3.09497348E-001   2.84646565E+003   3.68279225E-001  -1.67512915E+002  -1.67144636E+002
      14       1     1.19999997E+001   7.18553962E+003   3.74798009E-001   2.84640955E+003   2.84603475E+003  -3.10410382E-001  -1.67564010E+002  -1.67253600E+002   2.84601454E+003  -3.30628797E-001   2.84634516E+003   3.95016423E-001  -1.67584229E+002  -1.67189212E+002
      15       1     1.19999997E+001   7.18530041E+003   3.98893636E-001   2.84629388E+003   2.84589499E+003  -3.28861994E-001  -1.67632989E+002  -1.67304127E+002   2.84587194E+003  -3.51908153E-001   2.84622385E+003   4.21939795E-001  -1.67656035E+002  -1.67234095E+002
      16       1     1.19999997E+001   7.18505958E+003   4.23152782E-001   2.84617743E+003   2.84575428E+003  -3.47436926E-001  -1.67702435E+002  -1.67354998E+002   2.84572839E+003  -3.73325430E-001   2.84610172E+003   4.49041286E-001  -1.67728323E+002  -1.67279282E+002
      17       1     1.19999997E+001   7.18481715E+003   4.47573979E-001   2.84606020E+003   2.84561263E+003  -3.66135645E-001  -1.67772344E+002  -1.67406208E+002   2.84558388E+003  -3.94885470E-001   2.84597877E+003   4.76323803E-001  -1.67801094E+002  -1.67324770E+002
      18       1     1.19999997E+001   7.18457307E+003   4.72161900E-001   2.84594218E+003   2.84547002E+003  -3.84962527E-001  -1.67842729E+002  -1.67457767E+002   2.84543839E+003  -4.16594059E-001   2.84585498E+003   5.03793433E-001  -1.67874361E+002  -1.67370567E+002
      19       1     1.19999997E+001   7.18432731E+003   4.96920916E-001   2.84582334E+003   2.84532642E+003  -4.03920578E-001  -1.67913602E+002  -1.67509681E+002   2.84529189E+003  -4.38452212E-001   2.84573034E+003   5.31452549E-001  -1.67948134E+002  -1.67416681E+002
      20       1     1.19999997E+001   7.18407993E+003   5.21844839E-001   2.84570371E+003   2.84518186E+003  -4.23004205E-001  -1.67984945E+002  -1.67561941E+002   2.84514442E+003  -4.60452788E-001   2.84560487E+003   5.59293422E-001  -1.68022394E+002  -1.67463100E+002
      21       1     1.19999997E+001   7.18383091E+003   5.46933045E-001   2.84558329E+003   2.84503636E+003  -4.42213768E-001  -1.68056759E+002  -1.67614545E+002   2.84499597E+003  -4.82599850E-001   2.84547857E+003   5.87319127E-001  -1.68097145E+002  -1.67509826E+002
      22       1     1.19999997E+001   7.18358028E+003   5.72184741E-001   2.84546209E+003   2.84488991E+003  -4.61549488E-001  -1.68129039E+002  -1.67667490E+002   2.84484656E+003  -5.04893780E-001   2.84535146E+003   6.15529034E-001  -1.68172383E+002  -1.67556854E+002
      23       1     1.19999997E+001   7.18332806E+003   5.97597336E-001   2.84534012E+003   2.84474252E+003  -4.81008959E-001  -1.68201779E+002  -1.67720770E+002   2.84469620E+003  -5.27330586E-001   2.84522353E+003   6.43918964E-001  -1.68248101E+002  -1.67604182E+002
      24       1     1.19999997E+001   7.18307424E+003   6.23170128E-001   2.84521737E+003   2.84459420E+003  -5.00589660E-001  -1.68274982E+002  -1.67774392E+002   2.84454488E+003  -5.49907063E-001   2.84509479E+003   6.72487531E-001  -1.68324299E+002  -1.67651811E+002
      25       1     1.19999997E+001   7.18281880E+003   6.48908004E-001   2.84509385E+003   2.84444494E+003  -5.20297494E-001  -1.68348651E+002  -1.67828353E+002   2.84439261E+003  -5.72628470E-001   2.84496523E+003   7.01238980E-001  -1.68400982E+002  -1.67699743E+002
