    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850055E+003  -2.64458599E-021   2.61116129E-020  -1.19999997E+001  -5.19794517E-021   2.35286930E-020  -3.29401702E-020  -6.98629662E+003  -6.98628908E+003  -1.41660937E+004  -2.04124460E+002   6.33524892E-004   1.57199547E-003   4.35293905E-004   1.19996230E+001   0.00000000E+000   7.67609168E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828425E+003  -1.12475022E-020   6.08508818E-021  -1.19999997E+001   3.58287020E-021  -9.41147719E-021  -1.41172158E-020  -6.98637069E+003  -6.98636311E+003  -1.41659456E+004  -2.04189843E+002   5.57431967E-003   1.01515845E-003   8.76792279E-004   1.19992409E+001   0.00000000E+000   7.73015158E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806479E+003  -2.09473438E-021   1.94429629E-021  -1.19999997E+001  -1.00674235E-020  -5.17631246E-020   1.41172158E-020  -6.98644583E+003  -6.98643822E+003  -1.41657953E+004  -2.04256180E+002   1.05873918E-002   4.49635723E-004   1.32473667E-003   1.19988532E+001   0.00000000E+000   7.78424251E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784373E+003   2.19188726E-021   1.76508841E-020  -1.19999997E+001  -9.30429757E-021  -9.41147719E-021   1.41172158E-020  -6.98652154E+003  -6.98651387E+003  -1.41656440E+004  -2.04323004E+002   1.56371840E-002  -1.20235934E-004   1.77596485E-003   1.19984626E+001   0.00000000E+000   7.83835100E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762106E+003  -7.35601953E-021   4.58535940E-021  -1.19999997E+001   1.87817502E-021   2.82344316E-020   0.00000000E+000  -6.98659779E+003  -6.98659008E+003  -1.41654915E+004  -2.04390314E+002   2.07236681E-002  -6.94460114E-004   2.23047654E-003   1.19980693E+001   0.00000000E+000   7.89247647E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18739679E+003  -6.24647019E-021   4.82221525E-020  -1.19999997E+001   8.39044407E-021  -1.88229544E-020   4.70573860E-021  -6.98667459E+003  -6.98666684E+003  -1.41653379E+004  -2.04458110E+002   2.58468098E-002  -1.27302863E-003   2.68826558E-003   1.19976731E+001   0.00000000E+000   7.94661801E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717091E+003   4.30670652E-021   1.19277003E-021  -1.19999997E+001  -5.05905404E-022   4.70573860E-021   2.35286930E-020  -6.98675194E+003  -6.98674414E+003  -1.41651833E+004  -2.04526390E+002   3.10065335E-002  -1.85591810E-003   3.14932732E-003   1.19972740E+001   0.00000000E+000   8.00077472E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18694344E+003   5.68589736E-021  -1.82378426E-020  -1.19999997E+001   1.04010165E-020  -9.41147719E-021   9.41147719E-021  -6.98682984E+003  -6.98682199E+003  -1.41650275E+004  -2.04595155E+002   3.62028598E-002  -2.44313848E-003   3.61365989E-003   1.19968722E+001   0.00000000E+000   8.05494609E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18671436E+003  -1.32199097E-020   4.94657327E-021  -1.19999997E+001  -9.87718926E-022  -2.82344316E-020   1.41172158E-020  -6.98690829E+003  -6.98690039E+003  -1.41648707E+004  -2.04664404E+002   4.14357879E-002  -3.03469058E-003   4.08126316E-003   1.19964675E+001   0.00000000E+000   8.10913182E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18648369E+003  -1.77915636E-021  -1.89170219E-020  -1.19999997E+001   1.09082469E-020   0.00000000E+000  -1.41172158E-020  -6.98698729E+003  -6.98697934E+003  -1.41647127E+004  -2.04734138E+002   4.67053351E-002  -3.63055405E-003   4.55214108E-003   1.19960600E+001   0.00000000E+000   8.16333212E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18625141E+003   7.72430160E-023   1.02399862E-020  -1.19999997E+001  -3.64983572E-022  -4.70573860E-021   5.17631246E-020  -6.98706684E+003  -6.98705884E+003  -1.41645537E+004  -2.04804357E+002   5.20115110E-002  -4.23075506E-003   5.02629496E-003   1.19956496E+001   0.00000000E+000   8.21754689E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
