   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850250E+003   5.32458956E-002   2.84782953E+003   2.84777628E+003  -6.54493640E-002  -1.66699165E+002  -1.66633715E+002   2.84778847E+003  -5.32603624E-002   2.84784173E+003   4.10568939E-002  -1.66686976E+002  -1.66645919E+002
       2       1     1.19999997E+001   7.18828799E+003   5.13060380E-002   2.84771303E+003   2.84766172E+003  -6.52727985E-002  -1.66750257E+002  -1.66684984E+002   2.84766863E+003  -5.83652795E-002   2.84772700E+003   4.43985189E-002  -1.66743349E+002  -1.66698951E+002
       3       1     1.19999997E+001   7.18807034E+003   4.93376993E-002   2.84759482E+003   2.84754549E+003  -6.50936023E-002  -1.66802099E+002  -1.66737005E+002   2.84754704E+003  -6.35453063E-002   2.84761058E+003   4.77894032E-002  -1.66800550E+002  -1.66752761E+002
       4       1     1.19999997E+001   7.18785112E+003   4.73552210E-002   2.84747576E+003   2.84742841E+003  -6.49131874E-002  -1.66854316E+002  -1.66789403E+002   2.84742456E+003  -6.87630433E-002   2.84749332E+003   5.12050769E-002  -1.66858166E+002  -1.66806961E+002
       5       1     1.19999997E+001   7.18763032E+003   4.53586135E-002   2.84735585E+003   2.84731049E+003  -6.47315579E-002  -1.66906908E+002  -1.66842177E+002   2.84730120E+003  -7.40185002E-002   2.84737522E+003   5.46455558E-002  -1.66916195E+002  -1.66861550E+002
       6       1     1.19999997E+001   7.18740795E+003   4.33478715E-002   2.84723507E+003   2.84719172E+003  -6.45487125E-002  -1.66959877E+002  -1.66895328E+002   2.84717696E+003  -7.93117138E-002   2.84725627E+003   5.81108727E-002  -1.66974640E+002  -1.66916529E+002
       7       1     1.19999997E+001   7.18718400E+003   4.13229952E-002   2.84711344E+003   2.84707212E+003  -6.43646518E-002  -1.67013221E+002  -1.66948856E+002   2.84705184E+003  -8.46427116E-002   2.84713648E+003   6.16010550E-002  -1.67033499E+002  -1.66971898E+002
       8       1     1.19999997E+001   7.18695847E+003   3.92839930E-002   2.84699095E+003   2.84695167E+003  -6.41793778E-002  -1.67066941E+002  -1.67002761E+002   2.84692584E+003  -9.00115044E-002   2.84701585E+003   6.51161196E-002  -1.67092773E+002  -1.67027657E+002
       9       1     1.19999997E+001   7.18673137E+003   3.72308780E-002   2.84686761E+003   2.84683038E+003  -6.39928932E-002  -1.67121037E+002  -1.67057044E+002   2.84679895E+003  -9.54180911E-002   2.84689437E+003   6.86560758E-002  -1.67152462E+002  -1.67083806E+002
      10       1     1.19999997E+001   7.18650270E+003   3.51636619E-002   2.84674340E+003   2.84670824E+003  -6.38052009E-002  -1.67175509E+002  -1.67111703E+002   2.84667118E+003  -1.00862474E-001   2.84677205E+003   7.22209350E-002  -1.67212566E+002  -1.67140345E+002
