   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.78635085E+003   2.78451420E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.78459959E+003   0.00000000E+000   2.78843133E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.80842203E+003   2.80671928E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.80681915E+003   0.00000000E+000   2.81031612E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84059945E+003   2.83883214E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.83904019E+003   0.00000000E+000   2.84258038E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84132060E+003   2.83955739E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.83977483E+003   0.00000000E+000   2.84331270E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84202681E+003   2.84026870E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84049392E+003   0.00000000E+000   2.84403051E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84273440E+003   2.84098245E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84121408E+003   0.00000000E+000   2.84474967E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84343893E+003   2.84169398E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84193094E+003   0.00000000E+000   2.84546577E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84413100E+003   2.84239358E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84263485E+003   0.00000000E+000   2.84616890E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.84480630E+003   2.84307704E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84332169E+003   0.00000000E+000   2.84685522E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.84546708E+003   2.84374571E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84399357E+003   0.00000000E+000   2.84752638E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.84612300E+003   2.84441077E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84466048E+003   0.00000000E+000   2.84819190E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.84676444E+003   2.84506092E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84531295E+003   0.00000000E+000   2.84884160E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.84739966E+003   2.84570449E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84595924E+003   0.00000000E+000   2.84948381E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.84803108E+003   2.84634377E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84660168E+003   0.00000000E+000   2.85012085E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      15   0.00000000E+000   2.84865881E+003   2.84697896E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84724068E+003   0.00000000E+000   2.85075321E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      16   0.00000000E+000   2.84928206E+003   2.84760863E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84787522E+003   0.00000000E+000   2.85137954E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      17   0.00000000E+000   2.84989749E+003   2.84822958E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84850221E+003   0.00000000E+000   2.85199592E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      18   0.00000000E+000   2.85047792E+003   2.84881558E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84909413E+003   0.00000000E+000   2.85257645E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      19   0.00000000E+000   2.85103440E+003   2.84938340E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84965891E+003   0.00000000E+000   2.85313584E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      20   0.00000000E+000   2.85159234E+003   2.84996282E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85022181E+003   0.00000000E+000   2.85370103E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      21   0.00000000E+000   2.85214891E+003   2.85054790E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85078150E+003   0.00000000E+000   2.85426772E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      22   0.00000000E+000   2.85270077E+003   2.85113207E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85133488E+003   0.00000000E+000   2.85483095E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      23   0.00000000E+000   2.85324432E+003   2.85171009E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85187853E+003   0.00000000E+000   2.85538590E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      24   0.00000000E+000   2.85378655E+003   2.85228856E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85242011E+003   0.00000000E+000   2.85593955E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      25   0.00000000E+000   2.85432941E+003   2.85286755E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85296166E+003   0.00000000E+000   2.85649239E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      26   0.00000000E+000   2.85487546E+003   2.85344914E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85350630E+003   0.00000000E+000   2.85704688E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      27   0.00000000E+000   2.85542387E+003   2.85403173E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85405329E+003   0.00000000E+000   2.85760134E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      28   0.00000000E+000   2.85597123E+003   2.85461131E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85459938E+003   0.00000000E+000   2.85815194E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      29   0.00000000E+000   2.85651608E+003   2.85518517E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85514349E+003   0.00000000E+000   2.85869682E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      30   0.00000000E+000   2.85705601E+003   2.85575122E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85568286E+003   0.00000000E+000   2.85923316E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      31   0.00000000E+000   2.85759735E+003   2.85631456E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85622377E+003   0.00000000E+000   2.85976621E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      32   0.00000000E+000   2.85814281E+003   2.85687717E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85676951E+003   0.00000000E+000   2.86029842E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      33   0.00000000E+000   2.85869665E+003   2.85744311E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85732427E+003   0.00000000E+000   2.86083343E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      34   0.00000000E+000   2.85926036E+003   2.85801302E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85788906E+003   0.00000000E+000   2.86137128E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      35   0.00000000E+000   2.85983079E+003   2.85858288E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85846121E+003   0.00000000E+000   2.86190797E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      36   0.00000000E+000   2.86040712E+003   2.85915185E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85904026E+003   0.00000000E+000   2.86244233E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      37   0.00000000E+000   2.86099426E+003   2.85972438E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85963170E+003   0.00000000E+000   2.86297916E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      38   0.00000000E+000   2.86159917E+003   2.86030577E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86024139E+003   0.00000000E+000   2.86352395E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      39   0.00000000E+000   2.86224323E+003   2.86091770E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86088106E+003   0.00000000E+000   2.86409702E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      40   0.00000000E+000   2.86300171E+003   2.86168098E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86161277E+003   0.00000000E+000   2.86478778E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
