   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996260E+001   1.00002270E+000   4.31511134E-004   1.19999997E+001   0.00000000E+000  -4.93334653E-021   9.46964637E-021  -1.19999997E+001  -2.16362738E-020   2.04505517E-020   1.27140142E-020   1.24581073E-004   1.24551989E-004  -2.49133062E-004   1.24566530E-004   5.42063968E-008  -3.24044927E-008
       2       1     1.19992467E+001   1.00002270E+000   8.69484583E-004   1.19999997E+001   0.00000000E+000   6.04529441E-022  -2.08654655E-020  -1.19999997E+001   1.99358799E-021   1.52465931E-020  -1.66236833E-020   2.51026259E-004   2.50970885E-004  -5.01997143E-004   2.50998570E-004   1.04450046E-007  -6.24838440E-008
       3       1     1.19988619E+001   1.00002270E+000   1.31388681E-003   1.19999997E+001   0.00000000E+000  -6.05088822E-021   3.24946737E-020  -1.19999997E+001  -6.33732019E-021   5.69629657E-021   1.66891960E-020   3.79327208E-004   3.79245676E-004  -7.58572884E-004   3.79286439E-004   1.57120900E-007  -9.26614442E-008
       4       1     1.19984743E+001   1.00002270E+000   1.76150353E-003   1.19999997E+001   0.00000000E+000   1.80816822E-020   1.35782525E-020  -1.19999997E+001  -2.25779982E-021  -2.48286533E-020  -2.35872206E-020   5.08556310E-004   5.08448200E-004  -1.01700451E-003   5.08502251E-004   2.10587041E-007  -1.23078992E-007
       5       1     1.19980838E+001   1.00002270E+000   2.21233485E-003   1.19999997E+001   0.00000000E+000  -1.30150769E-020   1.81127739E-021  -1.19999997E+001  -3.18977388E-021  -3.23725405E-020   2.56148057E-020   6.38713614E-004   6.38578470E-004  -1.27729208E-003   6.38646037E-004   2.64843106E-007  -1.53740156E-007
       6       1     1.19976907E+001   1.00002270E+000   2.66638342E-003   1.19999997E+001   0.00000000E+000  -1.94505472E-020  -1.87832038E-020  -1.19999997E+001  -5.70917991E-021   3.22931311E-021   2.39022110E-020   7.69799899E-004   7.69637241E-004  -1.53943714E-003   7.69718564E-004   3.19875220E-007  -1.84643816E-007
       7       1     1.19972947E+001   1.00002270E+000   3.12365118E-003   1.19999997E+001   0.00000000E+000   7.99502632E-021  -2.15251421E-020  -1.19999997E+001   6.31130536E-021  -9.69852725E-021   3.31692808E-020   9.01815737E-004   9.01625061E-004  -1.80344080E-003   9.01720392E-004   3.75672601E-007  -2.15788034E-007
       8       1     1.19968959E+001   1.00002270E+000   3.58413849E-003   1.19999997E+001   0.00000000E+000   1.62011388E-020   3.40227658E-021  -1.19999997E+001   3.35671961E-021   2.47333621E-020   5.83658640E-021   1.03476124E-003   1.03454203E-003  -2.06930327E-003   1.03465163E-003   4.32222088E-007  -2.47174406E-007
       9       1     1.19964944E+001   1.00002270E+000   4.04784499E-003   1.19999997E+001   0.00000000E+000  -1.62175273E-020  -4.72626187E-021  -1.19999997E+001   2.73756871E-020  -8.55503277E-021  -9.46029923E-021   1.16863630E-003   1.16838803E-003  -2.33702433E-003   1.16851215E-003   4.89514532E-007  -2.78802467E-007
      10       1     1.19960900E+001   1.00002270E+000   4.51477052E-003   1.19999997E+001   0.00000000E+000   6.10772587E-021   3.36904873E-020  -1.19999997E+001   1.80141326E-020  -2.89685268E-020  -4.40298314E-020   1.30344088E-003   1.30316302E-003  -2.60660390E-003   1.30330194E-003   5.47545429E-007  -3.10675033E-007
      11       1     1.19956829E+001   1.00002270E+000   4.98491657E-003   1.19999997E+001   0.00000000E+000  -7.86541746E-021   1.33368812E-020  -1.19999997E+001   1.78336211E-020  -2.36428071E-020   2.67927109E-020   1.43917542E-003   1.43886742E-003  -2.87804284E-003   1.43902141E-003   6.06285382E-007  -3.42785761E-007
