   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850228E+003   5.51321422E-002   2.84782949E+003   2.84777436E+003  -6.55871282E-002  -1.66701023E+002  -1.66635436E+002   2.84779175E+003  -4.81969631E-002   2.84783995E+003   3.77419771E-002  -1.66683633E+002  -1.66645891E+002
       2       1     1.19999997E+001   7.18828758E+003   5.51106172E-002   2.84771297E+003   2.84765786E+003  -6.55550411E-002  -1.66754000E+002  -1.66688445E+002   2.84767525E+003  -4.81655460E-002   2.84772342E+003   3.77211221E-002  -1.66736610E+002  -1.66698889E+002
       3       1     1.19999997E+001   7.18806973E+003   5.50882587E-002   2.84759474E+003   2.84753965E+003  -6.55215469E-002  -1.66807753E+002  -1.66742231E+002   2.84755704E+003  -4.81333344E-002   2.84760518E+003   3.77000461E-002  -1.66790365E+002  -1.66752665E+002
       4       1     1.19999997E+001   7.18785031E+003   5.50656417E-002   2.84747566E+003   2.84742059E+003  -6.54875740E-002  -1.66861895E+002  -1.66796407E+002   2.84743798E+003  -4.81007109E-002   2.84748608E+003   3.76787786E-002  -1.66844508E+002  -1.66806829E+002
       5       1     1.19999997E+001   7.18762932E+003   5.50427732E-002   2.84735572E+003   2.84730067E+003  -6.54531253E-002  -1.66916425E+002  -1.66850972E+002   2.84731806E+003  -4.80676699E-002   2.84736613E+003   3.76573178E-002  -1.66899040E+002  -1.66861383E+002
       6       1     1.19999997E+001   7.18740674E+003   5.50196622E-002   2.84723492E+003   2.84717990E+003  -6.54182086E-002  -1.66971345E+002  -1.66905927E+002   2.84719728E+003  -4.80342116E-002   2.84724532E+003   3.76356652E-002  -1.66953961E+002  -1.66916325E+002
       7       1     1.19999997E+001   7.18718260E+003   5.49963166E-002   2.84711327E+003   2.84705827E+003  -6.53828302E-002  -1.67026654E+002  -1.66961271E+002   2.84707565E+003  -4.80003362E-002   2.84712365E+003   3.76138226E-002  -1.67009272E+002  -1.66971658E+002
       8       1     1.19999997E+001   7.18695688E+003   5.49727422E-002   2.84699076E+003   2.84693578E+003  -6.53469975E-002  -1.67082352E+002  -1.67017005E+002   2.84695316E+003  -4.79660452E-002   2.84700113E+003   3.75917900E-002  -1.67064971E+002  -1.67027380E+002
       9       1     1.19999997E+001   7.18672958E+003   5.49489455E-002   2.84686739E+003   2.84681244E+003  -6.53107156E-002  -1.67138440E+002  -1.67073129E+002   2.84682982E+003  -4.79313383E-002   2.84687775E+003   3.75695682E-002  -1.67121061E+002  -1.67083491E+002
      10       1     1.19999997E+001   7.18650070E+003   5.49249264E-002   2.84674317E+003   2.84668824E+003  -6.52739870E-002  -1.67194917E+002  -1.67129643E+002   2.84670562E+003  -4.78962165E-002   2.84675352E+003   3.75471559E-002  -1.67177539E+002  -1.67139992E+002
      11       1     1.19999997E+001   7.18627025E+003   5.49006988E-002   2.84661809E+003   2.84656319E+003  -6.52368287E-002  -1.67251783E+002  -1.67186547E+002   2.84658056E+003  -4.78606885E-002   2.84662842E+003   3.75245586E-002  -1.67234407E+002  -1.67196883E+002
      12       1     1.19999997E+001   7.18603823E+003   5.48762644E-002   2.84649215E+003   2.84643728E+003  -6.51992493E-002  -1.67309039E+002  -1.67243840E+002   2.84645465E+003  -4.78247653E-002   2.84650248E+003   3.75017805E-002  -1.67291665E+002  -1.67254163E+002
      13       1     1.19999997E+001   7.18580462E+003   5.48516254E-002   2.84636536E+003   2.84631051E+003  -6.51612575E-002  -1.67366685E+002  -1.67301523E+002   2.84632788E+003  -4.77884576E-002   2.84637567E+003   3.74788255E-002  -1.67349312E+002  -1.67311833E+002
      14       1     1.19999997E+001   7.18556945E+003   5.48267829E-002   2.84623771E+003   2.84618288E+003  -6.51228617E-002  -1.67424720E+002  -1.67359597E+002   2.84620025E+003  -4.77517762E-002   2.84624801E+003   3.74556973E-002  -1.67407349E+002  -1.67369893E+002
      15       1     1.19999997E+001   7.18533269E+003   5.48017386E-002   2.84610920E+003   2.84605440E+003  -6.50840690E-002  -1.67483145E+002  -1.67418061E+002   2.84607177E+003  -4.77147315E-002   2.84611948E+003   3.74324010E-002  -1.67465776E+002  -1.67428343E+002
      16       1     1.19999997E+001   7.18509435E+003   5.47764895E-002   2.84597983E+003   2.84592506E+003  -6.50448853E-002  -1.67541960E+002  -1.67476916E+002   2.84594243E+003  -4.76773357E-002   2.84599010E+003   3.74089399E-002  -1.67524593E+002  -1.67487184E+002
      17       1     1.19999997E+001   7.18485444E+003   5.47510359E-002   2.84584961E+003   2.84579486E+003  -6.50053233E-002  -1.67601166E+002  -1.67536161E+002   2.84581222E+003  -4.76396085E-002   2.84585986E+003   3.73853211E-002  -1.67583800E+002  -1.67546415E+002
      18       1     1.19999997E+001   7.18461295E+003   5.47253820E-002   2.84571853E+003   2.84566380E+003  -6.49653924E-002  -1.67660761E+002  -1.67595796E+002   2.84568117E+003  -4.76015585E-002   2.84572877E+003   3.73615481E-002  -1.67643397E+002  -1.67606036E+002
