   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850230E+003   6.19557556E-002   2.84783095E+003   2.84776899E+003  -7.41863375E-002  -1.66706398E+002  -1.66632211E+002   2.84779247E+003  -5.07070163E-002   2.84784318E+003   3.84764344E-002  -1.66682918E+002  -1.66644442E+002
       2       1     1.19999997E+001   7.18828761E+003   6.88596892E-002   2.84771590E+003   2.84764704E+003  -8.28788253E-002  -1.66764828E+002  -1.66681949E+002   2.84767670E+003  -5.32198423E-002   2.84772992E+003   3.92007062E-002  -1.66735169E+002  -1.66695968E+002
       3       1     1.19999997E+001   7.18806978E+003   7.58645455E-002   2.84759917E+003   2.84752330E+003  -9.16985723E-002  -1.66824115E+002  -1.66732417E+002   2.84755923E+003  -5.57692295E-002   2.84761500E+003   3.99352026E-002  -1.66788186E+002  -1.66748251E+002
       4       1     1.19999997E+001   7.18785037E+003   8.29201672E-002   2.84748159E+003   2.84739867E+003  -1.00582396E-001  -1.66883832E+002  -1.66783249E+002   2.84744092E+003  -5.83372934E-002   2.84749925E+003   4.06750650E-002  -1.66841587E+002  -1.66800912E+002
       5       1     1.19999997E+001   7.18762939E+003   9.00265632E-002   2.84736317E+003   2.84727314E+003  -1.09530306E-001  -1.66943978E+002  -1.66834447E+002   2.84732175E+003  -6.09240374E-002   2.84738267E+003   4.14202944E-002  -1.66895371E+002  -1.66853951E+002
       6       1     1.19999997E+001   7.18740683E+003   9.71837866E-002   2.84724390E+003   2.84714672E+003  -1.18542365E-001  -1.67004553E+002  -1.66886010E+002   2.84720173E+003  -6.35294775E-002   2.84726526E+003   4.21708994E-002  -1.66949540E+002  -1.66907369E+002
       7       1     1.19999997E+001   7.18718270E+003   1.04391877E-001   2.84712379E+003   2.84701940E+003  -1.27618615E-001  -1.67065558E+002  -1.66937939E+002   2.84708086E+003  -6.61536246E-002   2.84714701E+003   4.29268863E-002  -1.67004093E+002  -1.66961166E+002
       8       1     1.19999997E+001   7.18695699E+003   1.11650853E-001   2.84700283E+003   2.84689118E+003  -1.36759077E-001  -1.67126993E+002  -1.66990234E+002   2.84695914E+003  -6.87964842E-002   2.84702794E+003   4.36882604E-002  -1.67059030E+002  -1.67015342E+002
       9       1     1.19999997E+001   7.18672970E+003   1.18960717E-001   2.84688102E+003   2.84676206E+003  -1.45963750E-001  -1.67188857E+002  -1.67042894E+002   2.84683657E+003  -7.14580554E-002   2.84690802E+003   4.44550224E-002  -1.67114352E+002  -1.67069897E+002
      10       1     1.19999997E+001   7.18650084E+003   1.26321478E-001   2.84675837E+003   2.84663205E+003  -1.55232646E-001  -1.67251152E+002  -1.67095919E+002   2.84671314E+003  -7.41383412E-002   2.84678728E+003   4.52271741E-002  -1.67170057E+002  -1.67124830E+002
