   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.78694152E+003   2.78674763E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.78599061E+003   0.00000000E+000   2.78496894E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.80894294E+003   2.80875409E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.80812813E+003   0.00000000E+000   2.80712323E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84111260E+003   2.84092704E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84032783E+003   0.00000000E+000   2.83938515E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84181652E+003   2.84166866E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84107064E+003   0.00000000E+000   2.84012219E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84250515E+003   2.84239425E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84179737E+003   0.00000000E+000   2.84084404E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84319464E+003   2.84312023E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84252430E+003   0.00000000E+000   2.84156738E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84388042E+003   2.84384213E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84324694E+003   0.00000000E+000   2.84228762E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84455340E+003   2.84455038E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84395606E+003   0.00000000E+000   2.84299492E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.84520925E+003   2.84524086E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84464724E+003   0.00000000E+000   2.84368530E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.84585017E+003   2.84591548E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84532284E+003   0.00000000E+000   2.84436013E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
