   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996260E+001   1.00002270E+000   4.31539775E-004   1.19999997E+001   0.00000000E+000  -1.55818726E-020   1.68385021E-021  -1.19999997E+001   1.22073841E-020   5.14043120E-021   2.01249734E-020   1.24563837E-004   1.24585767E-004  -2.49149603E-004   1.24574802E-004  -2.46894351E-008  -8.46875344E-009
       2       1     1.19992467E+001   1.00002270E+000   8.69539087E-004   1.19999997E+001   0.00000000E+000   1.14125075E-020   1.16591107E-021  -1.19999997E+001  -7.50769803E-022  -2.80420845E-020   3.12661037E-020   2.50992409E-004   2.51036213E-004  -5.02028623E-004   2.51014312E-004  -4.80236933E-008  -1.55487315E-008
       3       1     1.19988618E+001   1.00002270E+000   1.31396917E-003   1.19999997E+001   0.00000000E+000  -8.04362835E-021  -9.47547799E-021  -1.19999997E+001   1.02700884E-020  -2.67609472E-020  -2.54109884E-020   3.79277788E-004   3.79342660E-004  -7.58620448E-004   3.79310224E-004  -7.05431264E-008  -2.24658853E-008
       4       1     1.19984742E+001   1.00002270E+000   1.76161460E-003   1.19999997E+001   0.00000000E+000   1.34051856E-020  -1.36437238E-020  -1.19999997E+001   3.41079654E-021   2.12552330E-021  -1.72874131E-020   5.08491494E-004   5.08577164E-004  -1.01706866E-003   5.08534330E-004  -9.35035544E-008  -2.89348684E-008
       5       1     1.19980837E+001   1.00002270E+000   2.21247536E-003   1.19999997E+001   0.00000000E+000  -1.06597628E-020  -3.33471453E-020  -1.19999997E+001   1.00477732E-020  -2.09746534E-020  -3.07049443E-022   6.38633528E-004   6.38739708E-004  -1.27737324E-003   6.38686619E-004  -1.16894501E-007  -3.49574270E-008
       6       1     1.19976905E+001   1.00002270E+000   2.66655397E-003   1.19999997E+001   0.00000000E+000  -1.56084432E-020   2.62008425E-020  -1.19999997E+001   2.10599770E-020  -2.02652633E-020  -1.78512194E-020   7.69704633E-004   7.69831012E-004  -1.53953564E-003   7.69767823E-004  -1.40702360E-007  -4.05339282E-008
       7       1     1.19972945E+001   1.00002270E+000   3.12385224E-003   1.19999997E+001   0.00000000E+000   1.26961160E-020  -5.35891028E-021  -1.19999997E+001   1.67193158E-020   2.07801005E-020   1.05667360E-020   9.01705341E-004   9.01851582E-004  -1.80355692E-003   9.01778462E-004  -1.64914769E-007  -4.56640594E-008
       8       1     1.19968957E+001   1.00002270E+000   3.58437043E-003   1.19999997E+001   0.00000000E+000   1.07752941E-020   4.43233358E-020  -1.19999997E+001  -9.53159703E-021   1.61472273E-020   4.21398891E-021   1.03463573E-003   1.03480149E-003  -2.06943722E-003   1.03471861E-003  -1.89522549E-007  -5.03486363E-008
       9       1     1.19964941E+001   1.00002270E+000   4.04810803E-003   1.19999997E+001   0.00000000E+000  -1.29379113E-020   8.73355902E-021  -1.19999997E+001  -9.87909043E-021   1.34274574E-020  -1.38966343E-020   1.16849567E-003   1.16868058E-003  -2.33717625E-003   1.16858812E-003  -2.14513779E-007  -5.45907558E-008
      10       1     1.19960898E+001   1.00002270E+000   4.51506480E-003   1.19999997E+001   0.00000000E+000  -1.90219333E-020  -6.52568989E-021  -1.19999997E+001   2.19562169E-021  -1.59215724E-020   7.70270586E-021   1.30328508E-003   1.30348878E-003  -2.60677386E-003   1.30338693E-003  -2.39884428E-007  -5.83902742E-008
      11       1     1.19956826E+001   1.00002270E+000   4.98524211E-003   1.19999997E+001   0.00000000E+000  -1.45448234E-020  -2.67070564E-020  -1.19999997E+001  -1.81994210E-021  -2.50483524E-020  -9.46029923E-021   1.43900438E-003   1.43922648E-003  -2.87823086E-003   1.43911543E-003  -2.65614743E-007  -6.17548430E-008
      12       1     1.19952727E+001   1.00002270E+000   5.45863962E-003   1.19999997E+001   0.00000000E+000   2.85027828E-021   4.32876022E-021  -1.19999997E+001   1.03551742E-020  -2.73168125E-021  -3.95987903E-021   1.57565351E-003   1.57589352E-003  -3.15154704E-003   1.57577352E-003  -2.91691012E-007  -6.46956270E-008
      13       1     1.19948600E+001   1.00002270E+000   5.93525826E-003   1.19999997E+001   0.00000000E+000  -1.87405057E-020   4.34826101E-020  -1.19999997E+001   6.87503928E-021  -1.62789145E-021  -2.30816478E-021   1.71323276E-003   1.71349017E-003  -3.42672294E-003   1.71336147E-003  -3.18098514E-007  -6.72218717E-008
      14       1     1.19944445E+001   1.00002270E+000   6.41509940E-003   1.19999997E+001   0.00000000E+000  -3.52509351E-021   4.67278878E-020  -1.19999997E+001   2.45045070E-020  -4.20551858E-020   4.35163177E-021   1.85174253E-003   1.85201681E-003  -3.70375934E-003   1.85187967E-003  -3.44823107E-007  -6.93396987E-008
