   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850227E+003   5.51555752E-002   2.84782949E+003   2.84777433E+003  -6.56334291E-002  -1.66701046E+002  -1.66635412E+002   2.84779173E+003  -4.82385189E-002   2.84783997E+003   3.77606650E-002  -1.66683651E+002  -1.66645890E+002
       2       1     1.19999997E+001   7.18828756E+003   5.51560129E-002   2.84771297E+003   2.84765781E+003  -6.56445660E-002  -1.66754042E+002  -1.66688398E+002   2.84767521E+003  -4.82461753E-002   2.84772346E+003   3.77576221E-002  -1.66736644E+002  -1.66698886E+002
       3       1     1.19999997E+001   7.18806969E+003   5.51563756E-002   2.84759473E+003   2.84753958E+003  -6.56552272E-002  -1.66807817E+002  -1.66742161E+002   2.84755698E+003  -4.82534626E-002   2.84760523E+003   3.77546109E-002  -1.66790415E+002  -1.66752660E+002
       4       1     1.19999997E+001   7.18785026E+003   5.51570616E-002   2.84747565E+003   2.84742049E+003  -6.56661555E-002  -1.66861980E+002  -1.66796314E+002   2.84743789E+003  -4.82609725E-002   2.84748616E+003   3.77518786E-002  -1.66844575E+002  -1.66806823E+002
       5       1     1.19999997E+001   7.18762925E+003   5.51580697E-002   2.84735570E+003   2.84730054E+003  -6.56773449E-002  -1.66916533E+002  -1.66850856E+002   2.84731795E+003  -4.82686986E-002   2.84736622E+003   3.77494234E-002  -1.66899124E+002  -1.66861375E+002
       6       1     1.19999997E+001   7.18740666E+003   5.51593998E-002   2.84723490E+003   2.84717974E+003  -6.56887876E-002  -1.66971475E+002  -1.66905786E+002   2.84719716E+003  -4.82766321E-002   2.84724543E+003   3.77472442E-002  -1.66954063E+002  -1.66916316E+002
       7       1     1.19999997E+001   7.18718250E+003   5.51610527E-002   2.84711325E+003   2.84705809E+003  -6.57004767E-002  -1.67026807E+002  -1.66961107E+002   2.84707550E+003  -4.82847645E-002   2.84712379E+003   3.77453405E-002  -1.67009392E+002  -1.66971646E+002
       8       1     1.19999997E+001   7.18695676E+003   5.51630266E-002   2.84699074E+003   2.84693557E+003  -6.57124068E-002  -1.67082529E+002  -1.67016817E+002   2.84695299E+003  -4.82930914E-002   2.84700129E+003   3.77437112E-002  -1.67065110E+002  -1.67027366E+002
       9       1     1.19999997E+001   7.18672945E+003   5.51653201E-002   2.84686737E+003   2.84681220E+003  -6.57245710E-002  -1.67138640E+002  -1.67072916E+002   2.84682963E+003  -4.83016045E-002   2.84687793E+003   3.77423537E-002  -1.67121217E+002  -1.67083475E+002
      10       1     1.19999997E+001   7.18650056E+003   5.51679315E-002   2.84674314E+003   2.84668798E+003  -6.57369670E-002  -1.67195141E+002  -1.67129404E+002   2.84670540E+003  -4.83103034E-002   2.84675371E+003   3.77412679E-002  -1.67177715E+002  -1.67139973E+002
      11       1     1.19999997E+001   7.18627009E+003   5.51708593E-002   2.84661806E+003   2.84656289E+003  -6.57495831E-002  -1.67252032E+002  -1.67186283E+002   2.84658032E+003  -4.83191720E-002   2.84662864E+003   3.77404481E-002  -1.67234602E+002  -1.67196861E+002
      12       1     1.19999997E+001   7.18603805E+003   5.51741083E-002   2.84649213E+003   2.84643695E+003  -6.57624109E-002  -1.67309313E+002  -1.67243550E+002   2.84645439E+003  -4.83281898E-002   2.84650271E+003   3.77398872E-002  -1.67291878E+002  -1.67254139E+002
      13       1     1.19999997E+001   7.18580443E+003   5.51776795E-002   2.84636533E+003   2.84631015E+003  -6.57754414E-002  -1.67366983E+002  -1.67301208E+002   2.84632759E+003  -4.83373407E-002   2.84637593E+003   3.77395788E-002  -1.67349545E+002  -1.67311805E+002
      14       1     1.19999997E+001   7.18556924E+003   5.51815681E-002   2.84623768E+003   2.84618250E+003  -6.57886660E-002  -1.67425044E+002  -1.67359255E+002   2.84619994E+003  -4.83466167E-002   2.84624829E+003   3.77395188E-002  -1.67407601E+002  -1.67369862E+002
      15       1     1.19999997E+001   7.18533247E+003   5.51857580E-002   2.84610917E+003   2.84605399E+003  -6.58020672E-002  -1.67483494E+002  -1.67417692E+002   2.84607143E+003  -4.83560063E-002   2.84611979E+003   3.77396972E-002  -1.67466048E+002  -1.67428308E+002
      16       1     1.19999997E+001   7.18509412E+003   5.51902372E-002   2.84597980E+003   2.84592461E+003  -6.58156318E-002  -1.67542335E+002  -1.67476519E+002   2.84594206E+003  -4.83654944E-002   2.84599043E+003   3.77400999E-002  -1.67524885E+002  -1.67487145E+002
      17       1     1.19999997E+001   7.18485419E+003   5.51949971E-002   2.84584958E+003   2.84579439E+003  -6.58293471E-002  -1.67601566E+002  -1.67535737E+002   2.84581184E+003  -4.83750655E-002   2.84586021E+003   3.77407154E-002  -1.67584112E+002  -1.67546371E+002
      18       1     1.19999997E+001   7.18461268E+003   5.52000326E-002   2.84571850E+003   2.84566330E+003  -6.58432012E-002  -1.67661188E+002  -1.67595344E+002   2.84568076E+003  -4.83847045E-002   2.84572914E+003   3.77415358E-002  -1.67643729E+002  -1.67605988E+002
      19       1     1.19999997E+001   7.18436960E+003   5.52053809E-002   2.84558656E+003   2.84553136E+003  -6.58572106E-002  -1.67721198E+002  -1.67655341E+002   2.84554882E+003  -4.83944246E-002   2.84559721E+003   3.77425948E-002  -1.67703736E+002  -1.67665993E+002
      20       1     1.19999997E+001   7.18412495E+003   5.52110966E-002   2.84545377E+003   2.84539856E+003  -6.58713994E-002  -1.67781599E+002  -1.67715728E+002   2.84541602E+003  -4.84042476E-002   2.84546443E+003   3.77439447E-002  -1.67764132E+002  -1.67726388E+002
      21       1     1.19999997E+001   7.18387871E+003   5.52172125E-002   2.84532011E+003   2.84526490E+003  -6.58857818E-002  -1.67842390E+002  -1.67776505E+002   2.84528237E+003  -4.84141903E-002   2.84533078E+003   3.77456210E-002  -1.67824919E+002  -1.67787173E+002
      22       1     1.19999997E+001   7.18363090E+003   5.52237544E-002   2.84518561E+003   2.84513038E+003  -6.59003718E-002  -1.67903572E+002  -1.67837671E+002   2.84514786E+003  -4.84242690E-002   2.84519628E+003   3.77476516E-002  -1.67886096E+002  -1.67848348E+002
      23       1     1.19999997E+001   7.18338151E+003   5.52307418E-002   2.84505024E+003   2.84499501E+003  -6.59151816E-002  -1.67965144E+002  -1.67899229E+002   2.84501249E+003  -4.84344974E-002   2.84506092E+003   3.77500576E-002  -1.67947663E+002  -1.67909913E+002
      24       1     1.19999997E+001   7.18313054E+003   5.52381919E-002   2.84491401E+003   2.84485877E+003  -6.59302234E-002  -1.68027106E+002  -1.67961176E+002   2.84487626E+003  -4.84448912E-002   2.84492470E+003   3.77528597E-002  -1.68009621E+002  -1.67971868E+002
      25       1     1.19999997E+001   7.18287799E+003   5.52461148E-002   2.84477693E+003   2.84472168E+003  -6.59455084E-002  -1.68089460E+002  -1.68023514E+002   2.84473917E+003  -4.84554671E-002   2.84478763E+003   3.77560735E-002  -1.68071970E+002  -1.68034214E+002
      26       1     1.19999997E+001   7.18262386E+003   5.52545180E-002   2.84463898E+003   2.84458373E+003  -6.59610460E-002  -1.68152204E+002  -1.68086243E+002   2.84460122E+003  -4.84662383E-002   2.84464969E+003   3.77597103E-002  -1.68134709E+002  -1.68096950E+002
      27       1     1.19999997E+001   7.18236815E+003   5.52634184E-002   2.84450018E+003   2.84444492E+003  -6.59768505E-002  -1.68215340E+002  -1.68149363E+002   2.84446242E+003  -4.84772199E-002   2.84451089E+003   3.77637877E-002  -1.68197841E+002  -1.68160077E+002
      28       1     1.19999997E+001   7.18211086E+003   5.52728208E-002   2.84436052E+003   2.84430524E+003  -6.59929304E-002  -1.68278868E+002  -1.68212875E+002   2.84432275E+003  -4.84884269E-002   2.84437124E+003   3.77683173E-002  -1.68261363E+002  -1.68223595E+002
