   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.78896975E+003   2.78586536E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.78693566E+003   0.00000000E+000   2.78658262E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.81080843E+003   2.80799532E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.80893266E+003   0.00000000E+000   2.80863790E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84304220E+003   2.84023540E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84112688E+003   0.00000000E+000   2.84087640E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84377270E+003   2.84097538E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84185063E+003   0.00000000E+000   2.84161158E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84448711E+003   2.84170015E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84255908E+003   0.00000000E+000   2.84233210E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84520145E+003   2.84242635E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84326863E+003   0.00000000E+000   2.84305441E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84591106E+003   2.84314932E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84397451E+003   0.00000000E+000   2.84377390E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84660605E+003   2.84385924E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84466674E+003   0.00000000E+000   2.84448065E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.84728280E+003   2.84455210E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84534168E+003   0.00000000E+000   2.84517073E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.84794308E+003   2.84522981E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84600084E+003   0.00000000E+000   2.84584592E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.84859673E+003   2.84590271E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84665491E+003   0.00000000E+000   2.84651668E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.84923315E+003   2.84655993E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84729308E+003   0.00000000E+000   2.84717196E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.84986042E+003   2.84720942E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84792340E+003   0.00000000E+000   2.84781985E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.85048134E+003   2.84785411E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84854835E+003   0.00000000E+000   2.84846313E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      15   0.00000000E+000   2.85109665E+003   2.84849498E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84916863E+003   0.00000000E+000   2.84910291E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      16   0.00000000E+000   2.85170459E+003   2.84913043E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84978283E+003   0.00000000E+000   2.84973745E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      17   0.00000000E+000   2.85230201E+003   2.84975723E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85038789E+003   0.00000000E+000   2.85036335E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      18   0.00000000E+000   2.85286245E+003   2.85034785E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85095693E+003   0.00000000E+000   2.85095356E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
