   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850206E+003   5.51905320E-002   2.84782938E+003   2.84777419E+003  -6.57155784E-002  -1.66701124E+002  -1.66635409E+002   2.84779158E+003  -4.83286074E-002   2.84783991E+003   3.78035611E-002  -1.66683737E+002  -1.66645934E+002
       2       1     1.19999997E+001   7.18828716E+003   5.52233073E-002   2.84771276E+003   2.84765754E+003  -6.58021834E-002  -1.66754193E+002  -1.66688391E+002   2.84767493E+003  -4.84184828E-002   2.84772334E+003   3.78396067E-002  -1.66736810E+002  -1.66698970E+002
       3       1     1.19999997E+001   7.18806910E+003   5.52578695E-002   2.84759443E+003   2.84753918E+003  -6.58909434E-002  -1.66808042E+002  -1.66742151E+002   2.84755656E+003  -4.85102197E-002   2.84760507E+003   3.78771459E-002  -1.66790662E+002  -1.66752784E+002
       4       1     1.19999997E+001   7.18784947E+003   5.52929331E-002   2.84747525E+003   2.84741995E+003  -6.59806010E-002  -1.66862281E+002  -1.66796300E+002   2.84743733E+003  -4.86028084E-002   2.84748594E+003   3.79151405E-002  -1.66844903E+002  -1.66806988E+002
       5       1     1.19999997E+001   7.18762826E+003   5.53284866E-002   2.84735521E+003   2.84729988E+003  -6.60711423E-002  -1.66916909E+002  -1.66850838E+002   2.84731725E+003  -4.86962432E-002   2.84736595E+003   3.79535875E-002  -1.66899534E+002  -1.66861580E+002
       6       1     1.19999997E+001   7.18740548E+003   5.53645086E-002   2.84723431E+003   2.84717894E+003  -6.61625339E-002  -1.66971927E+002  -1.66905764E+002   2.84719632E+003  -4.87904993E-002   2.84724511E+003   3.79924740E-002  -1.66954555E+002  -1.66916562E+002
       7       1     1.19999997E+001   7.18718112E+003   5.54009802E-002   2.84711255E+003   2.84705715E+003  -6.62547472E-002  -1.67027334E+002  -1.66961080E+002   2.84707452E+003  -4.88855570E-002   2.84712341E+003   3.80317900E-002  -1.67009965E+002  -1.66971933E+002
       8       1     1.19999997E+001   7.18695519E+003   5.54378740E-002   2.84698994E+003   2.84693450E+003  -6.63477488E-002  -1.67083132E+002  -1.67016784E+002   2.84695187E+003  -4.89813925E-002   2.84700085E+003   3.80715178E-002  -1.67065766E+002  -1.67027694E+002
       9       1     1.19999997E+001   7.18672768E+003   5.54751673E-002   2.84686647E+003   2.84681100E+003  -6.64415130E-002  -1.67139320E+002  -1.67072878E+002   2.84682836E+003  -4.90779908E-002   2.84687744E+003   3.81116451E-002  -1.67121956E+002  -1.67083845E+002
      10       1     1.19999997E+001   7.18649859E+003   5.55128361E-002   2.84674215E+003   2.84668664E+003  -6.65360146E-002  -1.67195897E+002  -1.67129361E+002   2.84670400E+003  -4.91753344E-002   2.84675317E+003   3.81521559E-002  -1.67178536E+002  -1.67140384E+002
      11       1     1.19999997E+001   7.18626793E+003   5.55508444E-002   2.84661697E+003   2.84656142E+003  -6.66312044E-002  -1.67252865E+002  -1.67186233E+002   2.84657878E+003  -4.92733869E-002   2.84662805E+003   3.81930268E-002  -1.67235507E+002  -1.67197314E+002
      12       1     1.19999997E+001   7.18603569E+003   5.55891581E-002   2.84649093E+003   2.84643534E+003  -6.67270435E-002  -1.67310222E+002  -1.67243495E+002   2.84645270E+003  -4.93721197E-002   2.84650207E+003   3.82342343E-002  -1.67292867E+002  -1.67254633E+002
      13       1     1.19999997E+001   7.18580187E+003   5.56277431E-002   2.84636404E+003   2.84630841E+003  -6.68234911E-002  -1.67367969E+002  -1.67301146E+002   2.84632576E+003  -4.94715020E-002   2.84637523E+003   3.82757541E-002  -1.67350617E+002  -1.67312341E+002
      14       1     1.19999997E+001   7.18556648E+003   5.56665685E-002   2.84623628E+003   2.84618062E+003  -6.69205081E-002  -1.67426106E+002  -1.67359186E+002   2.84619797E+003  -4.95715038E-002   2.84624754E+003   3.83175642E-002  -1.67408757E+002  -1.67370440E+002
