    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850206E+003  -4.46229819E-021   3.88584636E-021  -1.19999997E+001  -1.59530984E-020  -1.09531948E-020  -1.63847936E-021  -6.98629603E+003  -6.98628864E+003  -1.41660947E+004  -2.04124004E+002  -4.14714154E-003   2.09575244E-003   4.31964393E-004   1.19996256E+001   0.00000000E+000   7.67571356E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828716E+003   7.87201940E-021  -5.51746012E-021  -1.19999997E+001   1.67833292E-020  -5.07094803E-021  -7.52271136E-021  -6.98636955E+003  -6.98636226E+003  -1.41659476E+004  -2.04188964E+002  -4.06131806E-003   2.07333537E-003   8.70355240E-004   1.19992460E+001   0.00000000E+000   7.72942821E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806910E+003   7.00674712E-021  -4.11566609E-020  -1.19999997E+001  -2.15522012E-020  -1.43730903E-020  -1.00585162E-020  -6.98644414E+003  -6.98643696E+003  -1.41657983E+004  -2.04254879E+002  -3.97348400E-003   2.04973944E-003   1.31518223E-003   1.19988608E+001   0.00000000E+000   7.78314072E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784947E+003   4.44541337E-021   2.06256659E-020  -1.19999997E+001  -9.68166310E-021  -1.42725052E-020  -1.47277854E-020  -6.98651928E+003  -6.98651220E+003  -1.41656479E+004  -2.04321270E+002  -3.88478041E-003   2.02582637E-003   1.76322574E-003   1.19984728E+001   0.00000000E+000   7.83686888E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762826E+003   5.17819199E-021   1.38967170E-020  -1.19999997E+001  -2.24681486E-020   2.70521148E-021   1.30760711E-020  -6.98659496E+003  -6.98658798E+003  -1.41654964E+004  -2.04388137E+002  -3.79522131E-003   2.00159695E-003   2.21448576E-003   1.19980820E+001   0.00000000E+000   7.89061237E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740548E+003  -2.18834767E-021   1.51140787E-020  -1.19999997E+001  -1.95466811E-020   4.13987353E-021  -1.61995051E-020  -6.98667118E+003  -6.98666430E+003  -1.41653439E+004  -2.04455482E+002  -3.70483918E-003   1.97705868E-003   2.66896469E-003   1.19976884E+001   0.00000000E+000   7.94437118E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18718112E+003  -5.56382360E-021   2.30837571E-020  -1.19999997E+001  -1.18974938E-020   3.39871970E-021   9.61382395E-021  -6.98674794E+003  -6.98674116E+003  -1.41651903E+004  -2.04523304E+002  -3.61366230E-003   1.95221678E-003   3.12666426E-003   1.19972921E+001   0.00000000E+000   7.99814519E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695519E+003  -1.48679511E-021   1.98933215E-020  -1.19999997E+001  -7.14820534E-021  -1.12973019E-020  -1.99899776E-020  -6.98682523E+003  -6.98681856E+003  -1.41650356E+004  -2.04591603E+002  -3.52172234E-003   1.92708383E-003   3.58758462E-003   1.19968929E+001   0.00000000E+000   8.05193410E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672768E+003   8.92538221E-021  -2.86743814E-020  -1.19999997E+001   5.16547409E-021  -7.94093388E-022  -1.86559007E-020  -6.98690307E+003  -6.98689650E+003  -1.41648798E+004  -2.04660379E+002  -3.42904394E-003   1.90166799E-003   4.05172519E-003   1.19964910E+001   0.00000000E+000   8.10573758E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18649859E+003   6.84522976E-021   2.30052990E-020  -1.19999997E+001   1.41040498E-021  -1.89523622E-020   1.86347248E-020  -6.98698145E+003  -6.98697498E+003  -1.41647229E+004  -2.04729633E+002  -3.33565056E-003   1.87598153E-003   4.51908566E-003   1.19960863E+001   0.00000000E+000   8.15955533E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18626793E+003   6.35700708E-021  -3.90797344E-021  -1.19999997E+001  -2.36164821E-020   7.47506576E-021  -1.75335820E-020  -6.98706037E+003  -6.98705401E+003  -1.41645650E+004  -2.04799363E+002  -3.24158939E-003   1.85004011E-003   4.98966721E-003   1.19956788E+001   0.00000000E+000   8.21338721E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18603569E+003   2.31112195E-021   2.94192162E-020  -1.19999997E+001  -1.73111842E-020  -7.70799982E-021  -1.55642304E-020  -6.98713982E+003  -6.98713357E+003  -1.41644060E+004  -2.04869571E+002  -3.14689701E-003   1.82386135E-003   5.46346924E-003   1.19952685E+001   0.00000000E+000   8.26723288E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18580187E+003  -8.19446474E-021  -1.76496354E-020  -1.19999997E+001   2.12272847E-020   4.67985703E-021   2.96461532E-022  -6.98721982E+003  -6.98721368E+003  -1.41642459E+004  -2.04940256E+002  -3.05161170E-003   1.79746317E-003   5.94049245E-003   1.19948555E+001   0.00000000E+000   8.32109214E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18556648E+003   5.30379937E-021   1.73499893E-020  -1.19999997E+001   2.11105798E-021   1.70041864E-020   3.79047244E-021  -6.98730036E+003  -6.98729432E+003  -1.41640847E+004  -2.05011419E+002  -2.95577025E-003   1.77086176E-003   6.42073806E-003   1.19944396E+001   0.00000000E+000   8.37496491E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18532951E+003   4.78453674E-021  -1.78477038E-020  -1.19999997E+001  -1.95829013E-020   1.18372854E-020  -1.63477359E-020  -6.98738144E+003  -6.98737551E+003  -1.41639224E+004  -2.05083059E+002  -2.85940351E-003   1.74406563E-003   6.90420738E-003   1.19940210E+001   0.00000000E+000   8.42885105E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
        16     1.19999997E+001   7.18509096E+003   7.60803504E-021   1.71432355E-020  -1.19999997E+001   1.06090773E-020   1.04608569E-020  -1.74065271E-020  -6.98746306E+003  -6.98745724E+003  -1.41637591E+004  -2.05155178E+002  -2.76254104E-003   1.71708791E-003   7.39090143E-003   1.19935996E+001   0.00000000E+000   8.48275040E+014   0.00000000E+000   1.00000000E-014   1.60000000E-013
