   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.79089555E+003   2.79608574E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.79716343E+003   0.00000000E+000   2.79831580E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.81270293E+003   2.81727108E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.81839213E+003   0.00000000E+000   2.81941815E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84507014E+003   2.84959161E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85074986E+003   0.00000000E+000   2.85183047E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84583699E+003   2.85033029E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85151299E+003   0.00000000E+000   2.85258778E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84658870E+003   2.85105419E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85226064E+003   0.00000000E+000   2.85332884E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84733904E+003   2.85177748E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85300691E+003   0.00000000E+000   2.85406697E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84808391E+003   2.85249659E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85374816E+003   0.00000000E+000   2.85479857E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84881208E+003   2.85320108E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85447398E+003   0.00000000E+000   2.85551364E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.84952022E+003   2.85388740E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85518070E+003   0.00000000E+000   2.85620837E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.85020997E+003   2.85455787E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85587111E+003   0.00000000E+000   2.85688548E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.85089121E+003   2.85522172E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85655244E+003   0.00000000E+000   2.85755238E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.85155391E+003   2.85587015E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85721468E+003   0.00000000E+000   2.85819934E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.85220593E+003   2.85651021E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85786552E+003   0.00000000E+000   2.85883431E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.85284860E+003   2.85714361E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85850784E+003   0.00000000E+000   2.85945978E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      15   0.00000000E+000   2.85348398E+003   2.85777163E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85914383E+003   0.00000000E+000   2.86007725E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      16   0.00000000E+000   2.85411182E+003   2.85839451E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85977258E+003   0.00000000E+000   2.86068559E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      17   0.00000000E+000   2.85472676E+003   2.85900648E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86038823E+003   0.00000000E+000   2.86127916E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      18   0.00000000E+000   2.85530185E+003   2.85958214E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86096619E+003   0.00000000E+000   2.86183357E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      19   0.00000000E+000   2.85585219E+003   2.86013510E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.86152101E+003   0.00000000E+000   2.86236436E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
