   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996247E+001   1.00002270E+000   4.34120922E-004   1.19999997E+001   0.00000000E+000   5.44313536E-021  -1.57249309E-020  -1.19999997E+001  -3.10412967E-021   1.73472348E-019   4.33680869E-020   1.19532265E-004   1.30494512E-004  -2.50026777E-004   1.25013329E-004   1.17380920E-005   1.17951299E-005
       2       1     1.19992442E+001   1.00002270E+000   8.74618342E-004   1.19999997E+001   0.00000000E+000  -2.50381885E-021  -2.43436566E-020  -1.19999997E+001   9.20359407E-021  -8.67361738E-020   0.00000000E+000   2.40815075E-004   2.62911194E-004  -5.03726269E-004   2.51863014E-004   2.36479296E-005   2.37564679E-005
       3       1     1.19988580E+001   1.00002270E+000   1.32160109E-003   1.19999997E+001   0.00000000E+000   1.12743748E-020   1.83995781E-020  -1.19999997E+001  -5.83231608E-021   8.67361738E-020  -1.73472348E-019   3.63883516E-004   3.97277384E-004  -7.61160899E-004   3.80580268E-004   3.57341705E-005   3.58932185E-005
       4       1     1.19984691E+001   1.00002270E+000   1.77183123E-003   1.19999997E+001   0.00000000E+000   4.49909998E-021   8.44561745E-021  -1.19999997E+001  -8.37545186E-021   8.67361738E-020   0.00000000E+000   4.87846083E-004   5.32619707E-004  -1.02046579E-003   5.10232651E-004   4.79085412E-005   4.81185383E-005
       5       1     1.19980773E+001   1.00002270E+000   2.22530882E-003   1.19999997E+001   0.00000000E+000   6.74850650E-021   1.44504731E-020  -1.19999997E+001  -5.88921060E-021   4.33680869E-020   4.33680869E-020   6.12702787E-004   6.68938196E-004  -1.28164098E-003   6.40820185E-004   6.01710291E-005   6.04324276E-005
       6       1     1.19976828E+001   1.00002270E+000   2.68203610E-003   1.19999997E+001   0.00000000E+000  -9.51638725E-021  -2.22327537E-021  -1.19999997E+001  -3.58712043E-021  -1.30104261E-019   0.00000000E+000   7.38454229E-004   8.06233536E-004  -1.54468776E-003   7.72343513E-004   7.25216663E-005   7.28349527E-005
       7       1     1.19972854E+001   1.00002270E+000   3.14201468E-003   1.19999997E+001   0.00000000E+000   1.18119272E-020  -1.00226683E-020  -1.19999997E+001  -5.69811637E-021   0.00000000E+000   0.00000000E+000   8.65100843E-004   9.44506223E-004  -1.80960707E-003   9.04803100E-004   8.49604668E-005   8.53261698E-005
       8       1     1.19968853E+001   1.00002270E+000   3.60524445E-003   1.19999997E+001   0.00000000E+000  -1.48769105E-020   6.79934192E-021  -1.19999997E+001  -9.14944476E-022   0.00000000E+000   4.33680869E-020   9.92642595E-004   1.08375622E-003  -2.07639882E-003   1.03819891E-003   9.74874025E-005   9.79060980E-005
       9       1     1.19964823E+001   1.00002270E+000   4.07172463E-003   1.19999997E+001   0.00000000E+000  -8.46553182E-021  -1.76480638E-020  -1.19999997E+001  -6.90039237E-021  -4.33680869E-020   0.00000000E+000   1.12107927E-003   1.22398331E-003  -2.34506258E-003   1.17253073E-003   1.10102424E-004   1.10574735E-004
      10       1     1.19960766E+001   1.00002270E+000   4.54145476E-003   1.19999997E+001   0.00000000E+000  -1.70361208E-020  -2.93335409E-020  -1.19999997E+001   9.33482627E-021   0.00000000E+000  -4.33680869E-020   1.25041074E-003   1.36518735E-003  -2.61559809E-003   1.30779842E-003   1.22805492E-004   1.23332103E-004
      11       1     1.19956680E+001   1.00002270E+000   5.01443568E-003   1.19999997E+001   0.00000000E+000  -3.85383964E-021  -3.10180322E-021  -1.19999997E+001   6.32321676E-021   1.30104261E-019  -8.67361738E-020   1.38063723E-003   1.50736859E-003  -2.88800581E-003   1.44400222E-003   1.35596584E-004   1.36178226E-004
      12       1     1.19952566E+001   1.00002270E+000   5.49066656E-003   1.19999997E+001   0.00000000E+000   1.22364595E-020   1.26455236E-020  -1.19999997E+001  -2.19311430E-021  -4.33680869E-020   4.33680869E-020   1.51175852E-003   1.65052677E-003  -3.16228529E-003   1.58114189E-003   1.48475622E-004   1.49113082E-004
      13       1     1.19948425E+001   1.00002270E+000   5.97014777E-003   1.19999997E+001   0.00000000E+000  -3.71667500E-021   8.43351994E-021  -1.19999997E+001   5.20600594E-021   0.00000000E+000  -4.33680869E-020   1.64377472E-003   1.79466202E-003  -3.43843674E-003   1.71921755E-003   1.61442571E-004   1.62136678E-004
      14       1     1.19944255E+001   1.00002270E+000   6.45288003E-003   1.19999997E+001   0.00000000E+000   1.17041455E-020  -3.63223279E-020  -1.19999997E+001  -7.08470372E-021  -4.33680869E-020  -4.33680869E-020   1.77668604E-003   1.93977453E-003  -3.71646057E-003   1.85822940E-003   1.74497410E-004   1.75249054E-004
      15       1     1.19940057E+001   1.00002270E+000   6.93886432E-003   1.19999997E+001   0.00000000E+000  -1.00057318E-020  -1.57914466E-020  -1.19999997E+001   2.07045892E-020  -2.60208521E-019   1.30104261E-019   1.91049274E-003   2.08586461E-003  -3.99635735E-003   1.99817772E-003   1.87640123E-004   1.88450258E-004
      16       1     1.19935831E+001   1.00002270E+000   7.42810148E-003   1.19999997E+001   0.00000000E+000  -4.75191480E-021   2.39000603E-020  -1.19999997E+001   4.67199365E-021   2.16840434E-019   4.33680869E-020   2.04519503E-003   2.23293252E-003  -4.27812755E-003   2.13906275E-003   2.00870675E-004   2.01740331E-004
      17       1     1.19931577E+001   1.00002270E+000   7.92059133E-003   1.19999997E+001   0.00000000E+000  -5.40791039E-021  -1.58031098E-020  -1.19999997E+001   6.52148161E-021   4.33680869E-020   0.00000000E+000   2.18079288E-003   2.38097822E-003  -4.56177110E-003   2.28088446E-003   2.14189003E-004   2.15119277E-004
      18       1     1.19927296E+001   1.00002270E+000   8.41632925E-003   1.19999997E+001   0.00000000E+000   1.73998889E-020  -1.79541620E-020  -1.19999997E+001  -3.54371412E-021   0.00000000E+000   8.67361738E-020   2.31728500E-003   2.53000031E-003  -4.84728531E-003   2.42364149E-003   2.27594934E-004   2.28587013E-004
      19       1     1.19922986E+001   1.00002270E+000   8.91531305E-003   1.19999997E+001   0.00000000E+000  -8.90713253E-021   5.84293501E-021  -1.19999997E+001   1.08417787E-020   1.30104261E-019  -4.33680869E-020   2.45467080E-003   2.67999813E-003  -5.13466893E-003   2.56733324E-003   2.41088388E-004   2.42143508E-004
      20       1     1.19918648E+001   1.00002270E+000   9.41754412E-003   1.19999997E+001   0.00000000E+000   1.45684394E-020  -1.54076038E-020  -1.19999997E+001  -1.14019403E-020  -1.30104261E-019   1.73472348E-019   2.59295062E-003   2.83097214E-003  -5.42392276E-003   2.71196008E-003   2.54669403E-004   2.55788792E-004
      21       1     1.19914282E+001   1.00002270E+000   9.92302321E-003   1.19999997E+001   0.00000000E+000  -1.88189793E-021  -1.73755388E-020  -1.19999997E+001   8.06234848E-021  -4.33680869E-020   4.33680869E-020   2.73212462E-003   2.98292261E-003  -5.71504723E-003   2.85752225E-003   2.68338005E-004   2.69522878E-004
      22       1     1.19909888E+001   1.00002270E+000   1.04317506E-002   1.19999997E+001   0.00000000E+000  -2.07052613E-021  -1.23585643E-020  -1.19999997E+001  -6.17516694E-021  -2.60208521E-019   0.00000000E+000   2.87219289E-003   3.13584965E-003  -6.00804254E-003   3.00401983E-003   2.82094207E-004   2.83345764E-004
      23       1     1.19905466E+001   1.00002270E+000   1.09437260E-002   1.19999997E+001   0.00000000E+000   5.14134110E-022  -1.10066720E-020  -1.19999997E+001  -4.36222485E-021   1.73472348E-019  -4.33680869E-020   3.01315529E-003   3.28975314E-003  -6.30290843E-003   3.15145271E-003   2.95937987E-004   2.97257420E-004
      24       1     1.19901017E+001   1.00002270E+000   1.14589503E-002   1.19999997E+001   0.00000000E+000  -2.30219874E-021  -5.98270786E-021  -1.19999997E+001   1.00925961E-020   0.00000000E+000   4.33680869E-020   3.15501209E-003   3.44463340E-003  -6.59964549E-003   3.29982117E-003   3.09869376E-004   3.11257840E-004
      25       1     1.19896539E+001   1.00002270E+000   1.19774249E-002   1.19999997E+001   0.00000000E+000   2.25127078E-020  -1.34540513E-020  -1.19999997E+001  -5.07289190E-021   0.00000000E+000   8.67361738E-020   3.29776363E-003   3.60049090E-003  -6.89825452E-003   3.44912561E-003   3.23888419E-004   3.25347018E-004
      26       1     1.19892033E+001   1.00002270E+000   1.24991516E-002   1.19999997E+001   0.00000000E+000  -1.00154305E-020   3.14412488E-020  -1.19999997E+001  -9.74569722E-021   0.00000000E+000   0.00000000E+000   3.44141031E-003   3.75732620E-003  -7.19873650E-003   3.59936653E-003   3.37995166E-004   3.39524938E-004
      27       1     1.19887499E+001   1.00002270E+000   1.30241313E-002   1.19999997E+001   0.00000000E+000  -3.08436522E-021   4.51799847E-021  -1.19999997E+001  -2.38579310E-020   4.33680869E-020  -1.73472348E-019   3.58595236E-003   3.91513969E-003  -7.50109205E-003   3.75054423E-003   3.52189636E-004   3.53791568E-004
      28       1     1.19882937E+001   1.00002270E+000   1.35523645E-002   1.19999997E+001   0.00000000E+000   1.42869188E-020   6.31566873E-021  -1.19999997E+001  -7.56124247E-021  -4.33680869E-020  -1.73472348E-019   3.73138983E-003   4.07393153E-003  -7.80532137E-003   3.90265882E-003   3.66471849E-004   3.68146852E-004
      29       1     1.19878347E+001   1.00002270E+000   1.40838513E-002   1.19999997E+001   0.00000000E+000   1.16818479E-020  -1.87859748E-020  -1.19999997E+001  -1.26658309E-020   4.33680869E-020   0.00000000E+000   3.87772270E-003   4.23370185E-003  -8.11142456E-003   4.05571034E-003   3.80841809E-004   3.82590769E-004
      30       1     1.19873729E+001   1.00002270E+000   1.46185919E-002   1.19999997E+001   0.00000000E+000  -4.49150801E-021  -1.61784120E-021  -1.19999997E+001   1.84206919E-021   8.67361738E-020   3.03576608E-019   4.02495100E-003   4.39445074E-003  -8.41940174E-003   4.20969886E-003   3.95299514E-004   3.97123295E-004
      31       1     1.19869083E+001   1.00002270E+000   1.51565871E-002   1.19999997E+001   0.00000000E+000  -9.13071945E-021  -4.09894877E-021  -1.19999997E+001  -2.53073323E-021   0.00000000E+000   4.33680869E-020   4.17307489E-003   4.55617843E-003  -8.72925332E-003   4.36462457E-003   4.09844960E-004   4.11744447E-004
      32       1     1.19864409E+001   1.00002269E+000   1.56978376E-002   1.19999997E+001   0.00000000E+000  -6.81183234E-021   4.57416403E-021  -1.19999997E+001   2.17170893E-020   1.30104261E-019   8.67361738E-020   4.32209459E-003   4.71888521E-003  -9.04097979E-003   4.52048774E-003   4.24478158E-004   4.26454246E-004
      33       1     1.19859707E+001   1.00002269E+000   1.62423447E-002   1.19999997E+001   0.00000000E+000   2.52772954E-021  -1.98509492E-020  -1.19999997E+001  -1.34647633E-020   8.67361738E-020   8.67361738E-020   4.47201040E-003   4.88257145E-003  -9.35458185E-003   4.67728869E-003   4.39199134E-004   4.41252695E-004
      34       1     1.19854976E+001   1.00002269E+000   1.67901091E-002   1.19999997E+001   0.00000000E+000   1.15382183E-020   3.53481159E-021  -1.19999997E+001   1.30014698E-020  -2.60208521E-019   4.33680869E-020   4.62282249E-003   5.04723739E-003  -9.67005988E-003   4.83502763E-003   4.54007886E-004   4.56139804E-004
