    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850152E+003   5.44313536E-021  -1.57249309E-020  -1.19999997E+001  -3.10412967E-021   1.73472348E-019   4.33680869E-020  -6.98629289E+003  -6.98629214E+003  -1.41660943E+004  -2.04124166E+002  -1.14648307E-002  -5.13597055E-003   4.34120922E-004   1.19996247E+001   0.00000000E+000   7.67584812E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828612E+003  -2.50381885E-021  -2.43436566E-020  -1.19999997E+001   9.20359407E-021  -8.67361738E-020   0.00000000E+000  -6.98636321E+003  -6.98636931E+003  -1.41659469E+004  -2.04189279E+002  -1.87950537E-002  -1.24945023E-002   8.74618342E-004   1.19992442E+001   0.00000000E+000   7.72968744E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806754E+003   1.12743748E-020   1.83995781E-020  -1.19999997E+001  -5.83231608E-021   8.67361738E-020  -1.73472348E-019  -6.98643456E+003  -6.98644761E+003  -1.41657972E+004  -2.04255351E+002  -2.62337891E-002  -1.99610060E-002   1.32160109E-003   1.19988580E+001   0.00000000E+000   7.78352573E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784737E+003   4.49909998E-021   8.44561745E-021  -1.19999997E+001  -8.37545186E-021   8.67361738E-020   0.00000000E+000  -6.98650643E+003  -6.98652649E+003  -1.41656465E+004  -2.04321903E+002  -3.37267684E-002  -2.74819949E-002   1.77183123E-003   1.19984691E+001   0.00000000E+000   7.83738066E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762562E+003   6.74850650E-021   1.44504731E-020  -1.19999997E+001  -5.88921060E-021   4.33680869E-020   4.33680869E-020  -6.98657882E+003  -6.98660593E+003  -1.41654946E+004  -2.04388935E+002  -4.12739840E-002  -3.50574687E-002   2.22530882E-003   1.19980773E+001   0.00000000E+000   7.89125191E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740229E+003  -9.51638725E-021  -2.22327537E-021  -1.19999997E+001  -3.58712043E-021  -1.30104261E-019   0.00000000E+000  -6.98665172E+003  -6.98668594E+003  -1.41653417E+004  -2.04456447E+002  -4.88754571E-002  -4.26874670E-002   2.68203610E-003   1.19976828E+001   0.00000000E+000   7.94513939E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717736E+003   1.18119272E-020  -1.00226683E-020  -1.19999997E+001  -5.69811637E-021   0.00000000E+000   0.00000000E+000  -6.98672515E+003  -6.98676652E+003  -1.41651877E+004  -2.04524440E+002  -5.65311976E-002  -5.03720231E-002   3.14201468E-003   1.19972854E+001   0.00000000E+000   7.99904295E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695085E+003  -1.48769105E-020   6.79934192E-021  -1.19999997E+001  -9.14944476E-022   0.00000000E+000   4.33680869E-020  -6.98679909E+003  -6.98684767E+003  -1.41650326E+004  -2.04592913E+002  -6.42411899E-002  -5.81111470E-002   3.60524445E-003   1.19968853E+001   0.00000000E+000   8.05296225E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672275E+003  -8.46553182E-021  -1.76480638E-020  -1.19999997E+001  -6.90039237E-021  -4.33680869E-020   0.00000000E+000  -6.98687356E+003  -6.98692939E+003  -1.41648764E+004  -2.04661867E+002  -7.20054050E-002  -6.59048358E-002   4.07172463E-003   1.19964823E+001   0.00000000E+000   8.10689690E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18649307E+003  -1.70361208E-020  -2.93335409E-020  -1.19999997E+001   9.33482627E-021   0.00000000E+000  -4.33680869E-020  -6.98694854E+003  -6.98701167E+003  -1.41647192E+004  -2.04731301E+002  -7.98238210E-002  -7.37531010E-002   4.54145476E-003   1.19960766E+001   0.00000000E+000   8.16084657E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18626180E+003  -3.85383964E-021  -3.10180322E-021  -1.19999997E+001   6.32321676E-021   1.30104261E-019  -8.67361738E-020  -6.98702404E+003  -6.98709453E+003  -1.41645608E+004  -2.04801216E+002  -8.76964258E-002  -8.16559555E-002   5.01443568E-003   1.19956680E+001   0.00000000E+000   8.21481106E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18602894E+003   1.22364595E-020   1.26455236E-020  -1.19999997E+001  -2.19311430E-021  -4.33680869E-020   4.33680869E-020  -6.98710006E+003  -6.98717796E+003  -1.41644014E+004  -2.04871611E+002  -9.56231732E-002  -8.96133843E-002   5.49066656E-003   1.19952566E+001   0.00000000E+000   8.26878998E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18579449E+003  -3.71667500E-021   8.43351994E-021  -1.19999997E+001   5.20600594E-021   0.00000000E+000  -4.33680869E-020  -6.98717660E+003  -6.98726196E+003  -1.41642408E+004  -2.04942487E+002  -1.03604043E-001  -9.76253907E-002   5.97014777E-003   1.19948425E+001   0.00000000E+000   8.32278312E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18555846E+003   1.17041455E-020  -3.63223279E-020  -1.19999997E+001  -7.08470372E-021  -4.33680869E-020  -4.33680869E-020  -6.98725366E+003  -6.98734652E+003  -1.41640792E+004  -2.05013843E+002  -1.11639024E-001  -1.05691996E-001   6.45288003E-003   1.19944255E+001   0.00000000E+000   8.37679028E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18532084E+003  -1.00057318E-020  -1.57914466E-020  -1.19999997E+001   2.07045892E-020  -2.60208521E-019   1.30104261E-019  -6.98733123E+003  -6.98743166E+003  -1.41639165E+004  -2.05085680E+002  -1.19728109E-001  -1.13813229E-001   6.93886432E-003   1.19940057E+001   0.00000000E+000   8.43081131E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
        16     1.19999997E+001   7.18508164E+003  -4.75191480E-021   2.39000603E-020  -1.19999997E+001   4.67199365E-021   2.16840434E-019   4.33680869E-020  -6.98740933E+003  -6.98751736E+003  -1.41637527E+004  -2.05157998E+002  -1.27871279E-001  -1.21989110E-001   7.42810148E-003   1.19935831E+001   0.00000000E+000   8.48484602E+014   0.00000000E+000   1.00000000E-014   1.60000000E-013
        17     1.19999997E+001   7.18484084E+003  -5.40791039E-021  -1.58031098E-020  -1.19999997E+001   6.52148161E-021   4.33680869E-020   0.00000000E+000  -6.98748794E+003  -6.98760364E+003  -1.41635878E+004  -2.05230796E+002  -1.36068498E-001  -1.30219642E-001   7.92059133E-003   1.19931577E+001   0.00000000E+000   8.53889415E+014   0.00000000E+000   1.00000000E-014   1.70000000E-013
        18     1.19999997E+001   7.18459846E+003   1.73998889E-020  -1.79541620E-020  -1.19999997E+001  -3.54371412E-021   0.00000000E+000   8.67361738E-020  -6.98756708E+003  -6.98769048E+003  -1.41634218E+004  -2.05304075E+002  -1.44319661E-001  -1.38504769E-001   8.41632925E-003   1.19927296E+001   0.00000000E+000   8.59295508E+014   0.00000000E+000   1.00000000E-014   1.80000000E-013
        19     1.19999997E+001   7.18435450E+003  -8.90713253E-021   5.84293501E-021  -1.19999997E+001   1.08417787E-020   1.30104261E-019  -4.33680869E-020  -6.98764673E+003  -6.98777790E+003  -1.41632547E+004  -2.05377833E+002  -1.52624722E-001  -1.46844472E-001   8.91531305E-003   1.19922986E+001   0.00000000E+000   8.64702840E+014   0.00000000E+000   1.00000000E-014   1.90000000E-013
        20     1.19999997E+001   7.18410895E+003   1.45684394E-020  -1.54076038E-020  -1.19999997E+001  -1.14019403E-020  -1.30104261E-019   1.73472348E-019  -6.98772690E+003  -6.98786588E+003  -1.41630866E+004  -2.05452072E+002  -1.60983703E-001  -1.55238767E-001   9.41754412E-003   1.19918648E+001   0.00000000E+000   8.70111405E+014   0.00000000E+000   1.00000000E-014   2.00000000E-013
        21     1.19999997E+001   7.18386181E+003  -1.88189793E-021  -1.73755388E-020  -1.19999997E+001   8.06234848E-021  -4.33680869E-020   4.33680869E-020  -6.98780759E+003  -6.98795443E+003  -1.41629174E+004  -2.05526790E+002  -1.69396621E-001  -1.63687666E-001   9.92302321E-003   1.19914282E+001   0.00000000E+000   8.75521188E+014   0.00000000E+000   1.00000000E-014   2.10000000E-013
        22     1.19999997E+001   7.18361309E+003  -2.07052613E-021  -1.23585643E-020  -1.19999997E+001  -6.17516694E-021  -2.60208521E-019   0.00000000E+000  -6.98788879E+003  -6.98804355E+003  -1.41627470E+004  -2.05601989E+002  -1.77863483E-001  -1.72191165E-001   1.04317506E-002   1.19909888E+001   0.00000000E+000   8.80932169E+014   0.00000000E+000   1.00000000E-014   2.20000000E-013
        23     1.19999997E+001   7.18336279E+003   5.14134110E-022  -1.10066720E-020  -1.19999997E+001  -4.36222485E-021   1.73472348E-019  -4.33680869E-020  -6.98797052E+003  -6.98813324E+003  -1.41625756E+004  -2.05677667E+002  -1.86384274E-001  -1.80749248E-001   1.09437260E-002   1.19905466E+001   0.00000000E+000   8.86344330E+014   0.00000000E+000   1.00000000E-014   2.30000000E-013
        24     1.19999997E+001   7.18311090E+003  -2.30219874E-021  -5.98270786E-021  -1.19999997E+001   1.00925961E-020   0.00000000E+000   4.33680869E-020  -6.98805276E+003  -6.98822350E+003  -1.41624031E+004  -2.05753826E+002  -1.94959013E-001  -1.89361910E-001   1.14589503E-002   1.19901017E+001   0.00000000E+000   8.91757660E+014   0.00000000E+000   1.00000000E-014   2.40000000E-013
        25     1.19999997E+001   7.18285742E+003   2.25127078E-020  -1.34540513E-020  -1.19999997E+001  -5.07289190E-021   0.00000000E+000   8.67361738E-020  -6.98813553E+003  -6.98831432E+003  -1.41622295E+004  -2.05830466E+002  -2.03587725E-001  -1.98029152E-001   1.19774249E-002   1.19896539E+001   0.00000000E+000   8.97172156E+014   0.00000000E+000   1.00000000E-014   2.50000000E-013
        26     1.19999997E+001   7.18260236E+003  -1.00154305E-020   3.14412488E-020  -1.19999997E+001  -9.74569722E-021   0.00000000E+000   0.00000000E+000  -6.98821881E+003  -6.98840572E+003  -1.41620548E+004  -2.05907586E+002  -2.12270440E-001  -2.06750965E-001   1.24991516E-002   1.19892033E+001   0.00000000E+000   9.02587814E+014   0.00000000E+000   1.00000000E-014   2.60000000E-013
        27     1.19999997E+001   7.18234571E+003  -3.08436522E-021   4.51799847E-021  -1.19999997E+001  -2.38579310E-020   4.33680869E-020  -1.73472348E-019  -6.98830261E+003  -6.98849769E+003  -1.41618791E+004  -2.05985187E+002  -2.21007167E-001  -2.15527331E-001   1.30241313E-002   1.19887499E+001   0.00000000E+000   9.08004626E+014   0.00000000E+000   1.00000000E-014   2.70000000E-013
        28     1.19999997E+001   7.18208747E+003   1.42869188E-020   6.31566873E-021  -1.19999997E+001  -7.56124247E-021  -4.33680869E-020  -1.73472348E-019  -6.98838693E+003  -6.98859023E+003  -1.41617022E+004  -2.06063269E+002  -2.29797915E-001  -2.24358219E-001   1.35523645E-002   1.19882937E+001   0.00000000E+000   9.13422578E+014   0.00000000E+000   1.00000000E-014   2.80000000E-013
        29     1.19999997E+001   7.18182765E+003   1.16818479E-020  -1.87859748E-020  -1.19999997E+001  -1.26658309E-020   4.33680869E-020   0.00000000E+000  -6.98847177E+003  -6.98868334E+003  -1.41615243E+004  -2.06141832E+002  -2.38642687E-001  -2.33243616E-001   1.40838513E-002   1.19878347E+001   0.00000000E+000   9.18841653E+014   0.00000000E+000   1.00000000E-014   2.90000000E-013
        30     1.19999997E+001   7.18156623E+003  -4.49150801E-021  -1.61784120E-021  -1.19999997E+001   1.84206919E-021   8.67361738E-020   3.03576608E-019  -6.98855713E+003  -6.98877701E+003  -1.41613452E+004  -2.06220876E+002  -2.47541481E-001  -2.42183508E-001   1.46185919E-002   1.19873729E+001   0.00000000E+000   9.24261833E+014   0.00000000E+000   1.00000000E-014   3.00000000E-013
        31     1.19999997E+001   7.18130323E+003  -9.13071945E-021  -4.09894877E-021  -1.19999997E+001  -2.53073323E-021   0.00000000E+000   4.33680869E-020  -6.98864300E+003  -6.98887126E+003  -1.41611651E+004  -2.06300401E+002  -2.56494294E-001  -2.51177905E-001   1.51565871E-002   1.19869083E+001   0.00000000E+000   9.29683108E+014   0.00000000E+000   1.00000000E-014   3.10000000E-013
        32     1.19999997E+001   7.18103865E+003  -6.81183234E-021   4.57416403E-021  -1.19999997E+001   2.17170893E-020   1.30104261E-019   8.67361738E-020  -6.98872940E+003  -6.98896608E+003  -1.41609839E+004  -2.06380407E+002  -2.65501134E-001  -2.60226820E-001   1.56978376E-002   1.19864409E+001   0.00000000E+000   9.35105467E+014   0.00000000E+000   1.00000000E-014   3.20000000E-013
        33     1.19999997E+001   7.18077247E+003   2.52772954E-021  -1.98509492E-020  -1.19999997E+001  -1.34647633E-020   8.67361738E-020   8.67361738E-020  -6.98881632E+003  -6.98906147E+003  -1.41608016E+004  -2.06460894E+002  -2.74562016E-001  -2.69330254E-001   1.62423447E-002   1.19859707E+001   0.00000000E+000   9.40528904E+014   0.00000000E+000   1.00000000E-014   3.30000000E-013
        34     1.19999997E+001   7.18050470E+003   1.15382183E-020   3.53481159E-021  -1.19999997E+001   1.30014698E-020  -2.60208521E-019   4.33680869E-020  -6.98890375E+003  -6.98915743E+003  -1.41606182E+004  -2.06541863E+002  -2.83676940E-001  -2.78488215E-001   1.67901091E-002   1.19854976E+001   0.00000000E+000   9.45953410E+014   0.00000000E+000   1.00000000E-014   3.40000000E-013
        35     1.19999997E+001   7.18023535E+003  -2.67672027E-020   1.90656446E-020  -1.19999997E+001   2.07291462E-022  -8.67361738E-020   8.67361738E-020  -6.98899171E+003  -6.98925396E+003  -1.41604337E+004  -2.06623314E+002  -2.92845862E-001  -2.87700698E-001   1.73411302E-002   1.19850218E+001   0.00000000E+000   9.51378965E+014   0.00000000E+000   1.00000000E-014   3.50000000E-013
        36     1.19999997E+001   7.17996441E+003  -2.45668920E-020  -4.68378821E-020  -1.19999997E+001   2.19231297E-020  -4.33680869E-020  -4.33680869E-020  -6.98908018E+003  -6.98935107E+003  -1.41602481E+004  -2.06705245E+002  -3.02068721E-001  -2.96967694E-001   1.78954072E-002   1.19845432E+001   0.00000000E+000   9.56805545E+014   0.00000000E+000   1.00000000E-014   3.60000000E-013
        37     1.19999997E+001   7.17969188E+003  -9.20658226E-021   9.11180804E-022  -1.19999997E+001  -1.41336526E-020   1.30104261E-019  -4.33680869E-020  -6.98916917E+003  -6.98944874E+003  -1.41600615E+004  -2.06787658E+002  -3.11345537E-001  -3.06289184E-001   1.84529394E-002   1.19840617E+001   0.00000000E+000   9.62233130E+014   0.00000000E+000   1.00000000E-014   3.70000000E-013
        38     1.19999997E+001   7.17941776E+003  -1.06172251E-020   7.61572782E-021  -1.19999997E+001  -6.94458449E-021  -1.30104261E-019  -1.73472348E-019  -6.98925869E+003  -6.98954698E+003  -1.41598737E+004  -2.06870552E+002  -3.20676193E-001  -3.15665185E-001   1.90137273E-002   1.19835775E+001   0.00000000E+000   9.67661707E+014   0.00000000E+000   1.00000000E-014   3.80000000E-013
        39     1.19999997E+001   7.17914205E+003   1.65495163E-020  -2.38922848E-020  -1.19999997E+001   1.85488790E-020  -8.67361738E-020   1.73472348E-019  -6.98934872E+003  -6.98964580E+003  -1.41596849E+004  -2.06953927E+002  -3.30060639E-001  -3.25095695E-001   1.95777703E-002   1.19830904E+001   0.00000000E+000   9.73091256E+014   0.00000000E+000   1.00000000E-014   3.90000000E-013
        40     1.19999997E+001   7.17886476E+003   2.64222167E-022   2.04383715E-020  -1.19999997E+001   1.31367397E-020   4.33680869E-020   1.73472348E-019  -6.98943927E+003  -6.98974518E+003  -1.41594949E+004  -2.07037784E+002  -3.39498909E-001  -3.34580789E-001   2.01450708E-002   1.19826006E+001   0.00000000E+000   9.78521788E+014   0.00000000E+000   1.00000000E-014   4.00000000E-013
