   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850152E+003   5.32250073E-002   2.84783108E+003   2.84777786E+003  -5.97261501E-002  -1.66697304E+002  -1.66637578E+002   2.84778739E+003  -5.01947885E-002   2.84783758E+003   4.36936457E-002  -1.66687773E+002  -1.66644079E+002
       2       1     1.19999997E+001   7.18828612E+003   5.12626194E-002   2.84771620E+003   2.84766494E+003  -5.37440391E-002  -1.66746489E+002  -1.66692745E+002   2.84766649E+003  -5.21874505E-002   2.84771868E+003   4.97060309E-002  -1.66744932E+002  -1.66695226E+002
       3       1     1.19999997E+001   7.18806754E+003   4.92707949E-002   2.84759963E+003   2.84755036E+003  -4.76732102E-002  -1.66796398E+002  -1.66748724E+002   2.84754382E+003  -5.42088897E-002   2.84759803E+003   5.58064744E-002  -1.66802933E+002  -1.66747127E+002
       4       1     1.19999997E+001   7.18784737E+003   4.72645352E-002   2.84748221E+003   2.84743495E+003  -4.15581189E-002  -1.66846669E+002  -1.66805111E+002   2.84742026E+003  -5.62450249E-002   2.84747651E+003   6.19514411E-002  -1.66861356E+002  -1.66799404E+002
       5       1     1.19999997E+001   7.18762562E+003   4.52438408E-002   2.84736395E+003   2.84731870E+003  -3.53987726E-002  -1.66897303E+002  -1.66861904E+002   2.84729581E+003  -5.82958639E-002   2.84735410E+003   6.81409321E-002  -1.66920200E+002  -1.66852059E+002
       6       1     1.19999997E+001   7.18740229E+003   4.32087073E-002   2.84724484E+003   2.84720163E+003  -2.91951572E-002  -1.66948299E+002  -1.66919104E+002   2.84717046E+003  -6.03614327E-002   2.84723082E+003   7.43749827E-002  -1.66979465E+002  -1.66905090E+002
       7       1     1.19999997E+001   7.18717736E+003   4.11591369E-002   2.84712488E+003   2.84708372E+003  -2.29472685E-002  -1.66999659E+002  -1.66976711E+002   2.84704422E+003  -6.24417558E-002   2.84710666E+003   8.06536241E-002  -1.67039153E+002  -1.66958499E+002
       8       1     1.19999997E+001   7.18695085E+003   3.90951445E-002   2.84700407E+003   2.84696497E+003  -1.66551236E-002  -1.67051381E+002  -1.67034726E+002   2.84691709E+003  -6.45368479E-002   2.84698163E+003   8.69768688E-002  -1.67099263E+002  -1.67012286E+002
       9       1     1.19999997E+001   7.18672275E+003   3.70167472E-002   2.84688241E+003   2.84684540E+003  -1.03187505E-002  -1.67103466E+002  -1.67093148E+002   2.84678907E+003  -6.66467222E-002   2.84685571E+003   9.33447189E-002  -1.67159794E+002  -1.67066450E+002
      10       1     1.19999997E+001   7.18649307E+003   3.49239662E-002   2.84675991E+003   2.84672499E+003  -3.93817283E-003  -1.67155915E+002  -1.67151976E+002   2.84666015E+003  -6.87713960E-002   2.84672892E+003   9.97571894E-002  -1.67220748E+002  -1.67120991E+002
      11       1     1.19999997E+001   7.18626180E+003   3.28168110E-002   2.84663656E+003   2.84660374E+003   2.48659537E-003  -1.67208726E+002  -1.67211212E+002   2.84653035E+003  -7.09108886E-002   2.84660126E+003   1.06214295E-001  -1.67282123E+002  -1.67175909E+002
      12       1     1.19999997E+001   7.18602894E+003   3.06953061E-002   2.84651236E+003   2.84648167E+003   8.95551106E-003  -1.67261900E+002  -1.67270855E+002   2.84639965E+003  -7.30652116E-002   2.84647271E+003   1.12716029E-001  -1.67343920E+002  -1.67231204E+002
      13       1     1.19999997E+001   7.18579449E+003   2.85594651E-002   2.84638732E+003   2.84635876E+003   1.54685539E-002  -1.67315437E+002  -1.67330905E+002   2.84626805E+003  -7.52343783E-002   2.84634329E+003   1.19262397E-001  -1.67406140E+002  -1.67286877E+002
      14       1     1.19999997E+001   7.18555846E+003   2.64093054E-002   2.84626142E+003   2.84623502E+003   2.20257091E-002  -1.67369337E+002  -1.67391362E+002   2.84613557E+003  -7.74184091E-002   2.84621299E+003   1.25853424E-001  -1.67468781E+002  -1.67342927E+002
      15       1     1.19999997E+001   7.18532084E+003   2.42448401E-002   2.84613468E+003   2.84611044E+003   2.86269648E-002  -1.67423600E+002  -1.67452227E+002   2.84600219E+003  -7.96173319E-002   2.84608181E+003   1.32489137E-001  -1.67531844E+002  -1.67399355E+002
      16       1     1.19999997E+001   7.18508164E+003   2.20660866E-002   2.84600709E+003   2.84598503E+003   3.52722982E-002  -1.67478226E+002  -1.67513498E+002   2.84586792E+003  -8.18311770E-002   2.84594976E+003   1.39169562E-001  -1.67595329E+002  -1.67456160E+002
      17       1     1.19999997E+001   7.18484084E+003   1.98730643E-002   2.84587866E+003   2.84585878E+003   4.19616739E-002  -1.67533216E+002  -1.67575177E+002   2.84573276E+003  -8.40599673E-002   2.84581682E+003   1.45894705E-001  -1.67659237E+002  -1.67513342E+002
      18       1     1.19999997E+001   7.18459846E+003   1.76658243E-002   2.84574937E+003   2.84573171E+003   4.86949988E-002  -1.67588568E+002  -1.67637263E+002   2.84559671E+003  -8.63037084E-002   2.84568301E+003   1.52664531E-001  -1.67723567E+002  -1.67570902E+002
      19       1     1.19999997E+001   7.18435450E+003   1.54443947E-002   2.84561924E+003   2.84560380E+003   5.54722290E-002  -1.67644283E+002  -1.67699755E+002   2.84545976E+003  -8.85624047E-002   2.84554833E+003   1.59479028E-001  -1.67788317E+002  -1.67628838E+002
      20       1     1.19999997E+001   7.18410895E+003   1.32087471E-002   2.84548827E+003   2.84547506E+003   6.22933852E-002  -1.67700360E+002  -1.67762654E+002   2.84532193E+003  -9.08360768E-002   2.84541276E+003   1.66338209E-001  -1.67853490E+002  -1.67687151E+002
      21       1     1.19999997E+001   7.18386181E+003   1.09588626E-002   2.84535644E+003   2.84534548E+003   6.91584807E-002  -1.67756800E+002  -1.67825959E+002   2.84518320E+003  -9.31247375E-002   2.84527632E+003   1.73242081E-001  -1.67919084E+002  -1.67745842E+002
      22       1     1.19999997E+001   7.18361309E+003   8.69473068E-003   2.84522377E+003   2.84521508E+003   7.60675231E-002  -1.67813603E+002  -1.67889671E+002   2.84504358E+003  -9.54283874E-002   2.84513901E+003   1.80190641E-001  -1.67985099E+002  -1.67804909E+002
      23       1     1.19999997E+001   7.18336279E+003   6.41634703E-003   2.84509025E+003   2.84508384E+003   8.30205015E-002  -1.67870769E+002  -1.67953790E+002   2.84490307E+003  -9.77470258E-002   2.84500082E+003   1.87183874E-001  -1.68051537E+002  -1.67864353E+002
      24       1     1.19999997E+001   7.18311090E+003   4.12368937E-003   2.84495589E+003   2.84495177E+003   9.00174342E-002  -1.67928298E+002  -1.68018315E+002   2.84476167E+003  -1.00080651E-001   2.84486175E+003   1.94221774E-001  -1.68118396E+002  -1.67924174E+002
      25       1     1.19999997E+001   7.18285742E+003   1.81671986E-003   2.84482068E+003   2.84481886E+003   9.70583470E-002  -1.67986189E+002  -1.68083247E+002   2.84461937E+003  -1.02429269E-001   2.84472180E+003   2.01304336E-001  -1.68185677E+002  -1.67984372E+002
      26       1     1.19999997E+001   7.18260236E+003  -5.04612141E-004   2.84468462E+003   2.84468512E+003   1.04143270E-001  -1.68044444E+002  -1.68148587E+002   2.84447618E+003  -1.04792888E-001   2.84458098E+003   2.08431546E-001  -1.68253380E+002  -1.68044948E+002
      27       1     1.19999997E+001   7.18234571E+003  -2.84034968E-003   2.84454771E+003   2.84455055E+003   1.11272215E-001  -1.68103062E+002  -1.68214334E+002   2.84433210E+003  -1.07171521E-001   2.84443928E+003   2.15603386E-001  -1.68321505E+002  -1.68105902E+002
      28       1     1.19999997E+001   7.18208747E+003  -5.19053938E-003   2.84440995E+003   2.84441514E+003   1.18445197E-001  -1.68162043E+002  -1.68280488E+002   2.84418713E+003  -1.09565164E-001   2.84429670E+003   2.22819822E-001  -1.68390053E+002  -1.68167233E+002
      29       1     1.19999997E+001   7.18182765E+003  -7.55521150E-003   2.84427134E+003   2.84427890E+003   1.25662221E-001  -1.68221387E+002  -1.68347050E+002   2.84404126E+003  -1.11973834E-001   2.84415324E+003   2.30080843E-001  -1.68459023E+002  -1.68228943E+002
      30       1     1.19999997E+001   7.18156623E+003  -9.93438733E-003   2.84413189E+003   2.84414182E+003   1.32923286E-001  -1.68281095E+002  -1.68414018E+002   2.84389450E+003  -1.14397536E-001   2.84400890E+003   2.37386434E-001  -1.68528416E+002  -1.68291029E+002
      31       1     1.19999997E+001   7.18130323E+003  -1.23280712E-002   2.84399159E+003   2.84400391E+003   1.40228389E-001  -1.68341166E+002  -1.68481395E+002   2.84374685E+003  -1.16836287E-001   2.84386369E+003   2.44736605E-001  -1.68598231E+002  -1.68353494E+002
