   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850108E+003   6.10275459E-002   2.84783166E+003   2.84777063E+003  -7.41929699E-002  -1.66704394E+002  -1.66630201E+002   2.84778582E+003  -5.90105821E-002   2.84784483E+003   4.58451580E-002  -1.66689211E+002  -1.66643366E+002
       2       1     1.19999997E+001   7.18828526E+003   6.69831682E-002   2.84771740E+003   2.84765041E+003  -8.28873868E-002  -1.66760761E+002  -1.66677874E+002   2.84766335E+003  -6.99460374E-002   2.84773330E+003   5.40418187E-002  -1.66747820E+002  -1.66693778E+002
       3       1     1.19999997E+001   7.18806624E+003   7.30270180E-002   2.84760143E+003   2.84752841E+003  -9.17115324E-002  -1.66817966E+002  -1.66726255E+002   2.84753907E+003  -8.10458798E-002   2.84762012E+003   6.23613655E-002  -1.66807301E+002  -1.66744939E+002
       4       1     1.19999997E+001   7.18784565E+003   7.91146823E-002   2.84748464E+003   2.84740552E+003  -1.00599445E-001  -1.66875583E+002  -1.66774984E+002   2.84741390E+003  -9.22257625E-002   2.84750612E+003   7.07409995E-002  -1.66867210E+002  -1.66796469E+002
       5       1     1.19999997E+001   7.18762346E+003   8.52464965E-002   2.84736700E+003   2.84728175E+003  -1.09551707E-001  -1.66933616E+002  -1.66824065E+002   2.84728781E+003  -1.03486501E-001   2.84739130E+003   7.91812900E-002  -1.66927551E+002  -1.66848370E+002
       6       1     1.19999997E+001   7.18739969E+003   9.14224987E-002   2.84724851E+003   2.84715709E+003  -1.18568320E-001  -1.66992064E+002  -1.66873496E+002   2.84716083E+003  -1.14828057E-001   2.84727566E+003   8.76822365E-002  -1.66988324E+002  -1.66900642E+002
       7       1     1.19999997E+001   7.18717433E+003   9.76427176E-002   2.84712919E+003   2.84703155E+003  -1.27649324E-001  -1.67050928E+002  -1.66923279E+002   2.84703295E+003  -1.26250482E-001   2.84715920E+003   9.62438754E-002  -1.67049530E+002  -1.66953286E+002
       8       1     1.19999997E+001   7.18694738E+003   1.03907161E-001   2.84700902E+003   2.84690512E+003  -1.36794731E-001  -1.67110208E+002  -1.66973413E+002   2.84690416E+003  -1.37753784E-001   2.84704191E+003   1.04866213E-001  -1.67111167E+002  -1.67006301E+002
       9       1     1.19999997E+001   7.18671884E+003   1.10215828E-001   2.84688802E+003   2.84677780E+003  -1.46004538E-001  -1.67169903E+002  -1.67023899E+002   2.84677447E+003  -1.49337957E-001   2.84692380E+003   1.13549247E-001  -1.67173236E+002  -1.67059687E+002
      10       1     1.19999997E+001   7.18648872E+003   1.16568723E-001   2.84676617E+003   2.84664960E+003  -1.55278749E-001  -1.67230014E+002  -1.67074735E+002   2.84664387E+003  -1.61003003E-001   2.84680488E+003   1.22292977E-001  -1.67235738E+002  -1.67113445E+002
      11       1     1.19999997E+001   7.18625700E+003   1.22965862E-001   2.84664347E+003   2.84652051E+003  -1.64617390E-001  -1.67290540E+002  -1.67125923E+002   2.84651238E+003  -1.72748952E-001   2.84668513E+003   1.31097425E-001  -1.67298672E+002  -1.67167574E+002
      12       1     1.19999997E+001   7.18602370E+003   1.29407245E-001   2.84651994E+003   2.84639053E+003  -1.74020459E-001  -1.67351482E+002  -1.67177462E+002   2.84637998E+003  -1.84575800E-001   2.84656455E+003   1.39962587E-001  -1.67362038E+002  -1.67222075E+002
