   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996256E+001   1.00002270E+000   4.31961843E-004   1.19999997E+001   0.00000000E+000   1.63339633E-020   4.27776454E-021  -1.19999997E+001  -6.04056914E-021   2.57921532E-020   6.45994971E-021   1.24686758E-004   1.24706526E-004  -2.49393283E-004   1.24696642E-004   1.99946730E-008   3.09253347E-008
       2       1     1.19992460E+001   1.00002270E+000   8.70347659E-004   1.19999997E+001   0.00000000E+000   9.97373024E-021  -2.28660018E-020  -1.19999997E+001   2.00902525E-021  -1.21760986E-020   1.40951576E-020   2.51229080E-004   2.51266370E-004  -5.02495450E-004   2.51247725E-004   3.74425859E-008   5.93687763E-008
       3       1     1.19988608E+001   1.00002270E+000   1.31516564E-003   1.19999997E+001   0.00000000E+000   1.58096549E-020   1.70146916E-020  -1.19999997E+001  -2.14585747E-020  -2.92438125E-020   7.12037071E-021   3.79628355E-004   3.79682874E-004  -7.59311229E-004   3.79655615E-004   5.44232981E-008   8.87993781E-008
       4       1     1.19984728E+001   1.00002270E+000   1.76319923E-003   1.19999997E+001   0.00000000E+000  -1.62110856E-021   4.65169153E-021  -1.19999997E+001  -1.95361966E-020   2.04029061E-020   1.82376781E-020   5.08955880E-004   5.09027658E-004  -1.01798354E-003   5.08991769E-004   7.11711133E-008   1.18663206E-007
       5       1     1.19980820E+001   1.00002270E+000   2.21444841E-003   1.19999997E+001   0.00000000E+000   1.81219969E-020   1.88812660E-020  -1.19999997E+001   4.43319177E-021  -1.89311864E-020   1.84123787E-020   6.39211662E-004   6.39300711E-004  -1.27851237E-003   6.39256187E-004   8.76585177E-008   1.48969632E-007
       6       1     1.19976885E+001   1.00002270E+000   2.66891568E-003   1.19999997E+001   0.00000000E+000  -1.51228055E-020   1.88156292E-020  -1.19999997E+001   8.05479529E-021   1.00585162E-020  -2.46168950E-020   7.70396427E-004   7.70502745E-004  -1.54089917E-003   7.70449586E-004   1.03855717E-007   1.79721338E-007
       7       1     1.19972921E+001   1.00002270E+000   3.12660281E-003   1.19999997E+001   0.00000000E+000  -1.85359181E-020   2.84930634E-021  -1.19999997E+001   8.42154650E-021  -5.09278560E-020  -1.58818678E-020   9.02510695E-004   9.02634264E-004  -1.80514496E-003   9.02572480E-004   1.19732098E-007   2.10922350E-007
       8       1     1.19968930E+001   1.00002270E+000   3.58751007E-003   1.19999997E+001   0.00000000E+000  -9.11379327E-021  -1.68227857E-020  -1.19999997E+001  -1.43254861E-020  -5.84452734E-021   6.94567017E-021   1.03555455E-003   1.03569533E-003  -2.07124988E-003   1.03562494E-003   1.35260298E-007   2.42575071E-007
       9       1     1.19964911E+001   1.00002270E+000   4.05163694E-003   1.19999997E+001   0.00000000E+000  -7.63404987E-022  -8.02625756E-021  -1.19999997E+001   1.20994914E-020  -5.48453833E-021  -1.72159447E-020   1.16952785E-003   1.16968580E-003  -2.33921365E-003   1.16960683E-003   1.50414218E-007   2.74685783E-007
      10       1     1.19960864E+001   1.00002270E+000   4.51898319E-003   1.19999997E+001   0.00000000E+000  -2.87484554E-020  -2.37756523E-020  -1.19999997E+001   1.78989373E-020   3.95987903E-021   3.59989003E-022   1.30443055E-003   1.30460559E-003  -2.60903613E-003   1.30451807E-003   1.65170925E-007   3.07259907E-007
      11       1     1.19956789E+001   1.00002270E+000   4.98955013E-003   1.19999997E+001   0.00000000E+000   1.80791490E-020   2.61589251E-020  -1.19999997E+001   8.88870192E-021   2.67027137E-020   7.98328553E-021   1.44026301E-003   1.44045508E-003  -2.88071809E-003   1.44035904E-003   1.79515710E-007   3.40292200E-007
