    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850206E+003   1.63339633E-020   4.27776454E-021  -1.19999997E+001  -6.04056914E-021   2.57921532E-020   6.45994971E-021  -6.98629608E+003  -6.98628859E+003  -1.41660947E+004  -2.04124003E+002  -4.25264259E-003   2.10144059E-003   4.31961843E-004   1.19996256E+001   0.00000000E+000   7.67571327E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828716E+003   9.97373024E-021  -2.28660018E-020  -1.19999997E+001   2.00902525E-021  -1.21760986E-020   1.40951576E-020  -6.98636964E+003  -6.98636217E+003  -1.41659476E+004  -2.04188963E+002  -4.26361881E-003   2.08431217E-003   8.70347659E-004   1.19992460E+001   0.00000000E+000   7.72942734E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806911E+003   1.58096549E-020   1.70146916E-020  -1.19999997E+001  -2.14585747E-020  -2.92438125E-020   7.12037071E-021  -6.98644428E+003  -6.98643682E+003  -1.41657983E+004  -2.04254876E+002  -4.27435503E-003   2.06662578E-003   1.31516564E-003   1.19988608E+001   0.00000000E+000   7.78313887E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784948E+003  -1.62110856E-021   4.65169153E-021  -1.19999997E+001  -1.95361966E-020   2.04029061E-020   1.82376781E-020  -6.98651946E+003  -6.98651201E+003  -1.41656479E+004  -2.04321266E+002  -4.28496962E-003   2.04869546E-003   1.76319923E-003   1.19984728E+001   0.00000000E+000   7.83686595E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762828E+003   1.81219969E-020   1.88812660E-020  -1.19999997E+001   4.43319177E-021  -1.89311864E-020   1.84123787E-020  -6.98659518E+003  -6.98658774E+003  -1.41654964E+004  -2.04388132E+002  -4.29544688E-003   2.03051671E-003   2.21444841E-003   1.19980820E+001   0.00000000E+000   7.89060830E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740550E+003  -1.51228055E-020   1.88156292E-020  -1.19999997E+001   8.05479529E-021   1.00585162E-020  -2.46168950E-020  -6.98667144E+003  -6.98666402E+003  -1.41653439E+004  -2.04455475E+002  -4.30576961E-003   2.01208897E-003   2.66891568E-003   1.19976885E+001   0.00000000E+000   7.94436589E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18718115E+003  -1.85359181E-020   2.84930634E-021  -1.19999997E+001   8.42154650E-021  -5.09278560E-020  -1.58818678E-020  -6.98674824E+003  -6.98674083E+003  -1.41651903E+004  -2.04523295E+002  -4.31592012E-003   1.99341095E-003   3.12660281E-003   1.19972921E+001   0.00000000E+000   7.99813861E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695522E+003  -9.11379327E-021  -1.68227857E-020  -1.19999997E+001  -1.43254861E-020  -5.84452734E-021   6.94567017E-021  -6.98682559E+003  -6.98681818E+003  -1.41650356E+004  -2.04591592E+002  -4.32588261E-003   1.97448217E-003   3.58751007E-003   1.19968930E+001   0.00000000E+000   8.05192618E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672772E+003  -7.63404987E-022  -8.02625756E-021  -1.19999997E+001   1.20994914E-020  -5.48453833E-021  -1.72159447E-020  -6.98690347E+003  -6.98689607E+003  -1.41648798E+004  -2.04660366E+002  -4.33564211E-003   1.95529988E-003   4.05163694E-003   1.19964911E+001   0.00000000E+000   8.10572828E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18649864E+003  -2.87484554E-020  -2.37756523E-020  -1.19999997E+001   1.78989373E-020   3.95987903E-021   3.59989003E-022  -6.98698189E+003  -6.98697451E+003  -1.41647230E+004  -2.04729618E+002  -4.34518547E-003   1.93586171E-003   4.51898319E-003   1.19960864E+001   0.00000000E+000   8.15954461E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
