   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.78783319E+003   2.78753246E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.79045410E+003   0.00000000E+000   2.78967568E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.80973210E+003   2.80950747E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.81209606E+003   0.00000000E+000   2.81139955E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84188663E+003   2.84172469E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84429772E+003   0.00000000E+000   2.84357764E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84258504E+003   2.84244526E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84499227E+003   0.00000000E+000   2.84426228E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84326817E+003   2.84315176E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84567197E+003   0.00000000E+000   2.84493165E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84395226E+003   2.84386032E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84635249E+003   0.00000000E+000   2.84560164E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84463285E+003   2.84456636E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84702950E+003   0.00000000E+000   2.84626769E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84530069E+003   2.84526062E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84769365E+003   0.00000000E+000   2.84692078E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.84595137E+003   2.84593866E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84834083E+003   0.00000000E+000   2.84755663E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.84658694E+003   2.84660241E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84897307E+003   0.00000000E+000   2.84817744E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.84721772E+003   2.84726109E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84960002E+003   0.00000000E+000   2.84879290E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.84783328E+003   2.84790384E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85021104E+003   0.00000000E+000   2.84939213E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.84844186E+003   2.84853927E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85081443E+003   0.00000000E+000   2.84998360E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.84904581E+003   2.84917025E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85141296E+003   0.00000000E+000   2.85057026E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      15   0.00000000E+000   2.84964559E+003   2.84979745E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85200741E+003   0.00000000E+000   2.85115259E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      16   0.00000000E+000   2.85023972E+003   2.85041954E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85259608E+003   0.00000000E+000   2.85172935E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      17   0.00000000E+000   2.85082492E+003   2.85103286E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85317513E+003   0.00000000E+000   2.85229659E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      18   0.00000000E+000   2.85137485E+003   2.85161056E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85371882E+003   0.00000000E+000   2.85282843E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      19   0.00000000E+000   2.85190013E+003   2.85216298E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85423754E+003   0.00000000E+000   2.85333727E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      20   0.00000000E+000   2.85242875E+003   2.85271672E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85475788E+003   0.00000000E+000   2.85384904E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      21   0.00000000E+000   2.85295804E+003   2.85326949E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85527736E+003   0.00000000E+000   2.85436087E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      22   0.00000000E+000   2.85348287E+003   2.85381736E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85579141E+003   0.00000000E+000   2.85486828E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      23   0.00000000E+000   2.85399876E+003   2.85435606E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85629580E+003   0.00000000E+000   2.85536667E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      24   0.00000000E+000   2.85451328E+003   2.85489299E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85679815E+003   0.00000000E+000   2.85586363E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      25   0.00000000E+000   2.85502679E+003   2.85542942E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85729872E+003   0.00000000E+000   2.85635951E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      26   0.00000000E+000   2.85554251E+003   2.85596786E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85780082E+003   0.00000000E+000   2.85685716E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
