    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850109E+003  -1.33546656E-020  -2.17285458E-020  -1.19999997E+001   4.48883324E-021   2.16840434E-020   0.00000000E+000  -6.98629471E+003  -6.98629062E+003  -1.41660940E+004  -2.04124296E+002   9.12662754E-004  -1.83194241E-003   4.34446585E-004   1.19996239E+001   0.00000000E+000   7.67595592E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828529E+003  -4.71559124E-021  -3.07143742E-020  -1.19999997E+001   3.98175796E-021   2.71050543E-020  -5.42101086E-020  -6.98636686E+003  -6.98636623E+003  -1.41659463E+004  -2.04189529E+002   6.13996179E-003  -5.84054506E-003   8.75192238E-004   1.19992427E+001   0.00000000E+000   7.72989303E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806628E+003  -1.05925441E-020  -2.39452244E-020  -1.19999997E+001  -2.03671306E-020   4.74338450E-020   1.08420217E-020  -6.98644008E+003  -6.98644295E+003  -1.41657963E+004  -2.04255731E+002   1.14460071E-002  -9.90812876E-003   1.32248586E-003   1.19988558E+001   0.00000000E+000   7.78383492E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784570E+003   3.15255075E-021  -4.03004049E-020  -1.19999997E+001   1.41358136E-020  -1.62630326E-020  -2.16840434E-020  -6.98651383E+003  -6.98652024E+003  -1.41656453E+004  -2.04322410E+002   1.67903190E-002  -1.40049440E-002   1.77300328E-003   1.19984661E+001   0.00000000E+000   7.83778973E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762352E+003  -8.00313786E-021  -1.15310632E-020  -1.19999997E+001   6.62807417E-021   2.98155597E-020   0.00000000E+000  -6.98658811E+003  -6.98659807E+003  -1.41654932E+004  -2.04389570E+002   2.21732685E-002  -1.81313836E-002   2.22676795E-003   1.19980736E+001   0.00000000E+000   7.89175998E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18739977E+003   2.07390723E-021  -2.35584347E-020  -1.19999997E+001   1.19595427E-020   4.60785923E-020   3.79470760E-020  -6.98666292E+003  -6.98667647E+003  -1.41653400E+004  -2.04457210E+002   2.75948580E-002  -2.22874697E-002   2.68377932E-003   1.19976783E+001   0.00000000E+000   7.94574528E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717442E+003   5.50174369E-021   2.91544770E-020  -1.19999997E+001   5.27484805E-021  -2.16840434E-020   5.42101086E-020  -6.98673826E+003  -6.98675542E+003  -1.41651857E+004  -2.04525331E+002   3.30551112E-002  -2.64732190E-002   3.14403894E-003   1.19972802E+001   0.00000000E+000   7.99974551E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18694748E+003  -1.40885402E-020  -1.68882157E-020  -1.19999997E+001  -1.27017150E-020   3.25260652E-020  -2.16840434E-020  -6.98681414E+003  -6.98683493E+003  -1.41650303E+004  -2.04593933E+002   3.85540357E-002  -3.06886362E-002   3.60754683E-003   1.19968793E+001   0.00000000E+000   8.05376036E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18671896E+003   4.53294976E-021  -6.53464412E-020  -1.19999997E+001  -1.63144877E-020   5.96311195E-020  -2.16840434E-020  -6.98689054E+003  -6.98691500E+003  -1.41648738E+004  -2.04663015E+002   4.40916324E-002  -3.49337208E-002   4.07430242E-003   1.19964756E+001   0.00000000E+000   8.10778950E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18648885E+003  -7.01978555E-021  -3.25783430E-020  -1.19999997E+001   1.13341477E-020   7.04731412E-020  -8.13151629E-020  -6.98696748E+003  -6.98699562E+003  -1.41647163E+004  -2.04732578E+002   4.96679041E-002  -3.92084745E-002   4.54430540E-003   1.19960691E+001   0.00000000E+000   8.16183262E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18625715E+003  -1.59480422E-021  -4.48510563E-020  -1.19999997E+001   7.04100273E-021   3.25260652E-020  -1.08420217E-020  -6.98704495E+003  -6.98707680E+003  -1.41645576E+004  -2.04802622E+002   5.52828699E-002  -4.35129087E-002   5.01755688E-003   1.19956598E+001   0.00000000E+000   8.21588958E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18602386E+003  -1.17697875E-020   1.48922289E-020  -1.19999997E+001   1.78244808E-020  -5.96311195E-020   1.08420217E-020  -6.98712295E+003  -6.98715854E+003  -1.41643979E+004  -2.04873147E+002   6.09365303E-002  -4.78470225E-002   5.49405640E-003   1.19952477E+001   0.00000000E+000   8.26996005E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18578899E+003  -7.89196479E-021   6.35311106E-020  -1.19999997E+001   1.77620286E-020  -4.87890978E-020  -6.50521303E-020  -6.98720149E+003  -6.98724084E+003  -1.41642370E+004  -2.04944152E+002   6.66288994E-002  -5.22108253E-002   5.97380468E-003   1.19948327E+001   0.00000000E+000   8.32404386E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18555253E+003  -1.66164041E-020  -6.63931556E-020  -1.19999997E+001   1.64342176E-020  -4.87890978E-020   7.58941521E-020  -6.98728055E+003  -6.98732369E+003  -1.41640751E+004  -2.05015639E+002   7.23599925E-002  -5.66043272E-002   6.45680263E-003   1.19944150E+001   0.00000000E+000   8.37814087E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18531447E+003  -6.11054862E-021  -1.43168420E-020  -1.19999997E+001   6.73992967E-021  -4.33680869E-020   3.79470760E-020  -6.98736015E+003  -6.98740710E+003  -1.41639121E+004  -2.05087606E+002   7.81298307E-002  -6.10275425E-002   6.94305167E-003   1.19939945E+001   0.00000000E+000   8.43225098E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
        16     1.19999997E+001   7.18507483E+003   7.27918939E-022   9.15778274E-020  -1.19999997E+001   1.60926437E-020   6.77626358E-020  -6.50521303E-020  -6.98744028E+003  -6.98749107E+003  -1.41637480E+004  -2.05160055E+002   8.39384320E-002  -6.54804829E-002   7.43255303E-003   1.19935711E+001   0.00000000E+000   8.48637405E+014   0.00000000E+000   1.00000000E-014   1.60000000E-013
        17     1.19999997E+001   7.18483360E+003  -1.20331618E-020  -3.14593331E-021  -1.19999997E+001   1.29706948E-020   3.52365706E-020  -4.87890978E-020  -6.98752094E+003  -6.98757559E+003  -1.41635828E+004  -2.05232986E+002   8.97858034E-002  -6.99631509E-002   7.92530690E-003   1.19931450E+001   0.00000000E+000   8.54050989E+014   0.00000000E+000   1.00000000E-014   1.70000000E-013
        18     1.19999997E+001   7.18459078E+003  -1.14653850E-020   4.46224236E-020  -1.19999997E+001   1.60661222E-021  -3.25260652E-020  -5.96311195E-020  -6.98760214E+003  -6.98766068E+003  -1.41634166E+004  -2.05306397E+002   9.56719009E-002  -7.44755105E-002   8.42130911E-003   1.19927160E+001   0.00000000E+000   8.59465790E+014   0.00000000E+000   1.00000000E-014   1.80000000E-013
