   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850106E+003   5.85222802E-002   2.84783114E+003   2.84777261E+003  -6.70209078E-002  -1.66702407E+002  -1.66635387E+002   2.84778951E+003  -5.01254116E-002   2.84783964E+003   4.16267840E-002  -1.66685512E+002  -1.66643885E+002
       2       1     1.19999997E+001   7.18828522E+003   6.19377772E-002   2.84771634E+003   2.84765440E+003  -6.84401084E-002  -1.66756761E+002  -1.66688321E+002   2.84767080E+003  -5.20467221E-002   2.84772284E+003   4.55443909E-002  -1.66740367E+002  -1.66694823E+002
       3       1     1.19999997E+001   7.18806620E+003   6.54039582E-002   2.84759985E+003   2.84753444E+003  -6.98802309E-002  -1.66811918E+002  -1.66742038E+002   2.84755033E+003  -5.39964678E-002   2.84760432E+003   4.95201951E-002  -1.66796035E+002  -1.66746514E+002
       4       1     1.19999997E+001   7.18784559E+003   6.88951670E-002   2.84748251E+003   2.84741362E+003  -7.13307537E-002  -1.66867473E+002  -1.66796143E+002   2.84742899E+003  -5.59603494E-002   2.84748495E+003   5.35247627E-002  -1.66852103E+002  -1.66798578E+002
       5       1     1.19999997E+001   7.18762340E+003   7.24116765E-002   2.84736433E+003   2.84729192E+003  -7.27918225E-002  -1.66923429E+002  -1.66850637E+002   2.84730677E+003  -5.79385017E-002   2.84736471E+003   5.75583557E-002  -1.66908576E+002  -1.66851018E+002
       6       1     1.19999997E+001   7.18739962E+003   7.59534809E-002   2.84724530E+003   2.84716935E+003  -7.42634362E-002  -1.66979786E+002  -1.66905522E+002   2.84718368E+003  -5.99309185E-002   2.84724361E+003   6.16209632E-002  -1.66965453E+002  -1.66903832E+002
       7       1     1.19999997E+001   7.18717425E+003   7.95205929E-002   2.84712543E+003   2.84704591E+003  -7.57456063E-002  -1.67036543E+002  -1.66960797E+002   2.84705972E+003  -6.19376167E-002   2.84712166E+003   6.57126033E-002  -1.67022735E+002  -1.66957022E+002
       8       1     1.19999997E+001   7.18694729E+003   8.31130160E-002   2.84700471E+003   2.84692160E+003  -7.72383346E-002  -1.67093700E+002  -1.67016462E+002   2.84693488E+003  -6.39585975E-002   2.84699884E+003   6.98332789E-002  -1.67080420E+002  -1.67010587E+002
       9       1     1.19999997E+001   7.18671875E+003   8.67307501E-002   2.84688315E+003   2.84679642E+003  -7.87416218E-002  -1.67151258E+002  -1.67072517E+002   2.84680917E+003  -6.59938607E-002   2.84687516E+003   7.39829890E-002  -1.67138511E+002  -1.67064528E+002
      10       1     1.19999997E+001   7.18648861E+003   9.03737956E-002   2.84676074E+003   2.84667037E+003  -8.02554684E-002  -1.67209217E+002  -1.67128962E+002   2.84668258E+003  -6.80434063E-002   2.84675062E+003   7.81617335E-002  -1.67197005E+002  -1.67118843E+002
