    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850023E+003  -6.82948748E-021   5.40554775E-021  -1.19999997E+001  -9.49541305E-021   0.00000000E+000   0.00000000E+000  -6.98630333E+003  -6.98628259E+003  -1.41660934E+004  -2.04124557E+002  -3.26481147E-002   8.84844321E-003   4.45223326E-004   1.19996224E+001   0.00000000E+000   7.67617237E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828363E+003  -1.13589993E-021  -1.20650755E-021  -1.19999997E+001   1.39535030E-022   2.16840434E-019  -5.42101086E-020  -6.98638420E+003  -6.98635003E+003  -1.41659451E+004  -2.04190031E+002  -6.14517178E-002   1.56679849E-002   8.96736843E-004   1.19992398E+001   0.00000000E+000   7.73030684E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806386E+003   5.80767385E-021   9.57837345E-021  -1.19999997E+001   4.89341956E-021  -5.42101086E-020  -5.42101086E-020  -6.98646624E+003  -6.98641845E+003  -1.41657947E+004  -2.04256462E+002  -9.06714878E-002   2.25778011E-002   1.35484283E-003   1.19988515E+001   0.00000000E+000   7.78447126E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784249E+003  -2.08717056E-021  -2.64173053E-021  -1.19999997E+001  -4.34422333E-021   0.00000000E+000  -1.62630326E-019  -6.98654889E+003  -6.98648738E+003  -1.41656431E+004  -2.04323380E+002  -1.20104531E-001   2.95375283E-002   1.81630831E-003   1.19984604E+001   0.00000000E+000   7.83865306E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18761947E+003  -1.60033599E-022  -1.60360594E-021  -1.19999997E+001  -3.10533942E-021   2.16840434E-019   1.08420217E-019  -6.98663215E+003  -6.98655681E+003  -1.41654904E+004  -2.04390794E+002  -1.49759517E-001   3.65509164E-002   2.28120078E-003   1.19980665E+001   0.00000000E+000   7.89285878E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18739481E+003  -2.19461356E-023   4.71604102E-021  -1.19999997E+001   3.86730201E-021  -1.62630326E-019   1.08420217E-019  -6.98671602E+003  -6.98662676E+003  -1.41653366E+004  -2.04458707E+002  -1.79633414E-001   4.36171709E-002   2.74952606E-003   1.19976696E+001   0.00000000E+000   7.94708939E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18716856E+003   1.56801973E-020  -4.97763688E-021  -1.19999997E+001  -4.76846359E-021   0.00000000E+000   1.08420217E-019  -6.98680050E+003  -6.98669720E+003  -1.41651817E+004  -2.04527102E+002  -2.09720506E-001   5.07333916E-002   3.22118639E-003   1.19972699E+001   0.00000000E+000   8.00133329E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18694063E+003  -7.74566756E-021  -2.96355549E-021  -1.19999997E+001   1.93637812E-022   5.42101086E-020   0.00000000E+000  -6.98688560E+003  -6.98676817E+003  -1.41650256E+004  -2.04596004E+002  -2.40032635E-001   5.79002121E-002   3.69633262E-003   1.19968672E+001   0.00000000E+000   8.05560679E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18671110E+003   8.79064870E-021   2.66789012E-021  -1.19999997E+001   4.25272940E-021  -5.42101086E-020  -1.08420217E-019  -6.98697130E+003  -6.98683963E+003  -1.41648684E+004  -2.04665392E+002  -2.70560179E-001   6.51173873E-002   4.17483582E-003   1.19964617E+001   0.00000000E+000   8.10989507E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18647995E+003  -1.27591576E-020  -3.29140336E-021  -1.19999997E+001   7.99448090E-021  -5.42101086E-020  -1.08420217E-019  -6.98705761E+003  -6.98691160E+003  -1.41647102E+004  -2.04735269E+002  -3.01302453E-001   7.23851058E-002   4.65671575E-003   1.19960534E+001   0.00000000E+000   8.16420029E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
