   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18849905E+003   7.00892548E-002   2.84783322E+003   2.84776313E+003  -7.65958315E-002  -1.66711293E+002  -1.66634697E+002   2.84779244E+003  -4.72911938E-002   2.84783973E+003   4.07846170E-002  -1.66681988E+002  -1.66641203E+002
       2       1     1.19999997E+001   7.18828136E+003   8.52328289E-002   2.84772064E+003   2.84763541E+003  -8.77249285E-002  -1.66774608E+002  -1.66686883E+002   2.84767679E+003  -4.63446327E-002   2.84772314E+003   4.38525331E-002  -1.66733227E+002  -1.66689375E+002
       3       1     1.19999997E+001   7.18806048E+003   1.00594349E-001   2.84760642E+003   2.84750582E+003  -9.90142635E-002  -1.66838847E+002  -1.66739833E+002   2.84755945E+003  -4.53818817E-002   2.84760484E+003   4.69619669E-002  -1.66785215E+002  -1.66738253E+002
       4       1     1.19999997E+001   7.18783801E+003   1.16067016E-001   2.84749136E+003   2.84737529E+003  -1.10385458E-001  -1.66903553E+002  -1.66793167E+002   2.84744127E+003  -4.44123135E-002   2.84748568E+003   5.00938722E-002  -1.66837579E+002  -1.66787485E+002
       5       1     1.19999997E+001   7.18761394E+003   1.31650852E-001   2.84737548E+003   2.84724382E+003  -1.21838528E-001  -1.66968723E+002  -1.66846885E+002   2.84732223E+003  -4.34359498E-002   2.84736566E+003   5.32482731E-002  -1.66890321E+002  -1.66837073E+002
       6       1     1.19999997E+001   7.18738827E+003   1.47345937E-001   2.84725876E+003   2.84711142E+003  -1.33373541E-001  -1.67034360E+002  -1.66900987E+002   2.84720234E+003  -4.24528201E-002   2.84724479E+003   5.64252154E-002  -1.66943439E+002  -1.66887014E+002
       7       1     1.19999997E+001   7.18716100E+003   1.63152334E-001   2.84714122E+003   2.84697807E+003  -1.44990549E-001  -1.67100463E+002  -1.66955472E+002   2.84708160E+003  -4.14629521E-002   2.84712306E+003   5.96247372E-002  -1.66996935E+002  -1.66937310E+002
       8       1     1.19999997E+001   7.18693213E+003   1.79070059E-001   2.84702285E+003   2.84684378E+003  -1.56689569E-001  -1.67167031E+002  -1.67010341E+002   2.84696001E+003  -4.04663709E-002   2.84700047E+003   6.28468608E-002  -1.67050808E+002  -1.66987961E+002
       9       1     1.19999997E+001   7.18670167E+003   1.95099108E-001   2.84690365E+003   2.84670856E+003  -1.68470602E-001  -1.67234065E+002  -1.67065595E+002   2.84683756E+003  -3.94630996E-002   2.84687703E+003   6.60916056E-002  -1.67105058E+002  -1.67038966E+002
      10       1     1.19999997E+001   7.18646960E+003   2.11239495E-001   2.84678363E+003   2.84657239E+003  -1.80333665E-001  -1.67301565E+002  -1.67121231E+002   2.84671427E+003  -3.84531665E-002   2.84675272E+003   6.93589962E-002  -1.67159684E+002  -1.67090325E+002
      11       1     1.19999997E+001   7.18623594E+003   2.27491290E-001   2.84666278E+003   2.84643528E+003  -1.92278810E-001  -1.67369530E+002  -1.67177252E+002   2.84659013E+003  -3.74366072E-002   2.84662756E+003   7.26490877E-002  -1.67214688E+002  -1.67142039E+002
      12       1     1.19999997E+001   7.18600068E+003   2.43854510E-001   2.84654109E+003   2.84629724E+003  -2.04306056E-001  -1.67437961E+002  -1.67233655E+002   2.84646513E+003  -3.64134540E-002   2.84650155E+003   7.59619085E-002  -1.67270069E+002  -1.67194107E+002
      13       1     1.19999997E+001   7.18576382E+003   2.60329211E-001   2.84641859E+003   2.84615826E+003  -2.16415452E-001  -1.67506858E+002  -1.67290443E+002   2.84633929E+003  -3.53837356E-002   2.84637467E+003   7.92974943E-002  -1.67325826E+002  -1.67246529E+002
      14       1     1.19999997E+001   7.18552537E+003   2.76915437E-001   2.84629525E+003   2.84601833E+003  -2.28607038E-001  -1.67576221E+002  -1.67347614E+002   2.84621259E+003  -3.43474693E-002   2.84624694E+003   8.26558678E-002  -1.67381961E+002  -1.67299305E+002
      15       1     1.19999997E+001   7.18528531E+003   2.93613260E-001   2.84617108E+003   2.84587747E+003  -2.40880870E-001  -1.67646049E+002  -1.67405168E+002   2.84608505E+003  -3.33046720E-002   2.84611835E+003   8.60370618E-002  -1.67438473E+002  -1.67352436E+002
      16       1     1.19999997E+001   7.18504366E+003   3.10422736E-001   2.84604609E+003   2.84573567E+003  -2.53236992E-001  -1.67716343E+002  -1.67463106E+002   2.84595665E+003  -3.22553545E-002   2.84598890E+003   8.94410981E-002  -1.67495362E+002  -1.67405921E+002
      17       1     1.19999997E+001   7.18480040E+003   3.27343884E-001   2.84592027E+003   2.84559292E+003  -2.65675421E-001  -1.67787104E+002  -1.67521428E+002   2.84582740E+003  -3.11995350E-002   2.84585860E+003   9.28679976E-002  -1.67552628E+002  -1.67459760E+002
      18       1     1.19999997E+001   7.18455556E+003   3.44376588E-001   2.84579362E+003   2.84544924E+003  -2.78196063E-001  -1.67858329E+002  -1.67580133E+002   2.84569730E+003  -3.01372139E-002   2.84572744E+003   9.63177384E-002  -1.67610271E+002  -1.67513953E+002
      19       1     1.19999997E+001   7.18430911E+003   3.61520875E-001   2.84566614E+003   2.84530462E+003  -2.90798903E-001  -1.67930020E+002  -1.67639222E+002   2.84556635E+003  -2.90684316E-002   2.84559542E+003   9.97904031E-002  -1.67668290E+002  -1.67568500E+002
      20       1     1.19999997E+001   7.18406107E+003   3.78776877E-001   2.84553784E+003   2.84515906E+003  -3.03483984E-001  -1.68002177E+002  -1.67698693E+002   2.84543455E+003  -2.79932149E-002   2.84546255E+003   1.03286108E-001  -1.67726687E+002  -1.67623400E+002
      21       1     1.19999997E+001   7.18381143E+003   3.96144681E-001   2.84540871E+003   2.84501257E+003  -3.16251337E-001  -1.68074800E+002  -1.67758549E+002   2.84530190E+003  -2.69116019E-002   2.84532882E+003   1.06804945E-001  -1.67785460E+002  -1.67678655E+002
      22       1     1.19999997E+001   7.18356019E+003   4.13624359E-001   2.84527875E+003   2.84486513E+003  -3.29101000E-001  -1.68147889E+002  -1.67818788E+002   2.84516840E+003  -2.58236307E-002   2.84519423E+003   1.10346990E-001  -1.67844611E+002  -1.67734264E+002
      23       1     1.19999997E+001   7.18330736E+003   4.31215951E-001   2.84514796E+003   2.84471675E+003  -3.42032983E-001  -1.68221443E+002  -1.67879410E+002   2.84503405E+003  -2.47293322E-002   2.84505878E+003   1.13912300E-001  -1.67904140E+002  -1.67790227E+002
      24       1     1.19999997E+001   7.18305292E+003   4.48919528E-001   2.84501635E+003   2.84456743E+003  -3.55047328E-001  -1.68295464E+002  -1.67940417E+002   2.84489885E+003  -2.36287309E-002   2.84492248E+003   1.17500931E-001  -1.67964046E+002  -1.67846545E+002
      25       1     1.19999997E+001   7.18279689E+003   4.66735184E-001   2.84488390E+003   2.84441717E+003  -3.68144102E-001  -1.68369952E+002  -1.68001808E+002   2.84476279E+003  -2.25218636E-002   2.84478531E+003   1.21112946E-001  -1.68024329E+002  -1.67903217E+002
      26       1     1.19999997E+001   7.18253925E+003   4.84663016E-001   2.84475063E+003   2.84426597E+003  -3.81323379E-001  -1.68444906E+002  -1.68063582E+002   2.84462588E+003  -2.14087635E-002   2.84464729E+003   1.24748400E-001  -1.68084991E+002  -1.67960243E+002
      27       1     1.19999997E+001   7.18228002E+003   5.02703090E-001   2.84461653E+003   2.84411383E+003  -3.94585219E-001  -1.68520326E+002  -1.68125741E+002   2.84448812E+003  -2.02894774E-002   2.84450841E+003   1.28407349E-001  -1.68146031E+002  -1.68017623E+002
      28       1     1.19999997E+001   7.18201918E+003   5.20855457E-001   2.84448160E+003   2.84396074E+003  -4.07929667E-001  -1.68596214E+002  -1.68188284E+002   2.84434951E+003  -1.91640414E-002   2.84436867E+003   1.32089831E-001  -1.68207448E+002  -1.68075359E+002
      29       1     1.19999997E+001   7.18175675E+003   5.39120160E-001   2.84434584E+003   2.84380672E+003  -4.21356774E-001  -1.68672568E+002  -1.68251212E+002   2.84421004E+003  -1.80325032E-002   2.84422808E+003   1.35795889E-001  -1.68269244E+002  -1.68133448E+002
      30       1     1.19999997E+001   7.18149271E+003   5.57497242E-001   2.84420925E+003   2.84365175E+003  -4.34866587E-001  -1.68749390E+002  -1.68314523E+002   2.84406972E+003  -1.68948978E-002   2.84408662E+003   1.39525553E-001  -1.68331418E+002  -1.68191892E+002
      31       1     1.19999997E+001   7.18122708E+003   5.75986773E-001   2.84407183E+003   2.84349584E+003  -4.48459169E-001  -1.68826678E+002  -1.68378219E+002   2.84392855E+003  -1.57512618E-002   2.84394430E+003   1.43278865E-001  -1.68393970E+002  -1.68250691E+002
      32       1     1.19999997E+001   7.18095984E+003   5.94588839E-001   2.84393358E+003   2.84333899E+003  -4.62134608E-001  -1.68904433E+002  -1.68442299E+002   2.84378653E+003  -1.46016259E-002   2.84380113E+003   1.47055856E-001  -1.68456900E+002  -1.68309845E+002
      33       1     1.19999997E+001   7.18069100E+003   6.13303522E-001   2.84379451E+003   2.84318120E+003  -4.75892985E-001  -1.68982656E+002  -1.68506763E+002   2.84364365E+003  -1.34460186E-002   2.84365709E+003   1.50856555E-001  -1.68520209E+002  -1.68369353E+002
      34       1     1.19999997E+001   7.18042056E+003   6.32130913E-001   2.84365460E+003   2.84302247E+003  -4.89734383E-001  -1.69061347E+002  -1.68571612E+002   2.84349992E+003  -1.22844741E-002   2.84351220E+003   1.54681004E-001  -1.68583897E+002  -1.68429216E+002
      35       1     1.19999997E+001   7.18014852E+003   6.51071059E-001   2.84351386E+003   2.84286279E+003  -5.03658846E-001  -1.69140505E+002  -1.68636846E+002   2.84335533E+003  -1.11170030E-002   2.84336645E+003   1.58529217E-001  -1.68647963E+002  -1.68489434E+002
      36       1     1.19999997E+001   7.17987487E+003   6.70124031E-001   2.84337229E+003   2.84270217E+003  -5.17666441E-001  -1.69220131E+002  -1.68702464E+002   2.84320989E+003  -9.94362082E-003   2.84321983E+003   1.62401211E-001  -1.68712408E+002  -1.68550007E+002
      37       1     1.19999997E+001   7.17959963E+003   6.89289912E-001   2.84322989E+003   2.84254060E+003  -5.31757252E-001  -1.69300225E+002  -1.68768468E+002   2.84306359E+003  -8.76433866E-003   2.84307236E+003   1.66296999E-001  -1.68777232E+002  -1.68610935E+002
      38       1     1.19999997E+001   7.17932277E+003   7.08568792E-001   2.84308666E+003   2.84237809E+003  -5.45931355E-001  -1.69380787E+002  -1.68834856E+002   2.84291644E+003  -7.57915668E-003   2.84292402E+003   1.70216593E-001  -1.68842435E+002  -1.68672218E+002
      39       1     1.19999997E+001   7.17904431E+003   7.27961066E-001   2.84294260E+003   2.84221464E+003  -5.60188842E-001  -1.69461819E+002  -1.68901630E+002   2.84276844E+003  -6.38822489E-003   2.84277482E+003   1.74160449E-001  -1.68908019E+002  -1.68733858E+002
      40       1     1.19999997E+001   7.17876423E+003   7.47467761E-001   2.84279769E+003   2.84205023E+003  -5.74529991E-001  -1.69543324E+002  -1.68968794E+002   2.84261956E+003  -5.19176059E-003   2.84262476E+003   1.78129530E-001  -1.68973986E+002  -1.68795857E+002
      41       1     1.19999997E+001   7.17848252E+003   7.67089718E-001   2.84265194E+003   2.84188485E+003  -5.88955024E-001  -1.69625305E+002  -1.69036350E+002   2.84246982E+003  -3.98989476E-003   2.84247381E+003   1.82124589E-001  -1.69040340E+002  -1.68858216E+002
      42       1     1.19999997E+001   7.17819916E+003   7.86827494E-001   2.84250535E+003   2.84171852E+003  -6.03464086E-001  -1.69707764E+002  -1.69104300E+002   2.84231920E+003  -2.78273532E-003   2.84232198E+003   1.86146142E-001  -1.69107083E+002  -1.68920937E+002
      43       1     1.19999997E+001   7.17791417E+003   8.06681397E-001   2.84235790E+003   2.84155122E+003  -6.18057289E-001  -1.69790702E+002  -1.69172645E+002   2.84216771E+003  -1.57037198E-003   2.84216928E+003   1.90194481E-001  -1.69174215E+002  -1.68984021E+002
