   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996260E+001   1.00002270E+000   4.35475655E-004   1.19999997E+001   0.00000000E+000   1.78049708E-020   3.90349840E-020  -1.19999997E+001   2.46381444E-020   5.66194468E-020  -2.28887125E-020   1.19698357E-004   1.29479530E-004  -2.49177887E-004   1.24588285E-004   2.58972936E-005  -2.07116486E-005
       2       1     1.19992466E+001   1.00002270E+000   8.77466194E-004   1.19999997E+001   0.00000000E+000  -1.06315870E-020   1.15917047E-020  -1.19999997E+001  -9.68361961E-021  -3.61400724E-020  -5.42101086E-020   2.41187907E-004   2.60896265E-004  -5.02084173E-004   2.51040758E-004   5.21790113E-005  -4.17297244E-005
       3       1     1.19988617E+001   1.00002270E+000   1.32594887E-003   1.19999997E+001   0.00000000E+000  -2.18576411E-020   3.91123346E-020  -1.19999997E+001  -7.32655927E-021  -4.81867632E-021  -3.25260652E-020   3.64462651E-004   3.94242321E-004  -7.58704972E-004   3.79350479E-004   7.88483941E-005  -6.30580412E-005
       4       1     1.19984740E+001   1.00002270E+000   1.77767640E-003   1.19999997E+001   0.00000000E+000  -5.53733084E-021   5.20619390E-020  -1.19999997E+001   1.02290993E-020   1.56606980E-020   2.04793744E-020   4.88629828E-004   5.28552458E-004  -1.01718229E-003   5.08588452E-004   1.05711644E-004  -8.45418274E-005
       5       1     1.19980835E+001   1.00002270E+000   2.23264884E-003   1.19999997E+001   0.00000000E+000  -1.97088097E-020   1.02233642E-020  -1.19999997E+001   6.95993444E-021  -1.56606980E-020  -5.54147777E-020   6.13689478E-004   6.63826672E-004  -1.27751615E-003   6.38754695E-004   1.32768802E-004  -1.06181123E-004
       6       1     1.19976902E+001   1.00002270E+000   2.69086891E-003   1.19999997E+001   0.00000000E+000  -2.10437689E-020  -1.17227301E-020  -1.19999997E+001  -1.09940943E-020  -2.40933816E-020  -2.16840434E-020   7.39642366E-004   8.00065744E-004  -1.53970811E-003   7.69849982E-004   1.60020056E-004  -1.27976080E-004
       7       1     1.19972942E+001   1.00002270E+000   3.15233857E-003   1.19999997E+001   0.00000000E+000  -1.78354845E-021  -2.30023855E-020  -1.19999997E+001  -4.51975163E-021   4.09587487E-020  -5.05961014E-020   8.66489049E-004   9.37270237E-004  -1.80375929E-003   9.01874871E-004   1.87465544E-004  -1.49926811E-004
       8       1     1.19968954E+001   1.00002270E+000   3.61705817E-003   1.19999997E+001   0.00000000E+000   1.94170539E-021   2.86823591E-020  -1.19999997E+001   1.34995876E-022  -4.81867632E-021   0.00000000E+000   9.94229639E-004   1.07544023E-003  -2.06966987E-003   1.03482946E-003   2.15105319E-004  -1.72033364E-004
       9       1     1.19964938E+001   1.00002270E+000   4.08502732E-003   1.19999997E+001   0.00000000E+000   1.37422272E-022   4.18413688E-021  -1.19999997E+001   8.22713837E-022   4.57774251E-020  -5.54147777E-020   1.12286405E-003   1.21457559E-003  -2.33743964E-003   1.16871364E-003   2.42939386E-004  -1.94295748E-004
      10       1     1.19960894E+001   1.00002270E+000   4.55624589E-003   1.19999997E+001   0.00000000E+000   3.57253792E-021  -3.00817281E-020  -1.19999997E+001  -1.63588569E-020   5.54147777E-020   1.68653671E-020   1.25239226E-003   1.35467625E-003  -2.60706851E-003   1.30352736E-003   2.70967767E-004  -2.16713983E-004
      11       1     1.19956822E+001   1.00002270E+000   5.03071539E-003   1.19999997E+001   0.00000000E+000   6.68975887E-021  -2.79151766E-020  -1.19999997E+001   8.22368260E-021  -8.43268356E-021  -3.37307343E-020   1.38281470E-003   1.49574264E-003  -2.87855734E-003   1.43927106E-003   2.99190568E-004  -2.39288160E-004
      12       1     1.19952722E+001   1.00002270E+000   5.50843560E-003   1.19999997E+001   0.00000000E+000   1.62682530E-021   3.07036208E-020  -1.19999997E+001  -1.71717916E-020   7.22801448E-021   2.89120579E-020   1.51413132E-003   1.63777469E-003  -3.15190601E-003   1.57594467E-003   3.27607786E-004  -2.62018286E-004
      13       1     1.19948595E+001   1.00002270E+000   5.98940755E-003   1.19999997E+001   0.00000000E+000  -1.58845147E-020   5.62946038E-020  -1.19999997E+001   8.59175959E-021  -6.50521303E-020   2.40933816E-021   1.64634240E-003   1.78077270E-003  -3.42711511E-003   1.71354849E-003   3.56219491E-004  -2.84904422E-004
      14       1     1.19944439E+001   1.00002270E+000   6.47363268E-003   1.19999997E+001   0.00000000E+000   1.18157420E-020  -3.15762412E-020  -1.19999997E+001  -4.89240569E-021   3.37307343E-020   1.92747053E-020   1.77944835E-003   1.92473709E-003  -3.70418544E-003   1.85208292E-003   3.85025778E-004  -3.07946646E-004
      15       1     1.19940256E+001   1.00002270E+000   6.96111253E-003   1.19999997E+001   0.00000000E+000   2.24424945E-020   6.99275696E-020  -1.19999997E+001  -2.64207002E-021  -6.02334540E-020   4.81867632E-020   1.91344961E-003   2.06966830E-003  -3.98311791E-003   1.99154842E-003   4.14026748E-004  -3.31145044E-004
      16       1     1.19936045E+001   1.00002270E+000   7.45184838E-003   1.19999997E+001   0.00000000E+000  -1.84669910E-020  -3.26287091E-020  -1.19999997E+001   2.87907013E-020   4.33680869E-020  -2.65027198E-020   2.04834653E-003   2.21556670E-003  -4.26391323E-003   2.13194533E-003   4.43222483E-004  -3.54499688E-004
      17       1     1.19931806E+001   1.00002270E+000   7.94584094E-003   1.19999997E+001   0.00000000E+000  -1.26305608E-020   7.73132264E-020  -1.19999997E+001  -1.59429321E-020  -2.16840434E-020   7.22801448E-020   2.18413931E-003   2.36243250E-003  -4.54657181E-003   2.27327388E-003   4.72613026E-004  -3.78010618E-004
      18       1     1.19927539E+001   1.00002270E+000   8.44308611E-003   1.19999997E+001   0.00000000E+000   6.71064058E-021   2.75459232E-020  -1.19999997E+001   2.71638944E-020  -4.81867632E-021   4.81867632E-020   2.32082683E-003   2.51026447E-003  -4.83109130E-003   2.41553287E-003   5.02198147E-004  -4.01677662E-004
      19       1     1.19923244E+001   1.00002270E+000   8.94358196E-003   1.19999997E+001   0.00000000E+000  -1.82644237E-021   3.30857540E-020  -1.19999997E+001   6.69130294E-021   4.09587487E-020   5.05961014E-020   2.45840865E-003   2.65906193E-003  -5.11747058E-003   2.55872175E-003   5.31977895E-004  -4.25500906E-004
      20       1     1.19918921E+001   1.00002270E+000   9.44733115E-003   1.19999997E+001   0.00000000E+000  -6.39338005E-021   3.38474954E-020  -1.19999997E+001   2.63841756E-020  -3.85494106E-020  -1.20466908E-020   2.59688553E-003   2.80882559E-003  -5.40571113E-003   2.70284126E-003   5.61952571E-004  -4.49480646E-004
      21       1     1.19914571E+001   1.00002270E+000   9.95433577E-003   1.19999997E+001   0.00000000E+000   1.09037845E-020  -9.77578959E-020  -1.19999997E+001   2.08452272E-020   2.89120579E-020   7.22801448E-021   2.73625811E-003   2.95955601E-003  -5.69581412E-003   2.84789199E-003   5.92122405E-004  -4.73617116E-004
      22       1     1.19910193E+001   1.00002270E+000   1.04645971E-002   1.19999997E+001   0.00000000E+000  -6.50189696E-021  -6.53435920E-020  -1.19999997E+001  -1.15360079E-020   6.50521303E-020   4.81867632E-020   2.87652676E-003   3.11125348E-003  -5.98778024E-003   2.99387428E-003   6.22487568E-004  -4.97910497E-004
      23       1     1.19905786E+001   1.00002270E+000   1.09781155E-002   1.19999997E+001   0.00000000E+000  -2.23631404E-020   2.13487596E-020  -1.19999997E+001  -5.13458579E-021  -6.26427922E-020  -2.89120579E-020   3.01769164E-003   3.26391811E-003  -6.28160976E-003   3.14078826E-003   6.53048163E-004  -5.22360911E-004
      24       1     1.19901352E+001   1.00002270E+000   1.14948928E-002   1.19999997E+001   0.00000000E+000   6.61156273E-021  -2.70421151E-020  -1.19999997E+001   3.10666980E-021   9.63735264E-021   2.65027198E-020   3.15975326E-003   3.41755037E-003  -6.57730364E-003   3.28863442E-003   6.83804366E-004  -5.46968538E-004
      25       1     1.19896890E+001   1.00002270E+000   1.20149309E-002   1.19999997E+001   0.00000000E+000  -7.24257286E-021  -7.00740358E-020  -1.19999997E+001  -2.34821687E-020  -5.30054395E-020  -2.40933816E-021   3.30271218E-003   3.57215082E-003  -6.87486300E-003   3.43741331E-003   7.14756365E-004  -5.71733566E-004
      26       1     1.19892400E+001   1.00002270E+000   1.25382323E-002   1.19999997E+001   0.00000000E+000  -6.39576050E-021  -2.14322864E-020  -1.19999997E+001  -1.91030929E-021   5.54147777E-020   3.13213961E-020   3.44656908E-003   3.72772015E-003  -7.17428923E-003   3.58712563E-003   7.45904357E-004  -5.96656187E-004
      27       1     1.19887882E+001   1.00002270E+000   1.30647992E-002   1.19999997E+001   0.00000000E+000  -1.84702446E-020   2.08625980E-020  -1.19999997E+001   1.09630107E-020  -3.13213961E-020  -6.50521303E-020   3.59132458E-003   3.88425902E-003  -7.47558359E-003   3.73777201E-003   7.77248507E-004  -6.21736571E-004
      28       1     1.19883336E+001   1.00002270E+000   1.35946331E-002   1.19999997E+001   0.00000000E+000   1.44400000E-021  -2.58786212E-021  -1.19999997E+001   1.69876979E-020   5.54147777E-020  -2.40933816E-021   3.73697906E-003   4.04176785E-003  -7.77874690E-003   3.88935287E-003   8.08788922E-004  -6.46974839E-004
      29       1     1.19878763E+001   1.00002270E+000   1.41277351E-002   1.19999997E+001   0.00000000E+000  -1.56182729E-020  -7.21448548E-021  -1.19999997E+001   1.68881605E-020   2.16840434E-020  -2.89120579E-020   3.88353285E-003   4.20024699E-003  -8.08377984E-003   4.04186852E-003   8.40525676E-004  -6.72371081E-004
      30       1     1.19874161E+001   1.00002270E+000   1.46641059E-002   1.19999997E+001   0.00000000E+000   1.07612154E-020   4.28633964E-020  -1.19999997E+001   8.35011256E-021  -1.44560290E-020   4.81867632E-020   4.03098611E-003   4.35969665E-003  -8.39068275E-003   4.19531917E-003   8.72458812E-004  -6.97925365E-004
      31       1     1.19869531E+001   1.00002270E+000   1.52037472E-002   1.19999997E+001   0.00000000E+000   1.78809243E-020  -3.04990683E-020  -1.19999997E+001   1.58155646E-020   6.98708067E-020  -2.40933816E-020   4.17933930E-003   4.52011733E-003  -8.69945663E-003   4.34970529E-003   9.04588424E-004  -7.23637806E-004
      32       1     1.19864873E+001   1.00002269E+000   1.57466612E-002   1.19999997E+001   0.00000000E+000   1.03430664E-020  -3.74332682E-020  -1.19999997E+001  -1.15348131E-020  -1.20466908E-020  -5.30054395E-020   4.32859303E-003   4.68150975E-003  -9.01010278E-003   4.50502754E-003   9.36914611E-004  -7.49508513E-004
      33       1     1.19860187E+001   1.00002269E+000   1.62928510E-002   1.19999997E+001   0.00000000E+000   6.14731220E-021   3.55650900E-020  -1.19999997E+001  -1.33796280E-020  -7.70988212E-020  -7.46894830E-020   4.47874809E-003   4.84387481E-003  -9.32262290E-003   4.66128678E-003   9.69437507E-004  -7.75537632E-004
      34       1     1.19855473E+001   1.00002269E+000   1.68423198E-002   1.19999997E+001   0.00000000E+000   5.87937921E-021   3.14902145E-020  -1.19999997E+001  -1.85948915E-020  -2.40933816E-021   6.26427922E-020   4.62980533E-003   5.00721352E-003  -9.63701885E-003   4.81848392E-003   1.00215725E-003  -8.01725309E-004
      35       1     1.19850731E+001   1.00002269E+000   1.73950700E-002   1.19999997E+001   0.00000000E+000   2.21610877E-021   4.85393995E-020  -1.19999997E+001  -1.48096395E-020  -2.89120579E-020  -2.16840434E-020   4.78176539E-003   5.17152670E-003  -9.95329209E-003   4.97661970E-003   1.03507389E-003  -8.28071636E-004
      36       1     1.19845961E+001   1.00002269E+000   1.79511043E-002   1.19999997E+001   0.00000000E+000  -2.42051429E-021   1.03132144E-020  -1.19999997E+001   2.56660909E-020   1.44560290E-020   7.46894830E-020   4.93462891E-003   5.33681518E-003  -1.02714441E-002   5.13569486E-003   1.06818753E-003  -8.54576725E-004
      37       1     1.19841163E+001   1.00002269E+000   1.85104261E-002   1.19999997E+001   0.00000000E+000  -1.69108069E-020   6.61788606E-020  -1.19999997E+001   1.09482685E-020  -6.02334540E-020  -6.74614685E-020   5.08839672E-003   5.50308007E-003  -1.05914768E-002   5.29571036E-003   1.10149824E-003  -8.81240687E-004
      38       1     1.19836336E+001   1.00002269E+000   1.90730397E-002   1.19999997E+001   0.00000000E+000   3.08343521E-021   4.24060575E-020  -1.19999997E+001  -1.65847691E-020  -2.89120579E-020  -5.78241159E-020   5.24306997E-003   5.67032279E-003  -1.09133928E-002   5.45666749E-003   1.13500613E-003  -9.08063636E-004
      39       1     1.19831482E+001   1.00002269E+000   1.96389533E-002   1.19999997E+001   0.00000000E+000  -2.18190393E-020   2.45216038E-020  -1.19999997E+001  -1.59841257E-020  -3.61400724E-020   2.40933816E-021   5.39865087E-003   5.83854575E-003  -1.12371966E-002   5.61856857E-003   1.16871186E-003  -9.35046211E-004
      40       1     1.19826599E+001   1.00002269E+000   2.02081920E-002   1.19999997E+001   0.00000000E+000   2.50599697E-020  -3.71341597E-021  -1.19999997E+001   6.54088474E-021  -5.30054395E-020  -1.92747053E-020   5.55514652E-003   6.00775599E-003  -1.15629025E-002   5.78142065E-003   1.20261781E-003  -9.62190824E-004
      41       1     1.19821687E+001   1.00002269E+000   2.07807824E-002   1.19999997E+001   0.00000000E+000  -2.07803946E-020   5.19328253E-020  -1.19999997E+001   8.10107605E-021  -4.09587487E-020  -2.65027198E-020   5.71256427E-003   6.17796126E-003  -1.18905255E-002   5.94523129E-003   1.23672598E-003  -9.89499507E-004
      42       1     1.19816746E+001   1.00002269E+000   2.13567419E-002   1.19999997E+001   0.00000000E+000   1.77082826E-021  -2.75779810E-020  -1.19999997E+001  -3.45593854E-020   4.81867632E-021   4.81867632E-021   5.87090898E-003   6.34916666E-003  -1.22200756E-002   6.11000547E-003   1.27103770E-003  -1.01697360E-003
      43       1     1.19811777E+001   1.00002269E+000   2.19360793E-002   1.19999997E+001   0.00000000E+000  -2.16219865E-020   5.55018339E-020  -1.19999997E+001  -2.39094718E-020  -9.87828646E-020  -9.63735264E-021   6.03018302E-003   6.52137474E-003  -1.25515578E-002   6.27574565E-003   1.30555361E-003  -1.04461391E-003
      44       1     1.19806778E+001   1.00002269E+000   2.25187939E-002   1.19999997E+001   0.00000000E+000  -1.50154236E-020  -8.81552481E-020  -1.19999997E+001   2.06262081E-020  -3.13213961E-020  -5.30054395E-020   6.19038636E-003   6.69458518E-003  -1.28849715E-002   6.44245166E-003   1.34027396E-003  -1.07242059E-003
      45       1     1.19801751E+001   1.00002269E+000   2.31048792E-002   1.19999997E+001   0.00000000E+000   1.77197528E-020   7.66079538E-020  -1.19999997E+001  -3.16993993E-021   3.61400724E-020   1.42150952E-019   6.35151731E-003   6.86879581E-003  -1.32203131E-002   6.61012156E-003   1.37519865E-003  -1.10039361E-003
      46       1     1.19795808E+001   1.00002269E+000   2.37961135E-002   1.19999997E+001   0.00000000E+000   1.28701951E-020   2.24651961E-020  -1.19999997E+001  -3.25361384E-020   0.00000000E+000   8.19174975E-020   6.53860169E-003   7.07817941E-003  -1.36167811E-002   6.80835461E-003   1.41032886E-003  -1.12854809E-003
