    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850109E+003   5.58622468E-021  -3.73976213E-020  -1.19999997E+001  -1.13100715E-020   1.08420217E-019   3.04931861E-020  -6.98629386E+003  -6.98629147E+003  -1.41660940E+004  -2.04124297E+002  -7.40360824E-003   4.69726256E-004   4.34121799E-004   1.19996239E+001   0.00000000E+000   7.67595684E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828528E+003   3.88940324E-021  -2.48766297E-020  -1.19999997E+001  -7.29730465E-021   0.00000000E+000   3.25260652E-020  -6.98636515E+003  -6.98636794E+003  -1.41659463E+004  -2.04189531E+002  -1.06130539E-002  -1.20459622E-003   8.74536910E-004   1.19992427E+001   0.00000000E+000   7.72989473E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806628E+003  -7.04013419E-022  -3.24534387E-020  -1.19999997E+001   1.33041869E-020   6.50521303E-020  -5.42101086E-020  -6.98643749E+003  -6.98644555E+003  -1.41657963E+004  -2.04255731E+002  -1.38704475E-002  -2.90392150E-003   1.32147631E-003   1.19988558E+001   0.00000000E+000   7.78383515E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784570E+003   1.80019317E-021   6.17163591E-020  -1.19999997E+001   8.25005128E-021   4.33680869E-020   0.00000000E+000  -6.98651035E+003  -6.98652371E+003  -1.41656453E+004  -2.04322408E+002  -1.71513777E-002  -4.61533915E-003   1.77163756E-003   1.19984661E+001   0.00000000E+000   7.83778858E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762353E+003   1.19272827E-020   2.23396668E-020  -1.19999997E+001   5.52329175E-021   4.33680869E-020   4.33680869E-020  -6.98658374E+003  -6.98660243E+003  -1.41654932E+004  -2.04389566E+002  -2.04559785E-002  -6.33903536E-003   2.22504511E-003   1.19980736E+001   0.00000000E+000   7.89175766E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18739978E+003  -1.17360385E-021   1.95082276E-021  -1.19999997E+001   5.64188877E-021   2.16840434E-020   2.16840434E-020  -6.98665766E+003  -6.98668172E+003  -1.41653400E+004  -2.04457205E+002  -2.37842193E-002  -8.07501469E-003   2.68169698E-003   1.19976783E+001   0.00000000E+000   7.94574183E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717444E+003  -4.75984540E-021   4.42726916E-020  -1.19999997E+001  -3.35504456E-021  -2.16840434E-020   6.50521303E-020  -6.98673210E+003  -6.98676157E+003  -1.41651857E+004  -2.04525325E+002  -2.71361152E-002  -9.82328343E-003   3.14159463E-003   1.19972803E+001   0.00000000E+000   7.99974095E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18694750E+003   5.29101943E-021   1.85135842E-020  -1.19999997E+001  -4.33175875E-021   0.00000000E+000   2.16840434E-020  -6.98680707E+003  -6.98684198E+003  -1.41650303E+004  -2.04593925E+002  -3.05116674E-002  -1.15838399E-002   3.60473809E-003   1.19968794E+001   0.00000000E+000   8.05375472E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18671899E+003   8.50660134E-021  -2.98477784E-020  -1.19999997E+001  -1.53974501E-020   6.50521303E-020   0.00000000E+000  -6.98688256E+003  -6.98692296E+003  -1.41648738E+004  -2.04663006E+002  -3.39108732E-002  -1.33566801E-002   4.07112678E-003   1.19964757E+001   0.00000000E+000   8.10778280E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18648888E+003   5.61390938E-021  -1.13068972E-020  -1.19999997E+001  -1.74121933E-020   2.16840434E-020  -2.16840434E-020  -6.98695858E+003  -6.98700450E+003  -1.41647163E+004  -2.04732567E+002  -3.73337312E-002  -1.51418016E-002   4.54076036E-003   1.19960691E+001   0.00000000E+000   8.16182488E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
