   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.79162972E+003   2.79867780E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.79439313E+003   0.00000000E+000   2.80085728E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.81336971E+003   2.81963201E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.81584465E+003   0.00000000E+000   2.82171820E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84574323E+003   2.85200379E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84815255E+003   0.00000000E+000   2.85410435E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84654944E+003   2.85274329E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84890468E+003   0.00000000E+000   2.85483161E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84734117E+003   2.85346863E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84964151E+003   0.00000000E+000   2.85554354E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84813322E+003   2.85419330E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85037723E+003   0.00000000E+000   2.85625306E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84892185E+003   2.85491365E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85110763E+003   0.00000000E+000   2.85695621E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84969615E+003   2.85561942E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85182250E+003   0.00000000E+000   2.85764295E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.85045289E+003   2.85630745E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85251853E+003   0.00000000E+000   2.85830984E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.85119450E+003   2.85698047E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85319821E+003   0.00000000E+000   2.85895962E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.85193091E+003   2.85764781E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85387029E+003   0.00000000E+000   2.85959985E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.85265220E+003   2.85830093E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85452454E+003   0.00000000E+000   2.86022115E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.85336593E+003   2.85894692E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85516901E+003   0.00000000E+000   2.86083107E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.85407372E+003   2.85958723E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85580617E+003   0.00000000E+000   2.86143197E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
