   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996246E+001   1.00002270E+000   4.34192666E-004   1.19999997E+001   0.00000000E+000  -1.92775476E-020  -1.88067370E-020  -1.19999997E+001  -7.06492893E-021  -1.08420217E-019  -2.16840434E-020   1.19615112E-004   1.30456203E-004  -2.50071315E-004   1.25035597E-004   1.17599161E-005   1.17373325E-005
       2       1     1.19992440E+001   1.00002270E+000   8.74754453E-004   1.19999997E+001   0.00000000E+000  -4.54938997E-022   1.47622374E-020  -1.19999997E+001   1.77566209E-020   8.67361738E-020  -6.50521303E-020   2.40974075E-004   2.62836801E-004  -5.03810876E-004   2.51905317E-004   2.36897440E-005   2.36448904E-005
       3       1     1.19988578E+001   1.00002270E+000   1.32180035E-003   1.19999997E+001   0.00000000E+000   4.00634590E-021   1.65864602E-020  -1.19999997E+001  -8.54114647E-021  -6.50521303E-020   2.16840434E-020   3.64119409E-004   3.97165561E-004  -7.61284970E-004   3.80642302E-004   3.57954982E-005   3.57265834E-005
       4       1     1.19984688E+001   1.00002270E+000   1.77209395E-003   1.19999997E+001   0.00000000E+000  -3.84858188E-021  -1.47985507E-020  -1.19999997E+001  -8.61932538E-021  -1.73472348E-019  -1.08420217E-019   4.88159346E-004   5.32470242E-004  -1.02062959E-003   5.10314549E-004   4.79892850E-005   4.78955055E-005
       5       1     1.19980770E+001   1.00002270E+000   2.22563542E-003   1.19999997E+001   0.00000000E+000  -3.75560678E-021   1.76300106E-020  -1.19999997E+001  -1.33632062E-021   2.16840434E-020   6.50521303E-020   6.13093918E-004   6.68750905E-004  -1.28184482E-003   6.40922103E-004   6.02710924E-005   6.01516391E-005
       6       1     1.19976824E+001   1.00002270E+000   2.68242707E-003   1.19999997E+001   0.00000000E+000   1.38619961E-021  -2.72919765E-020  -1.19999997E+001   2.61041658E-021   8.67361738E-020  -1.73472348E-019   7.38923730E-004   8.06008279E-004  -1.54493201E-003   7.72465633E-004   7.26409569E-005   7.24950205E-005
       7       1     1.19972850E+001   1.00002270E+000   3.14247057E-003   1.19999997E+001   0.00000000E+000  -2.36560214E-021  -1.33503642E-020  -1.19999997E+001   3.56268758E-021   0.00000000E+000  -2.16840434E-020   8.65649211E-004   9.44242897E-004  -1.80989211E-003   9.04945619E-004   8.50988943E-005   8.49256622E-005
       8       1     1.19968848E+001   1.00002270E+000   3.60576588E-003   1.19999997E+001   0.00000000E+000  -8.49255995E-021  -2.93568467E-020  -1.19999997E+001  -3.86489801E-021   8.67361738E-020  -2.16840434E-020   9.93270328E-004   1.08345478E-003  -2.07672510E-003   1.03836205E-003   9.76448762E-005   9.74435382E-005
       9       1     1.19964818E+001   1.00002270E+000   4.07231236E-003   1.19999997E+001   0.00000000E+000   1.33432505E-021   2.75854395E-021  -1.19999997E+001   1.63878645E-020   4.33680869E-020  -2.38524478E-019   1.12178688E-003   1.22364375E-003  -2.34543062E-003   1.17271475E-003   1.10278854E-004   1.10048606E-004
      10       1     1.19960759E+001   1.00002270E+000   4.54210971E-003   1.19999997E+001   0.00000000E+000  -4.79551756E-021  -3.57511597E-021  -1.19999997E+001   9.14518478E-021  -1.08420217E-019   6.50521303E-020   1.25119876E-003   1.36480974E-003  -2.61600850E-003   1.30800362E-003   1.23000787E-004   1.22740831E-004
      11       1     1.19956673E+001   1.00002270E+000   5.01515903E-003   1.19999997E+001   0.00000000E+000   8.38850063E-021   1.93415507E-021  -1.19999997E+001   1.13867925E-020   4.33680869E-020  -1.08420217E-019   1.38150624E-003   1.50695313E-003  -2.88845937E-003   1.44422899E-003   1.35810652E-004   1.35520207E-004
      12       1     1.19952559E+001   1.00002270E+000   5.49145976E-003   1.19999997E+001   0.00000000E+000  -2.14881257E-020  -2.05489242E-020  -1.19999997E+001  -3.00996549E-021   8.67361738E-020  -6.50521303E-020   1.51270914E-003   1.65007378E-003  -3.16278292E-003   1.58139070E-003   1.48708368E-004   1.48386676E-004
      13       1     1.19948416E+001   1.00002270E+000   5.97101256E-003   1.19999997E+001   0.00000000E+000   5.63057707E-021  -1.31306650E-020  -1.19999997E+001  -2.70939908E-021   1.73472348E-019  -6.50521303E-020   1.64480762E-003   1.79417190E-003  -3.43897952E-003   1.71948893E-003   1.61693894E-004   1.61340220E-004
      14       1     1.19944246E+001   1.00002270E+000   6.45381839E-003   1.19999997E+001   0.00000000E+000  -6.38161571E-021  -6.83280137E-021  -1.19999997E+001  -3.04766425E-021   1.08420217E-019  -2.16840434E-020   1.77780191E-003   1.93924784E-003  -3.71704975E-003   1.85852398E-003   1.74767202E-004   1.74380838E-004
      15       1     1.19940047E+001   1.00002270E+000   6.93987854E-003   1.19999997E+001   0.00000000E+000   9.29469767E-021   7.42123698E-021  -1.19999997E+001   2.61718912E-021   2.16840434E-020  -2.38524478E-019   1.91169234E-003   2.08530199E-003  -3.99699433E-003   1.99849620E-003   1.87928280E-004   1.87508537E-004
      16       1     1.19935821E+001   1.00002270E+000   7.42919408E-003   1.19999997E+001   0.00000000E+000  -1.36347179E-020   2.27874403E-020  -1.19999997E+001   1.22129392E-020  -4.33680869E-020  -8.67361738E-020   2.04647915E-003   2.23233474E-003  -4.27881389E-003   2.13940592E-003   2.01177102E-004   2.00723312E-004
      17       1     1.19931566E+001   1.00002270E+000   7.92176508E-003   1.19999997E+001   0.00000000E+000   1.33930881E-020   1.34578150E-021  -1.19999997E+001  -1.14797056E-020   8.67361738E-020   6.50521303E-020   2.18216233E-003   2.38034615E-003  -4.56250848E-003   2.28125314E-003   2.14513615E-004   2.14025123E-004
