   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850149E+003   5.32213684E-002   2.84783105E+003   2.84777783E+003  -5.97100265E-002  -1.66697316E+002  -1.66637606E+002   2.84778739E+003  -5.01481069E-002   2.84783754E+003   4.36594487E-002  -1.66687754E+002  -1.66644095E+002
       2       1     1.19999997E+001   7.18828604E+003   5.12556062E-002   2.84771615E+003   2.84766489E+003  -5.37130924E-002  -1.66746512E+002  -1.66692799E+002   2.84766651E+003  -5.20975206E-002   2.84771861E+003   4.96400345E-002  -1.66744896E+002  -1.66695256E+002
       3       1     1.19999997E+001   7.18806743E+003   4.92605252E-002   2.84759955E+003   2.84755029E+003  -4.76276282E-002  -1.66796432E+002  -1.66748804E+002   2.84754385E+003  -5.40750877E-002   2.84759792E+003   5.57079848E-002  -1.66802879E+002  -1.66747171E+002
       4       1     1.19999997E+001   7.18784723E+003   4.72507386E-002   2.84748211E+003   2.84743486E+003  -4.14978699E-002  -1.66846714E+002  -1.66805216E+002   2.84742029E+003  -5.60668358E-002   2.84747636E+003   6.18197045E-002  -1.66861283E+002  -1.66799463E+002
       5       1     1.19999997E+001   7.18762545E+003   4.52262397E-002   2.84736382E+003   2.84731860E+003  -3.53238234E-002  -1.66897359E+002  -1.66862035E+002   2.84729585E+003  -5.80727681E-002   2.84735392E+003   6.79751844E-002  -1.66920108E+002  -1.66852133E+002
       6       1     1.19999997E+001   7.18740208E+003   4.31870062E-002   2.84724468E+003   2.84720150E+003  -2.91054702E-002  -1.66948367E+002  -1.66919262E+002   2.84717051E+003  -6.00929067E-002   2.84723060E+003   7.41744428E-002  -1.66979355E+002  -1.66905180E+002
       7       1     1.19999997E+001   7.18717712E+003   4.11330188E-002   2.84712470E+003   2.84708357E+003  -2.28428022E-002  -1.66999738E+002  -1.66976895E+002   2.84704428E+003  -6.21272689E-002   2.84710641E+003   8.04174855E-002  -1.67039023E+002  -1.66958605E+002
       8       1     1.19999997E+001   7.18695058E+003   3.90642695E-002   2.84700386E+003   2.84696480E+003  -1.65358337E-002  -1.67051472E+002  -1.67034936E+002   2.84691716E+003  -6.41758641E-002   2.84698134E+003   8.67043000E-002  -1.67099112E+002  -1.67012408E+002
       9       1     1.19999997E+001   7.18672244E+003   3.69807540E-002   2.84688218E+003   2.84684520E+003  -1.01845898E-002  -1.67103569E+002  -1.67093385E+002   2.84678915E+003  -6.62387006E-002   2.84685539E+003   9.30348648E-002  -1.67159624E+002  -1.67066589E+002
      10       1     1.19999997E+001   7.18649272E+003   3.48824677E-002   2.84675965E+003   2.84672477E+003  -3.78909067E-003  -1.67156030E+002  -1.67152240E+002   2.84666024E+003  -6.83157866E-002   2.84672856E+003   9.94091637E-002  -1.67220556E+002  -1.67121147E+002
