   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996259E+001   1.00002270E+000   4.31648504E-004   1.19999997E+001   0.00000000E+000  -7.11747558E-021   2.12503527E-020  -1.19999997E+001  -3.09157720E-021   1.28801948E-020  -1.56874803E-020   1.24597759E-004   1.24614620E-004  -2.49212379E-004   1.24606189E-004   1.90452775E-008  -1.39089394E-008
       2       1     1.19992465E+001   1.00002270E+000   8.69754424E-004   1.19999997E+001   0.00000000E+000  -5.89275197E-021   2.84761062E-020  -1.19999997E+001  -8.25468349E-021   6.54862347E-021   3.72119606E-021   2.51059496E-004   2.51093453E-004  -5.02152949E-004   2.51076473E-004   3.68553528E-008  -2.71409983E-008
       3       1     1.19988615E+001   1.00002270E+000   1.31429990E-003   1.19999997E+001   0.00000000E+000  -7.12438254E-021   1.98163523E-020  -1.19999997E+001   6.54632288E-021   4.68488629E-020  -4.70063788E-020   3.79379365E-004   3.79432030E-004  -7.58811396E-004   3.79405696E-004   5.43788084E-008  -4.11328113E-008
       4       1     1.19984738E+001   1.00002270E+000   1.76206453E-003   1.19999997E+001   0.00000000E+000  -2.17111750E-020  -3.22981356E-020  -1.19999997E+001  -1.90107508E-020  -3.16313866E-021  -4.28959322E-021   5.08628056E-004   5.08700372E-004  -1.01732843E-003   5.08664212E-004   7.20936333E-008  -5.55795097E-008
       5       1     1.19980832E+001   1.00002270E+000   2.21304829E-003   1.19999997E+001   0.00000000E+000  -1.23296647E-020   1.46681456E-020  -1.19999997E+001  -5.67404541E-021  -2.84814829E-020   1.47825447E-020   6.38805529E-004   6.38898491E-004  -1.27770402E-003   6.38852007E-004   8.99605931E-008  -7.04619807E-008
       6       1     1.19976899E+001   1.00002270E+000   2.66725367E-003   1.19999997E+001   0.00000000E+000   4.43315042E-021  -3.80588281E-020  -1.19999997E+001  -1.16636912E-020  -3.29072300E-020   4.45282904E-020   7.69912485E-004   7.70027132E-004  -1.53993962E-003   7.69969805E-004   1.07934657E-007  -8.57580054E-008
       7       1     1.19972938E+001   1.00002270E+000   3.12468239E-003   1.19999997E+001   0.00000000E+000  -1.69421892E-020  -2.07574771E-020  -1.19999997E+001  -1.82187047E-021  -2.39657385E-020  -2.98276366E-020   9.01949398E-004   9.02086813E-004  -1.80403621E-003   9.02018102E-004   1.25970720E-007  -1.01448616E-007
       8       1     1.19968949E+001   1.00002270E+000   3.58533468E-003   1.19999997E+001   0.00000000E+000   9.52097293E-021   3.20874940E-020  -1.19999997E+001  -5.47919268E-022   1.72000628E-020  -4.02638435E-021   1.03491631E-003   1.03507762E-003  -2.06999393E-003   1.03499696E-003   1.44024875E-007  -1.17510229E-007
       9       1     1.19964932E+001   1.00002270E+000   4.04921000E-003   1.19999997E+001   0.00000000E+000  -1.75236558E-020   3.13049812E-020  -1.19999997E+001   2.75430981E-021  -3.26663550E-020  -1.89940521E-020   1.16881306E-003   1.16899942E-003  -2.33781247E-003   1.16890623E-003   1.62051688E-007  -1.33918369E-007
      10       1     1.19960887E+001   1.00002270E+000   4.51630808E-003   1.19999997E+001   0.00000000E+000   1.61306837E-020   1.39295974E-020  -1.19999997E+001  -1.23952239E-020   9.52912066E-021   2.80513489E-020   1.30363953E-003   1.30385215E-003  -2.60749167E-003   1.30374583E-003   1.80015843E-007  -1.50651523E-007
      11       1     1.19956814E+001   1.00002270E+000   4.98663014E-003   1.19999997E+001   0.00000000E+000   1.57102278E-020  -2.72709454E-020  -1.19999997E+001   1.10437013E-020  -4.15337312E-020   6.90450966E-020   1.43939606E-003   1.43963618E-003  -2.87903224E-003   1.43951611E-003   1.97863304E-007  -1.67676148E-007
      12       1     1.19952714E+001   1.00002270E+000   5.46017565E-003   1.19999997E+001   0.00000000E+000  -6.62890135E-021   1.44855869E-020  -1.19999997E+001   1.09317889E-020   3.17266778E-020   4.40060086E-021   1.57608249E-003   1.57635138E-003  -3.15243387E-003   1.57621693E-003   2.15542083E-007  -1.84960141E-007
      13       1     1.19948586E+001   1.00002270E+000   5.93694543E-003   1.19999997E+001   0.00000000E+000   1.53913497E-020   1.76560875E-020  -1.19999997E+001   1.11275852E-020   2.93788084E-020  -6.59792344E-021   1.71369906E-003   1.71399797E-003  -3.42769703E-003   1.71384851E-003   2.33003016E-007  -2.02474363E-007
      14       1     1.19944429E+001   1.00002270E+000   6.41694076E-003   1.19999997E+001   0.00000000E+000  -1.81243130E-020  -1.01986406E-020  -1.19999997E+001   4.66037176E-021  -4.50515649E-021  -2.17581588E-020   1.85224613E-003   1.85257633E-003  -3.70482246E-003   1.85241122E-003   2.50201380E-007  -2.20190899E-007
      15       1     1.19940245E+001   1.00002270E+000   6.90016295E-003   1.19999997E+001   0.00000000E+000  -1.23147754E-020  -2.10910790E-020  -1.19999997E+001   1.62922424E-020   5.82785137E-020  -2.00230648E-020   1.99172405E-003   1.99208687E-003  -3.98381092E-003   1.99190545E-003   2.67084636E-007  -2.38077421E-007
      16       1     1.19936033E+001   1.00002270E+000   7.38661299E-003   1.19999997E+001   0.00000000E+000   1.45254984E-020  -2.18393466E-020  -1.19999997E+001  -1.32158336E-020   2.65544829E-020  -2.31954679E-020   2.13213312E-003   2.13252986E-003  -4.26466298E-003   2.13233148E-003   2.83591035E-007  -2.56088344E-007
