   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850111E+003   4.91923921E-002   2.84782589E+003   2.84777669E+003  -6.21111311E-002  -1.66698344E+002  -1.66636233E+002   2.84779163E+003  -4.71754437E-002   2.84783881E+003   3.42567047E-002  -1.66683408E+002  -1.66649152E+002
       2       1     1.19999997E+001   7.18828533E+003   4.31431004E-002   2.84770576E+003   2.84766262E+003  -5.85505614E-002  -1.66748577E+002  -1.66690026E+002   2.84767506E+003  -4.61061002E-002   2.84772117E+003   3.06986392E-002  -1.66736133E+002  -1.66705434E+002
       3       1     1.19999997E+001   7.18806634E+003   3.70032667E-002   2.84758385E+003   2.84754685E+003  -5.49361967E-002  -1.66799554E+002  -1.66744618E+002   2.84755677E+003  -4.50197351E-002   2.84760179E+003   2.70868050E-002  -1.66789637E+002  -1.66762551E+002
       4       1     1.19999997E+001   7.18784578E+003   3.08190586E-002   2.84746107E+003   2.84743025E+003  -5.12955158E-002  -1.66850898E+002  -1.66799603E+002   2.84743762E+003  -4.39250833E-002   2.84748154E+003   2.34486261E-002  -1.66843528E+002  -1.66820079E+002
       5       1     1.19999997E+001   7.18762364E+003   2.45901531E-002   2.84733740E+003   2.84731281E+003  -4.76284454E-002  -1.66902612E+002  -1.66854984E+002   2.84731761E+003  -4.28223669E-002   2.84736043E+003   1.97840747E-002  -1.66897806E+002  -1.66878022E+002
       6       1     1.19999997E+001   7.18739990E+003   1.83165513E-002   2.84721284E+003   2.84719452E+003  -4.39350005E-002  -1.66954697E+002  -1.66910762E+002   2.84719675E+003  -4.17116332E-002   2.84723846E+003   1.60931840E-002  -1.66952473E+002  -1.66936380E+002
       7       1     1.19999997E+001   7.18717458E+003   1.19982372E-002   2.84708740E+003   2.84707540E+003  -4.02151704E-002  -1.67007151E+002  -1.66966936E+002   2.84707502E+003  -4.05928792E-002   2.84711562E+003   1.23759460E-002  -1.67007528E+002  -1.66995153E+002
       8       1     1.19999997E+001   7.18694767E+003   5.63520490E-003   2.84696107E+003   2.84695544E+003  -3.64689555E-002  -1.67059975E+002  -1.67023506E+002   2.84695244E+003  -3.94661100E-002   2.84699191E+003   8.63235943E-003  -1.67062972E+002  -1.67054340E+002
       9       1     1.19999997E+001   7.18671918E+003  -7.72542513E-004   2.84683386E+003   2.84683464E+003  -3.26963610E-002  -1.67113169E+002  -1.67080473E+002   2.84682900E+003  -3.83313315E-002   2.84686733E+003   4.86242799E-003  -1.67118804E+002  -1.67113942E+002
      10       1     1.19999997E+001   7.18648910E+003  -7.22500464E-003   2.84670577E+003   2.84671299E+003  -2.88973899E-002  -1.67166733E+002  -1.67137836E+002   2.84670470E+003  -3.71885476E-002   2.84674189E+003   1.06615315E-003  -1.67175024E+002  -1.67173958E+002
      11       1     1.19999997E+001   7.18625743E+003  -1.37221970E-002   2.84657679E+003   2.84659051E+003  -2.50720386E-002  -1.67220667E+002  -1.67195595E+002   2.84657954E+003  -3.60377657E-002   2.84661558E+003  -2.75646985E-003  -1.67231633E+002  -1.67234389E+002
      12       1     1.19999997E+001   7.18602417E+003  -2.02641147E-002   2.84644692E+003   2.84646718E+003  -2.12203130E-002  -1.67274971E+002  -1.67253751E+002   2.84645353E+003  -3.48789914E-002   2.84648840E+003  -6.60543630E-003  -1.67288630E+002  -1.67295235E+002
      13       1     1.19999997E+001   7.18578932E+003  -2.68507685E-002   2.84631617E+003   2.84634302E+003  -1.73422104E-002  -1.67329645E+002  -1.67312303E+002   2.84632665E+003  -3.37122284E-002   2.84636036E+003  -1.04807505E-002  -1.67346016E+002  -1.67356496E+002
      14       1     1.19999997E+001   7.18555289E+003  -3.34821704E-002   2.84618453E+003   2.84621801E+003  -1.34377268E-002  -1.67384690E+002  -1.67371252E+002   2.84619891E+003  -3.25374802E-002   2.84623145E+003  -1.43824170E-002  -1.67403790E+002  -1.67418172E+002
      15       1     1.19999997E+001   7.18531487E+003  -4.01583383E-002   2.84605201E+003   2.84609217E+003  -9.50685544E-003  -1.67440104E+002  -1.67430598E+002   2.84607032E+003  -3.13547495E-002   2.84610167E+003  -1.83104443E-002  -1.67461952E+002  -1.67480263E+002
      16       1     1.19999997E+001   7.18507526E+003  -4.68792870E-002   2.84591860E+003   2.84596548E+003  -5.54959103E-003  -1.67495890E+002  -1.67490340E+002   2.84594087E+003  -3.01640395E-002   2.84597103E+003  -2.22648385E-002  -1.67520504E+002  -1.67542769E+002
      17       1     1.19999997E+001   7.18483406E+003  -5.36450181E-002   2.84578431E+003   2.84583795E+003  -1.56593640E-003  -1.67552045E+002  -1.67550479E+002   2.84581055E+003  -2.89653562E-002   2.84583952E+003  -2.62455983E-002  -1.67579445E+002  -1.67605690E+002
      18       1     1.19999997E+001   7.18459128E+003  -6.04554717E-002   2.84564913E+003   2.84570958E+003   2.44407041E-003  -1.67608571E+002  -1.67611015E+002   2.84567938E+003  -2.77587151E-002   2.84570714E+003  -3.02526861E-002  -1.67638774E+002  -1.67669026E+002
