    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850111E+003   8.62418507E-022   1.48480574E-020  -1.19999997E+001  -4.06104322E-022   1.08420217E-020   1.08420217E-020  -6.98629216E+003  -6.98629316E+003  -1.41660941E+004  -2.04124290E+002  -7.27906118E-003   5.15705599E-003   4.34271470E-004   1.19996240E+001   0.00000000E+000   7.67595074E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828533E+003  -1.91186255E-021   3.66900097E-020  -1.19999997E+001   1.78569269E-020  -1.62630326E-020  -5.96311195E-020  -6.98636171E+003  -6.98637135E+003  -1.41659463E+004  -2.04189517E+002  -1.03613498E-002   8.23767774E-003   8.74846785E-004   1.19992428E+001   0.00000000E+000   7.72988354E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806634E+003  -7.49524897E-021   7.79671908E-020  -1.19999997E+001  -1.14536391E-020   1.89735380E-020   3.38813179E-020  -6.98643230E+003  -6.98645069E+003  -1.41657964E+004  -2.04255711E+002  -1.34902058E-002   1.13648552E-002   1.32195259E-003   1.19988559E+001   0.00000000E+000   7.78381938E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784578E+003   8.49464858E-021   4.16477167E-021  -1.19999997E+001   2.10727983E-020   3.32036915E-020   2.16840434E-020  -6.98650340E+003  -6.98653060E+003  -1.41656454E+004  -2.04322383E+002  -1.66418347E-002   1.45148509E-002   1.77228037E-003   1.19984663E+001   0.00000000E+000   7.83776811E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762364E+003  -6.43769855E-021  -1.07764263E-020  -1.19999997E+001   1.99861725E-020  -2.77826807E-020  -3.72694497E-020  -6.98657501E+003  -6.98661109E+003  -1.41654933E+004  -2.04389535E+002  -1.98163080E-002   1.76876805E-002   2.22585398E-003   1.19980738E+001   0.00000000E+000   7.89173231E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18739990E+003  -1.31335602E-020   2.43524454E-020  -1.19999997E+001   6.46234854E-022   3.79470760E-020   8.80914265E-021  -6.98664713E+003  -6.98669216E+003  -1.41653401E+004  -2.04457167E+002  -2.30136161E-002   2.08833120E-002   2.68267218E-003   1.19976786E+001   0.00000000E+000   7.94571152E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717458E+003   8.35948727E-022   4.16414714E-020  -1.19999997E+001  -1.12010181E-020  -4.26904605E-020   2.03287907E-020  -6.98671977E+003  -6.98677380E+003  -1.41651858E+004  -2.04525280E+002  -2.62337687E-002   2.41017519E-002   3.14273650E-003   1.19972805E+001   0.00000000E+000   7.99970561E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18694767E+003   1.09792510E-020  -1.25586697E-021  -1.19999997E+001   8.23052981E-021  -2.84603070E-020  -9.48676901E-021  -6.98679292E+003  -6.98685602E+003  -1.41650304E+004  -2.04593873E+002  -2.94767651E-002   2.73430016E-002   3.60604691E-003   1.19968797E+001   0.00000000E+000   8.05371427E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18671918E+003   4.74843031E-021   6.44369561E-021  -1.19999997E+001   1.38124273E-020   4.81114714E-020   3.04931861E-020  -6.98686658E+003  -6.98693882E+003  -1.41648740E+004  -2.04662947E+002  -3.27426006E-002   3.06070582E-002   4.07260283E-003   1.19964760E+001   0.00000000E+000   8.10773715E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18648910E+003   2.76485120E-021  -1.44193711E-020  -1.19999997E+001   1.27377129E-020  -6.64073831E-020  -2.43945489E-020  -6.98694075E+003  -6.98702219E+003  -1.41647164E+004  -2.04732501E+002  -3.60312724E-002   3.38939206E-002   4.54240388E-003   1.19960695E+001   0.00000000E+000   8.16177397E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18625743E+003  -1.23857062E-020   4.84305150E-020  -1.19999997E+001  -1.37557241E-020   6.09863722E-021  -3.38813179E-020  -6.98701543E+003  -6.98710613E+003  -1.41645578E+004  -2.04802536E+002  -3.93427832E-002   3.72035933E-002   5.01545119E-003   1.19956603E+001   0.00000000E+000   8.21582457E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18602417E+003   1.35960369E-020   7.53420917E-020  -1.19999997E+001  -1.46651678E-020  -8.13151629E-021   0.00000000E+000  -6.98709063E+003  -6.98719066E+003  -1.41643981E+004  -2.04873052E+002  -4.26771277E-002   4.05360722E-002   5.49174425E-003   1.19952482E+001   0.00000000E+000   8.26988861E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18578932E+003  -2.47823312E-022  -4.86320575E-020  -1.19999997E+001  -1.31265291E-021  -5.69206141E-020   4.13352078E-020  -6.98716634E+003  -6.98727575E+003  -1.41642373E+004  -2.04944048E+002  -4.60343083E-002   4.38913614E-002   5.97128376E-003   1.19948333E+001   0.00000000E+000   8.32396593E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18555289E+003   1.32563965E-020  -1.31856932E-020  -1.19999997E+001  -8.79900969E-021   1.28749008E-020  -1.08420217E-020  -6.98724256E+003  -6.98736143E+003  -1.41640754E+004  -2.05015525E+002  -4.94143279E-002   4.72694651E-002   6.45407061E-003   1.19944156E+001   0.00000000E+000   8.37805640E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18531487E+003  -1.26758811E-020  -3.38876045E-020  -1.19999997E+001   1.34526037E-020  -5.42101086E-021  -1.15196481E-020  -6.98731930E+003  -6.98744768E+003  -1.41639124E+004  -2.05087483E+002  -5.28171923E-002   5.06703908E-002   6.94010619E-003   1.19939952E+001   0.00000000E+000   8.43215989E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
        16     1.19999997E+001   7.18507526E+003  -1.47076022E-020  -1.78970658E-020  -1.19999997E+001   1.57869074E-020  -2.57498016E-020  -1.15196481E-020  -6.98739654E+003  -6.98753451E+003  -1.41637483E+004  -2.05159922E+002  -5.62429059E-002   5.40941440E-002   7.42939172E-003   1.19935719E+001   0.00000000E+000   8.48627629E+014   0.00000000E+000   1.00000000E-014   1.60000000E-013
        17     1.19999997E+001   7.18483406E+003  -8.16526526E-021   4.63194260E-021  -1.19999997E+001   5.92761763E-021   2.50721752E-020  -1.28749008E-020  -6.98747431E+003  -6.98762191E+003  -1.41635832E+004  -2.05232842E+002  -5.96914659E-002   5.75407238E-002   7.92192738E-003   1.19931458E+001   0.00000000E+000   8.54040539E+014   0.00000000E+000   1.00000000E-014   1.70000000E-013
        18     1.19999997E+001   7.18459128E+003  -1.93839850E-020   4.34432156E-020  -1.19999997E+001  -7.32580102E-021  -2.57498016E-020  -4.67562187E-020  -6.98755258E+003  -6.98770990E+003  -1.41634169E+004  -2.05306243E+002  -6.31628393E-002   6.10100977E-002   8.41770896E-003   1.19927169E+001   0.00000000E+000   8.59454660E+014   0.00000000E+000   1.00000000E-014   1.80000000E-013
        19     1.19999997E+001   7.18434691E+003  -2.68214968E-020   4.01622580E-020  -1.19999997E+001   2.32565138E-020   3.04931861E-020  -3.99799551E-020  -6.98763136E+003  -6.98779845E+003  -1.41632496E+004  -2.05380124E+002  -6.66570126E-002   6.45022558E-002   8.91673505E-003   1.19922852E+001   0.00000000E+000   8.64869957E+014   0.00000000E+000   1.00000000E-014   1.90000000E-013
        20     1.19999997E+001   7.18410095E+003   3.92067067E-021   1.28559118E-020  -1.19999997E+001  -9.00601164E-021  -2.50721752E-020   6.84402621E-020  -6.98771066E+003  -6.98788759E+003  -1.41630811E+004  -2.05454486E+002  -7.01739871E-002   6.80172057E-002   9.41900795E-003   1.19918507E+001   0.00000000E+000   8.70286431E+014   0.00000000E+000   1.00000000E-014   2.00000000E-013
