    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850164E+003   7.80779399E-021  -2.34526235E-020  -1.19999997E+001  -5.55636863E-021  -4.33680869E-020   1.08420217E-019  -6.98629288E+003  -6.98629207E+003  -1.41660944E+004  -2.04124131E+002  -1.14665277E-002  -5.10317645E-003   4.33878113E-004   1.19996249E+001   0.00000000E+000   7.67581893E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828634E+003  -1.65114905E-020  -1.00613623E-020  -1.19999997E+001  -1.22082617E-020  -1.51788304E-019  -2.16840434E-020  -6.98636319E+003  -6.98636918E+003  -1.41659470E+004  -2.04189211E+002  -1.87978565E-002  -1.24314207E-002   8.74145164E-004   1.19992446E+001   0.00000000E+000   7.72963096E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806788E+003   1.05984791E-020  -4.46436097E-021  -1.19999997E+001   7.59219970E-021   1.30104261E-019   2.16840434E-020  -6.98643453E+003  -6.98644741E+003  -1.41657974E+004  -2.04255248E+002  -2.62370887E-002  -1.98667370E-002   1.32088729E-003   1.19988586E+001   0.00000000E+000   7.78344138E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784783E+003   1.31963018E-020   5.39837713E-021  -1.19999997E+001  -9.74682942E-021  -1.95156391E-019   8.67361738E-020  -6.98650638E+003  -6.98652622E+003  -1.41656468E+004  -2.04321764E+002  -3.37301895E-002  -2.73555887E-002   1.77087093E-003   1.19984699E+001   0.00000000E+000   7.83726814E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762621E+003  -4.12246590E-021  -2.55231696E-020  -1.19999997E+001  -8.09357455E-021   1.51788304E-019  -2.16840434E-020  -6.98657876E+003  -6.98660559E+003  -1.41654950E+004  -2.04388759E+002  -4.12771536E-002  -3.48979604E-002   2.22409620E-003   1.19980784E+001   0.00000000E+000   7.89111093E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740299E+003   1.34200080E-020   1.68796053E-020  -1.19999997E+001   9.83810363E-021   6.50521303E-020  -2.16840434E-020  -6.98665165E+003  -6.98668553E+003  -1.41653422E+004  -2.04456234E+002  -4.88780140E-002  -4.24938689E-002   2.68056541E-003   1.19976840E+001   0.00000000E+000   7.94496970E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717820E+003   1.44863081E-020  -5.39977559E-021  -1.19999997E+001  -5.72551156E-021  -2.16840434E-020   4.33680869E-020  -6.98672506E+003  -6.98676604E+003  -1.41651883E+004  -2.04524188E+002  -5.65327990E-002  -5.01433162E-002   3.14028027E-003   1.19972869E+001   0.00000000E+000   7.99884430E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695181E+003  -4.71706465E-021  -2.87772387E-020  -1.19999997E+001   4.30099539E-021   0.00000000E+000  -6.50521303E-020  -6.98679898E+003  -6.98684712E+003  -1.41650333E+004  -2.04592623E+002  -6.42415166E-002  -5.78462861E-002   3.60324075E-003   1.19968870E+001   0.00000000E+000   8.05273441E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672385E+003   1.23730503E-020  -1.79243227E-020  -1.19999997E+001   1.96194730E-020   4.33680869E-020   0.00000000E+000  -6.98687343E+003  -6.98692877E+003  -1.41648772E+004  -2.04661537E+002  -7.20041653E-002  -6.56027511E-002   4.06944617E-003   1.19964842E+001   0.00000000E+000   8.10663966E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18649430E+003   8.46828996E-021   1.51193261E-020  -1.19999997E+001  -1.27485593E-021  -2.16840434E-020   1.08420217E-019  -6.98694839E+003  -6.98701098E+003  -1.41647200E+004  -2.04730931E+002  -7.98207478E-002  -7.34126940E-002   4.53889609E-003   1.19960787E+001   0.00000000E+000   8.16055972E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18626316E+003   1.16064865E-020  -2.28677169E-020  -1.19999997E+001  -1.07511550E-020   4.33680869E-020   1.73472348E-019  -6.98702387E+003  -6.98709376E+003  -1.41645617E+004  -2.04800804E+002  -8.76912834E-002  -8.12761206E-002   5.01159154E-003   1.19956704E+001   0.00000000E+000   8.21449443E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18603044E+003  -1.07910726E-020   6.19634276E-021  -1.19999997E+001   1.30864445E-020  -2.16840434E-020  -1.08420217E-019  -6.98709987E+003  -6.98717712E+003  -1.41644024E+004  -2.04871157E+002  -9.56157602E-002  -8.91930077E-002   5.48753190E-003   1.19952593E+001   0.00000000E+000   8.26844343E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18579614E+003   6.94611478E-021  -1.68490228E-020  -1.19999997E+001   6.36153590E-021   2.16840434E-020  -4.33680869E-020  -6.98717639E+003  -6.98726104E+003  -1.41642419E+004  -2.04941990E+002  -1.03594192E-001  -9.71633600E-002   5.96671778E-003   1.19948454E+001   0.00000000E+000   8.32240651E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18556025E+003  -7.36641300E-021   3.34390348E-021  -1.19999997E+001   2.55495412E-021  -2.16840434E-019  -1.30104261E-019  -6.98725342E+003  -6.98734553E+003  -1.41640804E+004  -2.05013303E+002  -1.11626603E-001  -1.05187193E-001   6.44915014E-003   1.19944286E+001   0.00000000E+000   8.37638353E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18532278E+003   7.62788738E-021  -2.83071700E-020  -1.19999997E+001   1.18504479E-020   1.73472348E-019  -6.50521303E-020  -6.98733098E+003  -6.98743059E+003  -1.41639178E+004  -2.05085095E+002  -1.19713030E-001  -1.13264527E-001   6.93483019E-003   1.19940091E+001   0.00000000E+000   8.43037436E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
