   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850164E+003   5.32220636E-002   2.84783114E+003   2.84777791E+003  -5.97189330E-002  -1.66697280E+002  -1.66637561E+002   2.84778747E+003  -5.01579066E-002   2.84783763E+003   4.36610373E-002  -1.66687719E+002  -1.66644058E+002
       2       1     1.19999997E+001   7.18828634E+003   5.12572606E-002   2.84771631E+003   2.84766505E+003  -5.37306112E-002  -1.66746443E+002  -1.66692712E+002   2.84766667E+003  -5.21167353E-002   2.84771878E+003   4.96433847E-002  -1.66744829E+002  -1.66695185E+002
       3       1     1.19999997E+001   7.18806788E+003   4.92629440E-002   2.84759979E+003   2.84755053E+003  -4.76540197E-002  -1.66796328E+002  -1.66748674E+002   2.84754408E+003  -5.41040819E-002   2.84759818E+003   5.57130063E-002  -1.66802778E+002  -1.66747065E+002
       4       1     1.19999997E+001   7.18784783E+003   4.72538378E-002   2.84748243E+003   2.84743518E+003  -4.15333751E-002  -1.66846575E+002  -1.66805042E+002   2.84742061E+003  -5.61058158E-002   2.84747671E+003   6.18262784E-002  -1.66861147E+002  -1.66799321E+002
       5       1     1.19999997E+001   7.18762621E+003   4.52299324E-002   2.84736422E+003   2.84731899E+003  -3.53686800E-002  -1.66897184E+002  -1.66861815E+002   2.84729624E+003  -5.81219346E-002   2.84735436E+003   6.79831870E-002  -1.66919937E+002  -1.66851954E+002
       6       1     1.19999997E+001   7.18740299E+003   4.31912004E-002   2.84724517E+003   2.84720198E+003  -2.91599049E-002  -1.66948155E+002  -1.66918995E+002   2.84717099E+003  -6.01524472E-002   2.84723114E+003   7.41837428E-002  -1.66979148E+002  -1.66904964E+002
       7       1     1.19999997E+001   7.18717820E+003   4.11376119E-002   2.84712527E+003   2.84708413E+003  -2.29070218E-002  -1.66999489E+002  -1.66976582E+002   2.84704484E+003  -6.21973530E-002   2.84710704E+003   8.04279430E-002  -1.67038779E+002  -1.66958351E+002
       8       1     1.19999997E+001   7.18695181E+003   3.90691485E-002   2.84700452E+003   2.84696545E+003  -1.66100207E-002  -1.67051185E+002  -1.67034575E+002   2.84691781E+003  -6.42566426E-002   2.84698206E+003   8.67157704E-002  -1.67098832E+002  -1.67012116E+002
       9       1     1.19999997E+001   7.18672385E+003   3.69857939E-002   2.84688293E+003   2.84684594E+003  -1.02688978E-002  -1.67103243E+002  -1.67092974E+002   2.84678988E+003  -6.63303019E-002   2.84685621E+003   9.30471980E-002  -1.67159305E+002  -1.67066257E+002
      10       1     1.19999997E+001   7.18649430E+003   3.48875345E-002   2.84676049E+003   2.84672560E+003  -3.88364796E-003  -1.67155664E+002  -1.67151780E+002   2.84666107E+003  -6.84183220E-002   2.84672948E+003   9.94222086E-002  -1.67220198E+002  -1.67120776E+002
      11       1     1.19999997E+001   7.18626316E+003   3.27743490E-002   2.84663720E+003   2.84660443E+003   2.54574706E-003  -1.67208446E+002  -1.67210992E+002   2.84653136E+003  -7.05207084E-002   2.84660188E+003   1.05840804E-001  -1.67281513E+002  -1.67175672E+002
      12       1     1.19999997E+001   7.18603044E+003   3.06462299E-002   2.84651307E+003   2.84648242E+003   9.01927934E-003  -1.67261592E+002  -1.67270611E+002   2.84640076E+003  -7.26374556E-002   2.84647340E+003   1.12302965E-001  -1.67343248E+002  -1.67230945E+002
      13       1     1.19999997E+001   7.18579614E+003   2.85031637E-002   2.84638808E+003   2.84635958E+003   1.55369617E-002  -1.67315099E+002  -1.67330636E+002   2.84626928E+003  -7.47685665E-002   2.84634404E+003   1.18808692E-001  -1.67405404E+002  -1.67286596E+002
      14       1     1.19999997E+001   7.18556025E+003   2.63451321E-002   2.84626226E+003   2.84623591E+003   2.20988159E-002  -1.67368969E+002  -1.67391068E+002   2.84613690E+003  -7.69140486E-002   2.84621381E+003   1.25357997E-001  -1.67467982E+002  -1.67342624E+002
      15       1     1.19999997E+001   7.18532278E+003   2.41721155E-002   2.84613558E+003   2.84611141E+003   2.87048733E-002  -1.67423201E+002  -1.67451906E+002   2.84600363E+003  -7.90739051E-002   2.84608270E+003   1.31950894E-001  -1.67530980E+002  -1.67399029E+002
      16       1     1.19999997E+001   7.18508372E+003   2.19840941E-002   2.84600806E+003   2.84598607E+003   3.53551577E-002  -1.67477796E+002  -1.67513151E+002   2.84586947E+003  -8.12481414E-002   2.84595072E+003   1.38587393E-001  -1.67594399E+002  -1.67455812E+002
      17       1     1.19999997E+001   7.18484307E+003   1.97810577E-002   2.84587969E+003   2.84585991E+003   4.20496791E-002  -1.67532754E+002  -1.67574803E+002   2.84573442E+003  -8.34367646E-002   2.84581786E+003   1.45267501E-001  -1.67658240E+002  -1.67512973E+002
      18       1     1.19999997E+001   7.18460084E+003   1.75630186E-002   2.84575047E+003   2.84573291E+003   4.87883950E-002  -1.67588074E+002  -1.67636862E+002   2.84559848E+003  -8.56397490E-002   2.84568412E+003   1.51991163E-001  -1.67722502E+002  -1.67570511E+002
      19       1     1.19999997E+001   7.18435703E+003   1.53299703E-002   2.84562041E+003   2.84560508E+003   5.55712929E-002  -1.67643755E+002  -1.67699326E+002   2.84546165E+003  -8.78570801E-002   2.84554950E+003   1.58758343E-001  -1.67787184E+002  -1.67628425E+002
