   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.78985788E+003   2.79623328E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.79304367E+003   0.00000000E+000   2.79817746E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.81171457E+003   2.81739782E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.81460615E+003   0.00000000E+000   2.81923427E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84407389E+003   2.84970331E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84689496E+003   0.00000000E+000   2.85155718E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84488695E+003   2.85043098E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84763321E+003   0.00000000E+000   2.85225676E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84568512E+003   2.85114430E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84835587E+003   0.00000000E+000   2.85294146E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84648344E+003   2.85185690E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84907726E+003   0.00000000E+000   2.85362520E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84727828E+003   2.85256463E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84979337E+003   0.00000000E+000   2.85430455E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84805804E+003   2.85325644E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85049411E+003   0.00000000E+000   2.85496966E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.84881905E+003   2.85392859E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85117581E+003   0.00000000E+000   2.85561700E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.84956296E+003   2.85458317E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85184086E+003   0.00000000E+000   2.85624863E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.85029955E+003   2.85522946E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85249862E+003   0.00000000E+000   2.85687295E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.85101880E+003   2.85585873E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85313899E+003   0.00000000E+000   2.85748043E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.85172820E+003   2.85647817E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85377035E+003   0.00000000E+000   2.85807914E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
