   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850079E+003   5.72230271E-002   2.84783005E+003   2.84777282E+003  -6.38421647E-002  -1.66702118E+002  -1.66638275E+002   2.84779277E+003  -4.38972887E-002   2.84783667E+003   3.72781511E-002  -1.66682173E+002  -1.66644894E+002
       2       1     1.19999997E+001   7.18828470E+003   5.93207812E-002   2.84771416E+003   2.84765484E+003  -6.20364144E-002  -1.66756170E+002  -1.66694134E+002   2.84767738E+003  -3.94992972E-002   2.84771688E+003   3.67836640E-002  -1.66733633E+002  -1.66696849E+002
       3       1     1.19999997E+001   7.18806554E+003   6.14462251E-002   2.84759662E+003   2.84753517E+003  -6.02032983E-002  -1.66810992E+002  -1.66750789E+002   2.84756034E+003  -3.50384197E-002   2.84759538E+003   3.62813466E-002  -1.66785827E+002  -1.66749546E+002
       4       1     1.19999997E+001   7.18784477E+003   6.35875197E-002   2.84747822E+003   2.84741463E+003  -5.83571358E-002  -1.66866216E+002  -1.66807859E+002   2.84744244E+003  -3.05451504E-002   2.84747299E+003   3.57755342E-002  -1.66838404E+002  -1.66802628E+002
       5       1     1.19999997E+001   7.18762237E+003   6.57435051E-002   2.84735894E+003   2.84729320E+003  -5.64964201E-002  -1.66921848E+002  -1.66865352E+002   2.84732367E+003  -2.60183047E-002   2.84734969E+003   3.52653896E-002  -1.66891370E+002  -1.66856105E+002
       6       1     1.19999997E+001   7.18739833E+003   6.79151409E-002   2.84723878E+003   2.84717086E+003  -5.46220510E-002  -1.66977891E+002  -1.66923269E+002   2.84720403E+003  -2.14583818E-002   2.84722549E+003   3.47514717E-002  -1.66944727E+002  -1.66909976E+002
       7       1     1.19999997E+001   7.18717269E+003   7.01023292E-002   2.84711776E+003   2.84704766E+003  -5.27346587E-002  -1.67034335E+002  -1.66981600E+002   2.84708353E+003  -1.68662447E-002   2.84710039E+003   3.42339152E-002  -1.66998466E+002  -1.66964232E+002
       8       1     1.19999997E+001   7.18694541E+003   7.23056125E-002   2.84699586E+003   2.84692355E+003  -5.08336357E-002  -1.67091191E+002  -1.67040358E+002   2.84696214E+003  -1.22401735E-002   2.84697438E+003   3.37121503E-002  -1.67052598E+002  -1.67018886E+002
       9       1     1.19999997E+001   7.18671652E+003   7.45241872E-002   2.84687309E+003   2.84679857E+003  -4.89194014E-002  -1.67148449E+002  -1.67099530E+002   2.84683991E+003  -7.58183145E-003   2.84684749E+003   3.31866173E-002  -1.67107111E+002  -1.67073925E+002
      10       1     1.19999997E+001   7.18648602E+003   7.67588316E-002   2.84674946E+003   2.84667270E+003  -4.69922910E-002  -1.67206110E+002  -1.67159118E+002   2.84671681E+003  -2.89095716E-003   2.84671970E+003   3.26574978E-002  -1.67162009E+002  -1.67129351E+002
