    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850109E+003  -1.04225584E-020  -1.61774969E-020  -1.19999997E+001   1.27514027E-020   8.67361738E-020  -2.16840434E-020  -6.98629854E+003  -6.98628679E+003  -1.41660940E+004  -2.04124296E+002  -5.27850101E-003  -3.47701528E-003   4.34297230E-004   1.19996239E+001   0.00000000E+000   7.67595585E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828529E+003   1.23597327E-021   1.93523867E-020  -1.19999997E+001   2.29505966E-020   0.00000000E+000   1.08420217E-020  -6.98637458E+003  -6.98635851E+003  -1.41659463E+004  -2.04189529E+002  -6.33207413E-003  -9.15421469E-003   8.74892561E-004   1.19992427E+001   0.00000000E+000   7.72989303E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806629E+003   8.56214652E-021  -2.76493392E-020  -1.19999997E+001   3.87626141E-021   0.00000000E+000   0.00000000E+000  -6.98645174E+003  -6.98643129E+003  -1.41657963E+004  -2.04255728E+002  -7.40192404E-003  -1.49165174E-002   1.32201519E-003   1.19988558E+001   0.00000000E+000   7.78383278E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784571E+003  -3.99544779E-021  -2.19151577E-020  -1.19999997E+001   1.59109225E-020  -2.16840434E-020   1.08420217E-019  -6.98652946E+003  -6.98650459E+003  -1.41656453E+004  -2.04322405E+002  -8.47964281E-003  -2.07204550E-002   1.77235994E-003   1.19984661E+001   0.00000000E+000   7.83778541E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762355E+003  -9.92360309E-021   1.92442742E-020  -1.19999997E+001   9.57618723E-021   2.16840434E-020   8.67361738E-020  -6.98660773E+003  -6.98657843E+003  -1.41654932E+004  -2.04389562E+002  -9.56518528E-003  -2.65663689E-002   2.22595129E-003   1.19980737E+001   0.00000000E+000   7.89175357E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18739980E+003   2.60280652E-021   1.23046425E-020  -1.19999997E+001  -1.05752663E-020  -8.67361738E-020   0.00000000E+000  -6.98668657E+003  -6.98665279E+003  -1.41653400E+004  -2.04457199E+002  -1.06585138E-002  -3.24542827E-002   2.68278800E-003   1.19976784E+001   0.00000000E+000   7.94573678E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717446E+003   2.55714615E-021  -5.50265359E-020  -1.19999997E+001   1.05288305E-020   8.67361738E-020   0.00000000E+000  -6.98676597E+003  -6.98672768E+003  -1.41651857E+004  -2.04525318E+002  -1.17596341E-002  -3.83842184E-002   3.14287161E-003   1.19972803E+001   0.00000000E+000   7.99973493E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18694753E+003   2.03089384E-021  -4.12490156E-020  -1.19999997E+001   1.04025510E-020  -4.33680869E-020  -6.50521303E-020  -6.98684593E+003  -6.98680310E+003  -1.41650303E+004  -2.04593917E+002  -1.28685501E-002  -4.43561786E-002   3.60620212E-003   1.19968794E+001   0.00000000E+000   8.05374770E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18671902E+003  -8.46288485E-021  -3.71650595E-020  -1.19999997E+001   4.89782946E-021   1.08420217E-019   2.16840434E-020  -6.98692645E+003  -6.98687905E+003  -1.41648739E+004  -2.04662996E+002  -1.39852635E-002  -5.03701590E-002   4.07277895E-003   1.19964757E+001   0.00000000E+000   8.10777475E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18648892E+003   1.50538600E-020  -4.90732343E-020  -1.19999997E+001   1.66273333E-020   0.00000000E+000   6.50521303E-020  -6.98700753E+003  -6.98695553E+003  -1.41647163E+004  -2.04732557E+002  -1.51097775E-002  -5.64261587E-002   4.54260177E-003   1.19960692E+001   0.00000000E+000   8.16181579E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
